	VincentC_2016__MM021.4__bin.22	VincentC_2016__MM020.1__bin.1	VincentC_2016__MM037.2__bin.3	VincentC_2016__MM041.1__bin.4	VincentC_2016__MM030.2__bin.13	VincentC_2016__MM040.1__bin.8	VincentC_2016__MM009.2__bin.8	VincentC_2016__MM028.2__bin.3	VincentC_2016__MM008.2__bin.11	VincentC_2016__MM016.1__bin.8	VincentC_2016__MM022.1__bin.2	VincentC_2016__MM046.1__bin.4	VincentC_2016__MM022.3__bin.2	VincentC_2016__MM024.2__bin.12	VincentC_2016__MM036__bin.9	VincentC_2016__MM018__bin.5	VincentC_2016__MM012.1__bin.4	VincentC_2016__MM038__bin.14	VincentC_2016__MM005.3__bin.4	VincentC_2016__MM043.1__bin.9	VincentC_2016__MM009.1__bin.18	VincentC_2016__MM024.3__bin.2	VincentC_2016__MM007__bin.6	VincentC_2016__MM019.1__bin.3	VincentC_2016__MM043.2__bin.13	VincentC_2016__MM027.3__bin.18	VincentC_2016__MM026.2__bin.2	VincentC_2016__MM045.2__bin.12	VincentC_2016__MM013.3__bin.8	VincentC_2016__MM040.2__bin.4	VincentC_2016__MM031__bin.2	VincentC_2016__MM029.1__bin.4	VincentC_2016__MM013.2__bin.5	VincentC_2016__MM032.1__bin.13	VincentC_2016__MM005.2__bin.17	VincentC_2016__MM021.3__bin.1	VincentC_2016__MM024.1__bin.1	VincentC_2016__MM014__bin.12	VincentC_2016__MM045.1__bin.8	VincentC_2016__MM042.2__bin.17	VincentC_2016__MM006.2__bin.2	VincentC_2016__MM021.1__bin.8	VincentC_2016__MM025__bin.4	VincentC_2016__MM012.2__bin.24	VincentC_2016__MM033.2__bin.6	VincentC_2016__MM008.1__bin.31	VincentC_2016__MM028.1__bin.4	VincentC_2016__MM033.3__bin.17	VincentC_2016__MM023.2__bin.32
VincentC_2016__MM045.1__bin.8	4554579.0	4705048.0	4010885.0	4098929.0	4612431.0	4720292.0	4714238.0	4706157.0	4615916.0	4179142.0	4282982.0	4711712.0	4186837.0	3468216.0	4722674.0	4730758.0	4676927.0	4691855.0	4687188.0	4716799.0	4662920.0	4118816.0	4692272.0	4705478.0	4720528.0	4699780.0	4731922.0	4501735.0	4731851.0	4654598.0	4712974.0	4704315.0	4670531.0	4730433.0	4687172.0	4659884.0	4680999.0	4692586.0	4793482.0	4651849.0	4627566.0	4654023.0	4708599.0	4277473.0	3710207.0	2383739.0	4711119.0	4734565.0	3693528.0
VincentC_2016__MM042.2__bin.17	4908087.0	5074808.0	4305474.0	4385542.0	4977509.0	5094153.0	5082485.0	5065300.0	4980315.0	4494679.0	4608396.0	5081600.0	4478078.0	3703515.0	5086843.0	5097227.0	5037169.0	5049491.0	5050222.0	5090736.0	5030277.0	4424173.0	5057167.0	5075094.0	5086855.0	5062508.0	5099587.0	4844554.0	5089976.0	5010252.0	5088609.0	5069787.0	5036922.0	5099557.0	5053100.0	5017979.0	5045311.0	5059056.0	4651849.0	5169993.0	4986677.0	5007213.0	5092518.0	4606890.0	3967727.0	2544939.0	5081895.0	5104671.0	3957676.0
VincentC_2016__MM006.2__bin.2	4878762.0	5072272.0	4266126.0	4367139.0	4974376.0	5090112.0	5096172.0	5070030.0	4957015.0	4482054.0	4581974.0	5075646.0	4453379.0	3690787.0	5089447.0	5105356.0	5068491.0	5040522.0	5066430.0	5092392.0	5038380.0	4409242.0	5081263.0	5087002.0	5080917.0	5055890.0	5100799.0	4825459.0	5094079.0	4997243.0	5093671.0	5076216.0	5045589.0	5095691.0	5056154.0	5003125.0	5055884.0	5080053.0	4627566.0	4986677.0	5120554.0	4982134.0	5078882.0	4579594.0	3956560.0	2526293.0	5081226.0	5095811.0	3917683.0
VincentC_2016__MM021.1__bin.8	4903185.0	5075349.0	4297023.0	4390989.0	4975553.0	5093244.0	5087712.0	5069866.0	4979172.0	4489209.0	4603911.0	5085032.0	4492562.0	3698534.0	5091538.0	5094406.0	5034895.0	5061539.0	5046615.0	5099113.0	5036166.0	4428905.0	5053133.0	5069851.0	5091229.0	5065119.0	5101813.0	4850321.0	5095079.0	5016927.0	5093204.0	5072514.0	5042080.0	5102369.0	5057883.0	5018642.0	5047377.0	5060192.0	4654023.0	5007213.0	4982134.0	5174671.0	5085041.0	4607492.0	3979172.0	2544820.0	5079260.0	5105840.0	3949274.0
VincentC_2016__MM025__bin.4	4986074.0	5170664.0	4352396.0	4449003.0	5067854.0	5185185.0	5185701.0	5165442.0	5063349.0	4557564.0	4671729.0	5173414.0	4545510.0	3754644.0	5189114.0	5196221.0	5132255.0	5148237.0	5146721.0	5190300.0	5123979.0	4491522.0	5144170.0	5167250.0	5191464.0	5152496.0	5199770.0	4923876.0	5190827.0	5098151.0	5181938.0	5167052.0	5135454.0	5195062.0	5151940.0	5115497.0	5140830.0	5165601.0	4708599.0	5092518.0	5078882.0	5085041.0	5240523.0	4676260.0	4025107.0	2580212.0	5173201.0	5205250.0	3998199.0
VincentC_2016__MM012.2__bin.24	4524558.0	4663746.0	3983172.0	4052968.0	4576830.0	4681429.0	4678390.0	4660695.0	4582241.0	4152337.0	4269508.0	4670021.0	4155399.0	3452743.0	4687797.0	4690502.0	4633803.0	4645539.0	4655996.0	4680937.0	4627591.0	4094216.0	4652877.0	4662564.0	4687448.0	4657281.0	4692573.0	4469149.0	4689035.0	4611899.0	4676060.0	4668913.0	4637353.0	4691468.0	4656620.0	4623525.0	4651420.0	4656542.0	4277473.0	4606890.0	4579594.0	4607492.0	4676260.0	4782819.0	3691971.0	2370598.0	4677119.0	4693283.0	3661459.0
VincentC_2016__MM033.2__bin.6	3906033.0	4023480.0	3428654.0	3518061.0	3939354.0	4034129.0	4035073.0	4022429.0	3963805.0	3570931.0	3686019.0	4024964.0	3592801.0	2975592.0	4037969.0	4043598.0	3995863.0	4013260.0	3999621.0	4032951.0	3994323.0	3586951.0	4011170.0	4017017.0	4040014.0	4025629.0	4044558.0	3847414.0	4036660.0	3975395.0	4031554.0	4023457.0	3993515.0	4041317.0	4009091.0	3988410.0	3997671.0	4015420.0	3710207.0	3967727.0	3956560.0	3979172.0	4025107.0	3691971.0	4193858.0	2075515.0	4033985.0	4046261.0	3172371.0
VincentC_2016__MM008.1__bin.31	2510613.0	2569333.0	2199177.0	2268526.0	2510835.0	2583433.0	2580561.0	2570404.0	2533603.0	2296241.0	2375173.0	2566966.0	2335322.0	1965734.0	2582767.0	2587297.0	2557461.0	2564387.0	2575235.0	2584302.0	2556121.0	2291543.0	2565188.0	2570445.0	2583595.0	2575084.0	2582605.0	2480472.0	2585003.0	2551169.0	2574323.0	2572153.0	2557066.0	2588017.0	2562291.0	2545640.0	2562229.0	2571089.0	2383739.0	2544939.0	2526293.0	2544820.0	2580212.0	2370598.0	2075515.0	2641960.0	2579285.0	2586437.0	2061614.0
VincentC_2016__MM028.1__bin.4	4975027.0	5166016.0	4349759.0	4449466.0	5066910.0	5186832.0	5185341.0	5158350.0	5059964.0	4554255.0	4672634.0	5170278.0	4538258.0	3759308.0	5188859.0	5195534.0	5131883.0	5138690.0	5145848.0	5188734.0	5131021.0	4491699.0	5159824.0	5167985.0	5179034.0	5156015.0	5201176.0	4917094.0	5184717.0	5091999.0	5185720.0	5167737.0	5137896.0	5193168.0	5148717.0	5110252.0	5142186.0	5168765.0	4711119.0	5081895.0	5081226.0	5079260.0	5173201.0	4677119.0	4033985.0	2579285.0	5229967.0	5200626.0	3992258.0
VincentC_2016__MM033.3__bin.17	5001961.0	5181722.0	4372335.0	4468355.0	5090242.0	5209145.0	5205053.0	5185526.0	5086586.0	4582873.0	4693819.0	5195375.0	4562049.0	3769091.0	5214001.0	5211192.0	5158873.0	5168213.0	5171018.0	5212519.0	5143317.0	4513285.0	5163772.0	5182555.0	5203399.0	5173828.0	5222890.0	4941281.0	5217489.0	5118105.0	5201715.0	5189914.0	5151963.0	5224362.0	5172834.0	5132139.0	5161822.0	5185558.0	4734565.0	5104671.0	5095811.0	5105840.0	5205250.0	4693283.0	4046261.0	2586437.0	5200626.0	5257417.0	4016469.0
VincentC_2016__MM023.2__bin.32	3869241.0	3989168.0	3430504.0	3517002.0	3908894.0	4002559.0	4001599.0	3986902.0	3928750.0	3557520.0	3662567.0	3994790.0	3575275.0	2974187.0	4009718.0	4005545.0	3967990.0	3987388.0	3965455.0	3999779.0	3960766.0	3526415.0	3979450.0	3987341.0	4001816.0	3984352.0	4009889.0	3840357.0	4001804.0	3957419.0	3998837.0	3988435.0	3962754.0	4006997.0	3973326.0	3945514.0	3964360.0	3979524.0	3693528.0	3957676.0	3917683.0	3949274.0	3998199.0	3661459.0	3172371.0	2061614.0	3992258.0	4016469.0	4104802.0
