	HeQ_2017__SZAXPI029466-158__bin.31	HeQ_2017__SZAXPI029601-32__bin.4	LiJ_2017__H3M415117__bin.20	VogtmannE_2016__MMRS57569834ST-27-0-0__bin.9	QinJ_2012__T2D-068__bin.13	LiJ_2017__H3M515935__bin.40	BackhedF_2015__SID26_12M__bin.39	LiJ_2017__H1M513738__bin.10	LiJ_2014__V1.FI35__bin.2	LiJ_2014__V1.FI18__bin.20	LeChatelierE_2013__MH0131__bin.71	VogtmannE_2016__MMRS95674036ST-27-0-0__bin.11	HeQ_2017__SZAXPI029486-84__bin.7	QinJ_2012__CON-039__bin.30	YuJ_2015__SZAXPI015228-14__bin.71	BackhedF_2015__SID229_12M__bin.11	WenC_2017__N030__bin.20	NielsenHB_2014__V1_CD17_0__bin.21	LoombaR_2017__SID1049_baw__bin.51	HeQ_2017__SZAXPI029602-33__bin.13	YuJ_2015__SZAXPI015219-129__bin.25	LiJ_2017__H2M413915__bin.4	QinJ_2012__CON-065__bin.52	QinJ_2012__NOM014__bin.9	QinJ_2012__CON-008__bin.32	BackhedF_2015__SID546_12M__bin.16	QinJ_2012__NOM004__bin.3	LiJ_2017__H3M518116__bin.33	LeChatelierE_2013__MH0088__bin.28	NielsenHB_2014__MH0088__bin.26	VogtmannE_2016__MMRS91297590ST-27-0-0__bin.10	WenC_2017__RA082__bin.7	HeQ_2017__SZAXPI029499-101__bin.44	QinN_2014__HD-45__bin.29	YuJ_2015__SZAXPI003422-11__bin.27	LoombaR_2017__SID5630_kod__bin.9	HeQ_2017__RSZAXPI003107-147__bin.9	HeQ_2017__SZAXPI029552-169__bin.11	VogtmannE_2016__MMRS64281211ST-27-0-0__bin.33	NielsenHB_2014__V1_CD17_4__bin.54	XieH_2016__YSZC12003_35630__bin.12	HeQ_2017__SZAXPI029574-89__bin.29	BackhedF_2015__SID608_M__bin.38	QinJ_2012__T2D-102__bin.53	ChengpingW_2017__AS111raw__bin.2	ChengpingW_2017__AS15raw__bin.53	LiJ_2017__H1M512855__bin.10	HeQ_2017__RSZAXPI003102-140__bin.29	LeChatelierE_2013__MH0444__bin.45
VogtmannE_2016__MMRS64281211ST-27-0-0__bin.33	969136.0	917440.0	2084821.0	1875978.0	1753294.0	1589410.0	2018585.0	1809982.0	1899902.0	1018897.0	1984412.0	2093746.0	1548229.0	1316090.0	2068885.0	2086144.0	1988601.0	2062675.0	1973165.0	2018320.0	1215858.0	1555518.0	1793394.0	1312253.0	907312.0	2034297.0	1898892.0	946079.0	2053450.0	2003320.0	1549489.0	1211795.0	1990371.0	2016113.0	1683198.0	1415641.0	1787928.0	2020148.0	2240620.0	1284343.0	1837892.0	707964.0	1748238.0	1614891.0	2058313.0	1425855.0	1488340.0	1080499.0	1493927.0
NielsenHB_2014__V1_CD17_4__bin.54	1087782.0	1018876.0	1496758.0	1381470.0	1138339.0	899421.0	1488923.0	1528105.0	1357580.0	1162247.0	1439869.0	1490971.0	1534898.0	830789.0	1501347.0	1544416.0	1369139.0	1579738.0	1379809.0	1439694.0	1402941.0	1005066.0	1187679.0	768950.0	969208.0	1473350.0	1362161.0	1043550.0	1477331.0	1457557.0	981821.0	727487.0	1491519.0	1390379.0	1034693.0	837455.0	1520410.0	1425200.0	1284343.0	1615027.0	1212911.0	779249.0	1172607.0	881946.0	1486763.0	829831.0	923282.0	1219252.0	1412960.0
XieH_2016__YSZC12003_35630__bin.12	925730.0	873043.0	2025544.0	1801553.0	1671926.0	1513307.0	1964999.0	1695050.0	1844264.0	981747.0	1879016.0	1977169.0	1481906.0	1276352.0	1971302.0	2015157.0	1928451.0	2006388.0	1902242.0	1939936.0	1129970.0	1447831.0	1734765.0	1284826.0	840009.0	1963015.0	1826711.0	880874.0	1999685.0	1953597.0	1500584.0	1182137.0	1918200.0	1932354.0	1654783.0	1396573.0	1710777.0	1923450.0	1837892.0	1212911.0	2218882.0	664122.0	1688968.0	1497931.0	1976923.0	1358220.0	1396605.0	1044002.0	1433800.0
HeQ_2017__SZAXPI029574-89__bin.29	930431.0	771966.0	909963.0	875075.0	631626.0	335688.0	914451.0	922546.0	804082.0	925697.0	860298.0	913010.0	933924.0	442360.0	913231.0	926537.0	842754.0	906583.0	837710.0	872767.0	823291.0	600879.0	727005.0	372508.0	788782.0	909679.0	832033.0	943273.0	891982.0	855292.0	531663.0	437140.0	878284.0	816213.0	436349.0	418451.0	931337.0	836649.0	707964.0	779249.0	664122.0	1013210.0	699796.0	387484.0	930076.0	432463.0	539126.0	924221.0	880470.0
BackhedF_2015__SID608_M__bin.38	918545.0	905420.0	1929238.0	1880676.0	1667453.0	1466090.0	1902879.0	1687244.0	1780806.0	998099.0	1805757.0	1905523.0	1434374.0	1245288.0	1959330.0	1922896.0	1856117.0	1926985.0	1995940.0	1930952.0	1131867.0	1467546.0	1706522.0	1271435.0	845778.0	2084151.0	1783447.0	920106.0	2070398.0	2002595.0	1494151.0	1141377.0	1842476.0	1859580.0	1563494.0	1306038.0	1628987.0	1886706.0	1748238.0	1172607.0	1688968.0	699796.0	2211594.0	1449202.0	1913111.0	1361244.0	1414566.0	1054844.0	1512016.0
QinJ_2012__T2D-102__bin.53	598196.0	607566.0	1660095.0	1482249.0	1502303.0	1435019.0	1634933.0	1348762.0	1543833.0	649993.0	1615577.0	1693429.0	1125274.0	1114274.0	1665560.0	1714909.0	1626494.0	1719358.0	1612879.0	1639550.0	801147.0	1320785.0	1488954.0	1148976.0	588366.0	1644303.0	1578053.0	567288.0	1657958.0	1609624.0	1340837.0	1052635.0	1638528.0	1626784.0	1464555.0	1201890.0	1353652.0	1642521.0	1614891.0	881946.0	1497931.0	387484.0	1449202.0	1801966.0	1665179.0	1248373.0	1276875.0	697581.0	1086922.0
ChengpingW_2017__AS111raw__bin.2	1210698.0	1142230.0	2346002.0	2104015.0	1913388.0	1719503.0	2302324.0	2033122.0	2131673.0	1297506.0	2181171.0	2345563.0	1832716.0	1438192.0	2354537.0	2352464.0	2281041.0	2324504.0	2217751.0	2286337.0	1470824.0	1652487.0	1974221.0	1414566.0	1107466.0	2273557.0	2076297.0	1217895.0	2278191.0	2202960.0	1698247.0	1314894.0	2251489.0	2209870.0	1896052.0	1527557.0	2046671.0	2258380.0	2058313.0	1486763.0	1976923.0	930076.0	1913111.0	1665179.0	2558451.0	1504951.0	1573838.0	1368586.0	1730438.0
ChengpingW_2017__AS15raw__bin.53	610596.0	617989.0	1514599.0	1369752.0	1374292.0	1258975.0	1478483.0	1238496.0	1444203.0	704197.0	1439434.0	1550193.0	1053538.0	1069751.0	1525280.0	1522912.0	1475807.0	1519833.0	1468388.0	1515635.0	787987.0	1267875.0	1406908.0	1037368.0	563079.0	1488072.0	1401950.0	601636.0	1494985.0	1449890.0	1205985.0	973828.0	1467913.0	1465514.0	1321186.0	1090709.0	1250527.0	1515272.0	1425855.0	829831.0	1358220.0	432463.0	1361244.0	1248373.0	1504951.0	1602914.0	1218530.0	719502.0	1030771.0
LiJ_2017__H1M512855__bin.10	717160.0	705414.0	1584863.0	1454469.0	1369918.0	1233426.0	1552279.0	1348004.0	1482751.0	788348.0	1485210.0	1587964.0	1140127.0	1055524.0	1574048.0	1580843.0	1539780.0	1575434.0	1545692.0	1555962.0	876788.0	1446568.0	1435672.0	1053384.0	675267.0	1569126.0	1448229.0	707184.0	1567883.0	1511513.0	1207795.0	990704.0	1521040.0	1527300.0	1293136.0	1077636.0	1349782.0	1554129.0	1488340.0	923282.0	1396605.0	539126.0	1414566.0	1276875.0	1573838.0	1218530.0	1660833.0	822979.0	1136007.0
HeQ_2017__RSZAXPI003102-140__bin.29	1263372.0	1181476.0	1377290.0	1269148.0	1012559.0	742077.0	1350137.0	1390842.0	1229890.0	1329448.0	1261615.0	1396995.0	1498187.0	723662.0	1401339.0	1355043.0	1246029.0	1354525.0	1286500.0	1351817.0	1254085.0	901862.0	1090217.0	650361.0	1155736.0	1348425.0	1209737.0	1225102.0	1341995.0	1296823.0	840372.0	644340.0	1348073.0	1234210.0	890835.0	713819.0	1418256.0	1302449.0	1080499.0	1219252.0	1044002.0	924221.0	1054844.0	697581.0	1368586.0	719502.0	822979.0	1616471.0	1323598.0
LeChatelierE_2013__MH0444__bin.45	1152162.0	1086156.0	1737102.0	1787219.0	1378463.0	1151786.0	1690220.0	1760253.0	1603508.0	1245412.0	1605079.0	1748479.0	1709993.0	992342.0	1743807.0	1712584.0	1614923.0	1703441.0	1808309.0	1700916.0	1358167.0	1205073.0	1410105.0	950796.0	1043795.0	1878964.0	1552850.0	1156170.0	1884754.0	1823312.0	1172633.0	880859.0	1705245.0	1626412.0	1254954.0	1025469.0	1755009.0	1654912.0	1493927.0	1412960.0	1433800.0	880470.0	1512016.0	1086922.0	1730438.0	1030771.0	1136007.0	1323598.0	2047797.0
