	CM_madagascar__V12_01_2FE__bin.49	ZeeviD_2015__PNP_Main_698__bin.3	XieH_2016__YSZC12003_37100__bin.68	BritoIL_2016__W3.17.ST__bin.75	Obregon-TitoAJ_2015__HCO67__bin.11	LeChatelierE_2013__MH0175__bin.63	BritoIL_2016__W1.33.ST__bin.25	BritoIL_2016__M1.15.ST__bin.41	XieH_2016__YSZC12003_36244__bin.14	BritoIL_2016__W3.18.ST__bin.62	LeChatelierE_2013__MH0189__bin.81	FerrettiP_2018__CA_C10002MS2016FE_t0M15__bin.45	Obregon-TitoAJ_2015__HCO12__bin.13	CM_madagascar__A81_03_1FE__bin.52	LeChatelierE_2013__MH0407__bin.67	CosteaPI_2017__SID713B076-11-0-0__bin.33	CM_madagascar__A39_02_1FE__bin.21	FerrettiP_2018__CA_C10031MS2526FE_t0M15__bin.17	ZeeviD_2015__PNP_Main_257__bin.39	XieH_2016__YSZC12003_37315__bin.79	CosteaPI_2017__SID713B046-11-0-0__bin.22	Obregon-TitoAJ_2015__HCO11__bin.22	BritoIL_2016__W1.5.ST__bin.29	RampelliS_2015__H10__bin.58	CM_madagascar__A32_01_1FE__bin.4	CosteaPI_2017__SID713B041-11-0-0__bin.41	RampelliS_2015__H14__bin.94	CosteaPI_2017__SID713A028-11-0-0__bin.67	ZellerG_2014__CCMD86114146ST-21-0__bin.29	LiuW_2016__SRR3993051__bin.74	RampelliS_2015__H13__bin.18	ZeeviD_2015__PNP_Main_438__bin.9	ZellerG_2014__CCMD87156761ST-21-0__bin.33	LeChatelierE_2013__MH0430__bin.47	BritoIL_2016__M1.29.ST__bin.68	NielsenHB_2014__MH0175__bin.23	BritoIL_2016__W2.61.ST__bin.52	CM_madagascar__A90_04_1FE__bin.83	BritoIL_2016__W3.22.ST__bin.21	BritoIL_2016__WL.14.ST__bin.43	CosteaPI_2017__SID713A028-11-90-0__bin.78	BritoIL_2016__W2.35.ST__bin.34	XieH_2016__YSZC12003_35520__bin.2	BritoIL_2016__W1.2.ST__bin.41	LeChatelierE_2013__MH0257__bin.12	CM_madagascar__A08_01_1FE__bin.2	LiJ_2014__MH0252__bin.12	ZellerG_2014__CCMD18872694ST-21-0__bin.35
CM_madagascar__A90_04_1FE__bin.83	2539800.0	2359230.0	2336138.0	1667956.0	2255646.0	1992434.0	2014509.0	2486044.0	1884984.0	2123745.0	2221083.0	1731622.0	1949693.0	2476505.0	2070249.0	2436335.0	2520947.0	1280201.0	2349434.0	1873515.0	2077493.0	1344411.0	2372232.0	2058483.0	2501441.0	2372028.0	2400818.0	2284315.0	2036545.0	2014932.0	1639063.0	2295443.0	2316324.0	2378069.0	2453827.0	1932382.0	2467314.0	3133562.0	2269208.0	2481350.0	2323424.0	2520736.0	1902445.0	2395148.0	2001318.0	2433399.0	2037010.0	1293745.0
BritoIL_2016__W3.22.ST__bin.21	2320905.0	2208613.0	2195061.0	1591269.0	2089838.0	1910359.0	1953604.0	2354304.0	1787866.0	1988200.0	2125622.0	1667650.0	1921048.0	2269681.0	1959866.0	2271778.0	2329574.0	1220851.0	2292223.0	1764677.0	1910964.0	1298597.0	2241277.0	1953479.0	2288244.0	2202754.0	2218250.0	2129160.0	1912743.0	1943102.0	1535860.0	2189616.0	2197014.0	2207151.0	2316185.0	1861778.0	2333434.0	2269208.0	2770600.0	2314966.0	2141082.0	2393220.0	1807813.0	2282127.0	1887184.0	2208666.0	1929100.0	1209276.0
BritoIL_2016__WL.14.ST__bin.43	2547151.0	2396758.0	2350216.0	1705205.0	2224327.0	2023341.0	2046156.0	2517427.0	1913023.0	2208214.0	2337979.0	1777733.0	1995952.0	2506754.0	2138428.0	2459715.0	2576752.0	1251611.0	2377612.0	1886525.0	2094031.0	1344827.0	2392254.0	2088289.0	2527770.0	2426213.0	2305072.0	2293005.0	2050323.0	2062641.0	1599228.0	2281665.0	2351931.0	2387852.0	2506093.0	1981673.0	2485528.0	2481350.0	2314966.0	3117107.0	2331206.0	2520200.0	1935500.0	2459664.0	2059453.0	2404172.0	2019993.0	1289985.0
CosteaPI_2017__SID713A028-11-90-0__bin.78	2320952.0	2293037.0	2241749.0	1579628.0	2142077.0	1956358.0	1884604.0	2276956.0	1901629.0	2058680.0	2182686.0	1742540.0	1821496.0	2255216.0	2066925.0	2305593.0	2377951.0	1269221.0	2301596.0	1789777.0	2001282.0	1205784.0	2284377.0	1885046.0	2291517.0	2492496.0	2166521.0	2637860.0	2020906.0	1928280.0	1505857.0	2185870.0	2197153.0	2283645.0	2286624.0	1897916.0	2279094.0	2323424.0	2141082.0	2331206.0	2753315.0	2293371.0	1909106.0	2343261.0	1966188.0	2275696.0	2005407.0	1233605.0
BritoIL_2016__W2.35.ST__bin.34	2469331.0	2377236.0	2339103.0	1712355.0	2295013.0	2047357.0	2131986.0	2535102.0	1921483.0	2204372.0	2355067.0	1764361.0	2053148.0	2457495.0	2096706.0	2455973.0	2505392.0	1327311.0	2408104.0	1895363.0	2078345.0	1386997.0	2377050.0	2077146.0	2479723.0	2348042.0	2366732.0	2257025.0	2047508.0	2052406.0	1638298.0	2330993.0	2363359.0	2414034.0	2507154.0	1988956.0	2487164.0	2520736.0	2393220.0	2520200.0	2293371.0	3130436.0	1889279.0	2487849.0	2014410.0	2352795.0	2036961.0	1301868.0
XieH_2016__YSZC12003_35520__bin.2	1940139.0	1853650.0	1888083.0	1274752.0	1800884.0	2013007.0	1596918.0	1949791.0	1846508.0	1743719.0	1858291.0	1731739.0	1611247.0	1866925.0	2127338.0	1900683.0	1919927.0	1232561.0	1952178.0	1478718.0	1856767.0	1124938.0	1868961.0	1636077.0	1895293.0	1872083.0	1844312.0	1876413.0	2087272.0	1693850.0	1322285.0	1911591.0	1865010.0	1973988.0	1918056.0	1958350.0	1901210.0	1902445.0	1807813.0	1935500.0	1909106.0	1889279.0	2392975.0	1889335.0	2018701.0	1883954.0	2058946.0	1295455.0
BritoIL_2016__W1.2.ST__bin.41	2431691.0	2331456.0	2213786.0	1636860.0	2248432.0	1927313.0	2064549.0	2366075.0	1885651.0	2106580.0	2248849.0	1748855.0	1941300.0	2350867.0	2070603.0	2331547.0	2461779.0	1271254.0	2365781.0	1840451.0	2015597.0	1329385.0	2350551.0	1992153.0	2383749.0	2298691.0	2261184.0	2302768.0	1987240.0	1947740.0	1573897.0	2204680.0	2281665.0	2331733.0	2352684.0	1893539.0	2411688.0	2395148.0	2282127.0	2459664.0	2343261.0	2487849.0	1889335.0	3270943.0	1937815.0	2363538.0	2009339.0	1278908.0
LeChatelierE_2013__MH0257__bin.12	2062797.0	1947544.0	1993761.0	1343452.0	1864334.0	2130600.0	1671240.0	2056932.0	1960447.0	1787232.0	1944844.0	1762822.0	1665017.0	2002527.0	2276684.0	1961315.0	2022523.0	1272115.0	1978365.0	1533698.0	1936272.0	1109893.0	1992085.0	1708157.0	1989681.0	2013819.0	1970259.0	1937615.0	2172529.0	1800564.0	1391401.0	2009408.0	1931142.0	2089947.0	2019003.0	2062793.0	1990456.0	2001318.0	1887184.0	2059453.0	1966188.0	2014410.0	2018701.0	1937815.0	2495609.0	1975613.0	2130033.0	1310831.0
CM_madagascar__A08_01_1FE__bin.2	2491798.0	2282537.0	2208839.0	1645550.0	2166682.0	1964500.0	1957594.0	2380137.0	1881979.0	2096530.0	2284538.0	1717948.0	1935562.0	2460311.0	2052503.0	2378235.0	2477879.0	1247782.0	2233162.0	1899006.0	2011046.0	1292568.0	2315490.0	2027048.0	2433602.0	2321808.0	2310721.0	2238800.0	1999545.0	1998293.0	1603215.0	2188258.0	2280379.0	2321256.0	2413187.0	1914883.0	2349534.0	2433399.0	2208666.0	2404172.0	2275696.0	2352795.0	1883954.0	2363538.0	1975613.0	3052036.0	1978653.0	1260623.0
LiJ_2014__MH0252__bin.12	2051875.0	1994754.0	1998746.0	1351727.0	1908156.0	2170559.0	1665868.0	2075178.0	2032827.0	1862241.0	1915011.0	1759988.0	1662435.0	1999208.0	2281641.0	2032202.0	2019463.0	1292170.0	2066150.0	1547267.0	1940303.0	1159374.0	1966704.0	1713327.0	1982964.0	1967474.0	2011971.0	1984518.0	2232703.0	1748663.0	1422638.0	2020800.0	2016777.0	2069491.0	2043925.0	2107496.0	2056597.0	2037010.0	1929100.0	2019993.0	2005407.0	2036961.0	2058946.0	2009339.0	2130033.0	1978653.0	2606104.0	1324611.0
ZellerG_2014__CCMD18872694ST-21-0__bin.35	1303005.0	1219234.0	1257569.0	915141.0	1158146.0	1306601.0	1083405.0	1281602.0	1152959.0	1160346.0	1258432.0	1074050.0	1060874.0	1242448.0	1373155.0	1276354.0	1299992.0	767278.0	1281590.0	971941.0	1242782.0	733922.0	1241811.0	1109140.0	1262387.0	1245776.0	1228493.0	1230536.0	1371289.0	1131056.0	887219.0	1277785.0	1252741.0	1317984.0	1276340.0	1301155.0	1253111.0	1293745.0	1209276.0	1289985.0	1233605.0	1301868.0	1295455.0	1278908.0	1310831.0	1260623.0	1324611.0	1626277.0
