	CosteaPI_2017__SID713A058-11-90-0__bin.61	BritoIL_2016__M1.22.ST__bin.46	HeQ_2017__SZAXPI029560-51__bin.83	CosteaPI_2017__SID713A013-11-90-0__bin.5	CosteaPI_2017__SID713A013-11-0-0__bin.41	HeQ_2017__SZAXPI029554-33__bin.69	BritoIL_2016__W2.39.ST__bin.18	ZellerG_2014__CCIS74726977ST-3-0__bin.74	LiuW_2016__SRR3993041__bin.74	LiuW_2016__SRR3992994__bin.9	CosteaPI_2017__SID713B056-11-0-0__bin.21	Obregon-TitoAJ_2015__SM03__bin.28	BritoIL_2016__M1.59.ST__bin.32	CM_madagascar__A32_01_1FE__bin.62	CosteaPI_2017__SID713B040-11-90-0__bin.55	CosteaPI_2017__SID713A004-11-90-0__bin.40	BritoIL_2016__M1.44.ST__bin.2	LiuW_2016__SRR3992981__bin.32	CosteaPI_2017__SID713B029-11-0-0__bin.23	CosteaPI_2017__SID713A021-11-90-0__bin.15	BritoIL_2016__W2.19.ST__bin.52	BritoIL_2016__M1.48.ST__bin.39	BritoIL_2016__W3.22.ST__bin.109	ZeeviD_2015__PNP_Main_671__bin.34	XieH_2016__YSZC12003_37315__bin.111	VogtmannE_2016__MMRS65205033ST-27-0-0__bin.9	LiuW_2016__SRR3992961__bin.32	BritoIL_2016__M2.39.ST__bin.45	FengQ_2015__SID530840__bin.40	LeChatelierE_2013__MH0189__bin.38	FengQ_2015__SID31188__bin.43	CM_madagascar__A81_03_1FE__bin.25	LiuW_2016__SRR3992995__bin.67	CosteaPI_2017__SID713A084-11-90-0__bin.9	CosteaPI_2017__SID713B007-11-0-0__bin.56	ZellerG_2014__CCMD86114146ST-21-0__bin.68	CosteaPI_2017__SID713A004-11-0-0__bin.7	ZeeviD_2015__PNP_Main_362__bin.25	VogtmannE_2016__MMRS93508324ST-27-0-0__bin.39	LiuW_2016__SRR3992978__bin.107	CosteaPI_2017__SID713A084-11-0-0__bin.19	CM_madagascar__A70_03_1FE__bin.24	ZeeviD_2015__PNP_Main_377__bin.14	BritoIL_2016__W1.41.ST__bin.58	CosteaPI_2017__SID713B041-11-0-0__bin.48	CosteaPI_2017__SID713A040-11-0-0__bin.30	QinJ_2012__CON-110__bin.27	RampelliS_2015__H4__bin.33	CosteaPI_2017__SID713A057-11-90-0__bin.64
CosteaPI_2017__SID713A004-11-0-0__bin.7	2572638.0	2719060.0	2705367.0	2695381.0	2776142.0	2656603.0	2686745.0	2692534.0	2656767.0	1380499.0	2762071.0	2678324.0	1877556.0	2684964.0	2815567.0	2941701.0	2122214.0	1938207.0	2611936.0	2526246.0	2495190.0	2721786.0	2661696.0	2738741.0	2427026.0	2679003.0	2803529.0	1702614.0	2562050.0	2637310.0	2058426.0	2660748.0	1821319.0	2771721.0	2285095.0	2676640.0	3196846.0	2715115.0	2670772.0	1988876.0	2750609.0	2437684.0	2824029.0	2671242.0	2782152.0	2681978.0	2518337.0	2785939.0	2712673.0
ZeeviD_2015__PNP_Main_362__bin.25	2529179.0	2741493.0	2711499.0	2601692.0	2695236.0	2638958.0	2668414.0	2663781.0	2609756.0	1351452.0	2757415.0	2669241.0	1877136.0	2647950.0	2761049.0	2664629.0	2107545.0	1882769.0	2581507.0	2470687.0	2511396.0	2674278.0	2689183.0	2730509.0	2428555.0	2645462.0	2679229.0	1714345.0	2549691.0	2644067.0	2087200.0	2712953.0	1792990.0	2773353.0	2293914.0	2655441.0	2715115.0	3151851.0	2640022.0	1948583.0	2733592.0	2468226.0	2742794.0	2608646.0	2701949.0	2622918.0	2507508.0	2730020.0	2623006.0
VogtmannE_2016__MMRS93508324ST-27-0-0__bin.39	2488210.0	2658322.0	2624020.0	2534326.0	2626914.0	2600569.0	2658871.0	2623674.0	2542114.0	1339860.0	2638916.0	2640932.0	1831903.0	2580246.0	2678650.0	2631470.0	2128513.0	1840460.0	2518211.0	2392135.0	2433911.0	2663145.0	2597539.0	2668861.0	2385863.0	2538015.0	2598778.0	1675150.0	2489793.0	2567444.0	2041120.0	2587984.0	1755172.0	2657094.0	2244116.0	2577731.0	2670772.0	2640022.0	3540094.0	1914572.0	2643403.0	2380782.0	2675423.0	2616921.0	2650367.0	2541535.0	2489369.0	2690427.0	2532644.0
LiuW_2016__SRR3992978__bin.107	1912489.0	1946338.0	1954018.0	1890781.0	1971534.0	1911585.0	1934173.0	1947587.0	1956885.0	1246798.0	1960695.0	1938048.0	1432082.0	1960175.0	1974691.0	1966166.0	1612910.0	1617027.0	1883718.0	1862234.0	1892937.0	1960332.0	1882301.0	1948744.0	1830608.0	1934187.0	1965565.0	1372533.0	1880974.0	1907579.0	1566226.0	1946516.0	1549353.0	1955013.0	1772711.0	1938975.0	1988876.0	1948583.0	1914572.0	2445228.0	1947484.0	1857113.0	1998833.0	1926233.0	1965354.0	1888863.0	1893104.0	1957000.0	1946007.0
CosteaPI_2017__SID713A084-11-0-0__bin.19	2553410.0	2708785.0	2700830.0	2600822.0	2687169.0	2634282.0	2663201.0	2686020.0	2615652.0	1356614.0	2789649.0	2676943.0	1851147.0	2625708.0	2774202.0	2683515.0	2103762.0	1883221.0	2573838.0	2453760.0	2479093.0	2685162.0	2667213.0	2731183.0	2404133.0	2622639.0	2713573.0	1697272.0	2554523.0	2670751.0	2064019.0	2678038.0	1777384.0	3049724.0	2277877.0	2656056.0	2750609.0	2733592.0	2643403.0	1947484.0	3167040.0	2429672.0	2749732.0	2623734.0	2741641.0	2602347.0	2493647.0	2743243.0	2620128.0
CM_madagascar__A70_03_1FE__bin.24	2356581.0	2482991.0	2461697.0	2371057.0	2438884.0	2405904.0	2461724.0	2448500.0	2359531.0	1328677.0	2492973.0	2424145.0	1782958.0	2404058.0	2481801.0	2399999.0	1953222.0	1780948.0	2335225.0	2277219.0	2358510.0	2440552.0	2406117.0	2438250.0	2278579.0	2399756.0	2422456.0	1642370.0	2348902.0	2395417.0	1931570.0	2493791.0	1715866.0	2452145.0	2179408.0	2407679.0	2437684.0	2468226.0	2380782.0	1857113.0	2429672.0	2860049.0	2465654.0	2392572.0	2451617.0	2345206.0	2333346.0	2460282.0	2387016.0
ZeeviD_2015__PNP_Main_377__bin.14	2578833.0	2714330.0	2759116.0	2738214.0	2812631.0	2651748.0	2666205.0	2778364.0	2727897.0	1377728.0	2754173.0	2663847.0	1866280.0	2666380.0	2863900.0	2742964.0	2139027.0	1913466.0	2627704.0	2522197.0	2523268.0	2707092.0	2710260.0	2759672.0	2424345.0	2696380.0	2774493.0	1710184.0	2572892.0	2637056.0	2065171.0	2695346.0	1820647.0	2764460.0	2291664.0	2676055.0	2824029.0	2742794.0	2675423.0	1998833.0	2749732.0	2465654.0	3374107.0	2631231.0	2779493.0	2713220.0	2530903.0	2782319.0	2691703.0
BritoIL_2016__W1.41.ST__bin.58	2506071.0	2643336.0	2600731.0	2522327.0	2617318.0	2583267.0	2632165.0	2601176.0	2529279.0	1349764.0	2645636.0	2626927.0	1865933.0	2580855.0	2692292.0	2638900.0	2093237.0	1864037.0	2491318.0	2391033.0	2448766.0	2641786.0	2592092.0	2648719.0	2387390.0	2541414.0	2597637.0	1705916.0	2488619.0	2565290.0	2028582.0	2599449.0	1768350.0	2641572.0	2261794.0	2555299.0	2671242.0	2608646.0	2616921.0	1926233.0	2623734.0	2392572.0	2631231.0	3454744.0	2624683.0	2506407.0	2486654.0	2642399.0	2571112.0
CosteaPI_2017__SID713B041-11-0-0__bin.48	2563177.0	2720974.0	2674679.0	2634189.0	2707443.0	2652524.0	2686056.0	2686859.0	2654795.0	1380582.0	2770091.0	2651804.0	1863089.0	2630539.0	2949197.0	2712136.0	2087599.0	1904552.0	2580211.0	2476941.0	2485673.0	2684153.0	2646350.0	2736936.0	2434043.0	2648657.0	2726155.0	1710016.0	2559581.0	2642413.0	2057510.0	2674751.0	1803670.0	2754468.0	2288686.0	2652847.0	2782152.0	2701949.0	2650367.0	1965354.0	2741641.0	2451617.0	2779493.0	2624683.0	3107629.0	2629054.0	2530475.0	2733223.0	2644606.0
CosteaPI_2017__SID713A040-11-0-0__bin.30	2459613.0	2573676.0	2598610.0	2560859.0	2656117.0	2548109.0	2557683.0	2578451.0	2550986.0	1323053.0	2624958.0	2544823.0	1767309.0	2528610.0	2667341.0	2622950.0	2001297.0	1806707.0	2497994.0	2406608.0	2394910.0	2601372.0	2556846.0	2601842.0	2303705.0	2603730.0	2630450.0	1610227.0	2419268.0	2556579.0	1987158.0	2563352.0	1725047.0	2634060.0	2188509.0	2525564.0	2681978.0	2622918.0	2541535.0	1888863.0	2602347.0	2345206.0	2713220.0	2506407.0	2629054.0	3166447.0	2391790.0	2614389.0	2564528.0
QinJ_2012__CON-110__bin.27	2407053.0	2530060.0	2509070.0	2401606.0	2473876.0	2453202.0	2498250.0	2508276.0	2422515.0	1343074.0	2528989.0	2481633.0	1782716.0	2458733.0	2546318.0	2476623.0	2010307.0	1815586.0	2378576.0	2311043.0	2370486.0	2507906.0	2460559.0	2544010.0	2317571.0	2429146.0	2466664.0	1653484.0	2389126.0	2460977.0	1995018.0	2502136.0	1727348.0	2519585.0	2208636.0	2451345.0	2518337.0	2507508.0	2489369.0	1893104.0	2493647.0	2333346.0	2530903.0	2486654.0	2530475.0	2391790.0	3137988.0	2507322.0	2453406.0
RampelliS_2015__H4__bin.33	2548627.0	2766853.0	2689232.0	2636788.0	2729077.0	2662690.0	2706052.0	2691450.0	2611175.0	1369337.0	2730283.0	2729729.0	1897070.0	2647602.0	2827099.0	2700366.0	2143010.0	1901210.0	2559522.0	2505447.0	2476248.0	2749592.0	2658094.0	2713176.0	2417595.0	2646040.0	2718810.0	1709733.0	2546121.0	2645322.0	2061919.0	2703414.0	1783517.0	2767246.0	2297411.0	2685089.0	2785939.0	2730020.0	2690427.0	1957000.0	2743243.0	2460282.0	2782319.0	2642399.0	2733223.0	2614389.0	2507322.0	3522637.0	2656862.0
CosteaPI_2017__SID713A057-11-90-0__bin.64	2492385.0	2621938.0	2610073.0	2593189.0	2664895.0	2579331.0	2601177.0	2607507.0	2594877.0	1352913.0	2674164.0	2591813.0	1812522.0	2590013.0	2705976.0	2636153.0	2058009.0	1864587.0	2559660.0	2452021.0	2441148.0	2593824.0	2555132.0	2619583.0	2386302.0	2592125.0	2653661.0	1689904.0	2463875.0	2586450.0	2011548.0	2597266.0	1774872.0	2636022.0	2238333.0	2562633.0	2712673.0	2623006.0	2532644.0	1946007.0	2620128.0	2387016.0	2691703.0	2571112.0	2644606.0	2564528.0	2453406.0	2656862.0	3213134.0
