	XieH_2016__YSZC12003_37584__bin.36	RaymondF_2016__P1E0__bin.6	FengQ_2015__SID530623__bin.65	LiJ_2014__MH0339__bin.38	HMP_2012__SRS042628__bin.32	XieH_2016__YSZC12003_36453__bin.3	LiJ_2017__H3M517925__bin.17	ZeeviD_2015__PNP_Main_750__bin.36	XieH_2016__YSZC12003_37265R1__bin.27	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.81	XieH_2016__YSZC12003_35733__bin.124	LiJ_2017__H1M513729__bin.13	QinJ_2012__NOF008__bin.29	YuJ_2015__SZAXPI015264-87__bin.26	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.52	ZeeviD_2015__PNP_Main_527__bin.29	ZeeviD_2015__PNP_Main_632__bin.39	LeChatelierE_2013__MH0197__bin.43	HMP_2012__SRS011134__bin.14	LiuW_2016__SRR3993016__bin.24	ZeeviD_2015__PNP_Main_701__bin.12	CosteaPI_2017__SID713B061-11-0-0__bin.34	VincentC_2016__MM037.1__bin.8	XieH_2016__YSZC12003_37314__bin.79	ZellerG_2014__CCIS20795251ST-4-0__bin.46	KarlssonFH_2013__S195__bin.33	XieH_2016__YSZC12003_36011__bin.52	RaymondF_2016__P13E90__bin.36	ZellerG_2014__CCMD72895164ST-21-0__bin.36	LiJ_2014__V1.FI28__bin.87	XieH_2016__YSZC12003_35999__bin.12	ZeeviD_2015__PNP_Validation_13__bin.40	XieH_2016__YSZC12003_35549__bin.24	KarlssonFH_2013__S488__bin.33	ZellerG_2014__CCMD87156761ST-21-0__bin.36	XieH_2016__YSZC12003_37330__bin.31	BackhedF_2015__SID105_M__bin.46	VincentC_2016__MM050.3__bin.10	Bengtsson-PalmeJ_2015__TRAVELRES63__bin.107	LiJ_2014__MH0399__bin.56	KarlssonFH_2013__S424__bin.7	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.2	LouisS_2016__AS50_6__bin.20	ZeeviD_2015__PNP_Main_58__bin.47	BritoIL_2016__WL.11.ST__bin.9	NielsenHB_2014__O2_UC44_2__bin.7	VincentC_2016__MM050.4__bin.29	RaymondF_2016__P13E0__bin.35	XieH_2016__YSZC12003_35837__bin.36
VincentC_2016__MM050.3__bin.10	1148315.0	1137292.0	1017188.0	748709.0	1179320.0	1130655.0	1116237.0	1187115.0	1206570.0	1165207.0	1123882.0	1181986.0	1060121.0	1115927.0	1192041.0	1206267.0	1222892.0	1129434.0	1062059.0	1114349.0	1120644.0	848116.0	1120371.0	1188313.0	1133182.0	1201713.0	1171253.0	1191784.0	1014617.0	1087783.0	1180849.0	1185777.0	1073351.0	1098045.0	835648.0	1151186.0	577556.0	1291326.0	1034996.0	1125079.0	1229412.0	1005390.0	1131627.0	831810.0	1014229.0	979282.0	1165956.0	1195923.0	1215538.0
Bengtsson-PalmeJ_2015__TRAVELRES63__bin.107	1478715.0	1435500.0	1320977.0	997724.0	1484507.0	1445209.0	1418140.0	1505541.0	1513692.0	1524099.0	1446913.0	1538864.0	1386628.0	1435923.0	1496623.0	1586132.0	1520934.0	1460747.0	1296708.0	1417994.0	1425384.0	1084972.0	1384192.0	1495691.0	1419158.0	1489718.0	1532167.0	1531446.0	1281178.0	1425882.0	1472917.0	1523925.0	1374571.0	1399229.0	1085389.0	1468043.0	713554.0	1034996.0	1749601.0	1414969.0	1530694.0	1359639.0	1419793.0	1013231.0	1286091.0	1291599.0	1462577.0	1551115.0	1540255.0
LiJ_2014__MH0399__bin.56	1612900.0	1586841.0	1423740.0	1030782.0	1636207.0	1565576.0	1495996.0	1678187.0	1725316.0	1620690.0	1549196.0	1629888.0	1433329.0	1513654.0	1695508.0	1671951.0	1745095.0	1565232.0	1427852.0	1535860.0	1572378.0	1149732.0	1519553.0	1687389.0	1575987.0	1727170.0	1623843.0	1663850.0	1414392.0	1546946.0	1660276.0	1657433.0	1474011.0	1523091.0	1085503.0	1655585.0	777042.0	1125079.0	1414969.0	1887691.0	1767938.0	1358025.0	1569941.0	1106500.0	1341462.0	1329559.0	1611532.0	1665423.0	1734904.0
KarlssonFH_2013__S424__bin.7	1798185.0	1724359.0	1601690.0	1120524.0	1851819.0	1677749.0	1692295.0	1890166.0	1981304.0	1786784.0	1694438.0	1828944.0	1574616.0	1651353.0	1926012.0	1876202.0	2033599.0	1755458.0	1548406.0	1666820.0	1830491.0	1268868.0	1644741.0	1965357.0	1790320.0	2050540.0	1829514.0	1846965.0	1540153.0	1711619.0	1883678.0	1835898.0	1605818.0	1658286.0	1178009.0	1923387.0	861979.0	1229412.0	1530694.0	1767938.0	2311232.0	1491081.0	1727634.0	1184891.0	1457653.0	1456888.0	1783865.0	1857323.0	2030506.0
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.2	1441558.0	1483010.0	1301472.0	1022212.0	1479757.0	1401275.0	1375293.0	1452495.0	1469554.0	1449220.0	1404782.0	1486596.0	1329818.0	1407589.0	1454165.0	1511098.0	1486424.0	1445915.0	1290241.0	1399104.0	1371058.0	1042942.0	1338905.0	1456078.0	1408805.0	1452938.0	1473948.0	1476409.0	1243056.0	1376569.0	1447011.0	1522226.0	1302281.0	1378739.0	1028672.0	1439478.0	740089.0	1005390.0	1359639.0	1358025.0	1491081.0	1636811.0	1377401.0	1001893.0	1239410.0	1291787.0	1406917.0	1508985.0	1491392.0
LouisS_2016__AS50_6__bin.20	1615740.0	1554896.0	1419968.0	1052400.0	1604556.0	1548552.0	1516658.0	1647870.0	1699362.0	1614456.0	1525436.0	1626290.0	1446326.0	1528184.0	1699533.0	1647520.0	1690250.0	1570827.0	1435231.0	1518817.0	1556459.0	1158523.0	1511778.0	1653911.0	1582777.0	1668140.0	1651570.0	1666609.0	1397784.0	1547216.0	1688445.0	1640268.0	1476162.0	1529714.0	1113696.0	1636544.0	803875.0	1131627.0	1419793.0	1569941.0	1727634.0	1377401.0	1875150.0	1090791.0	1342620.0	1343991.0	1571702.0	1674388.0	1728898.0
ZeeviD_2015__PNP_Main_58__bin.47	1162327.0	1133107.0	1013938.0	781354.0	1183321.0	1089018.0	1099803.0	1147378.0	1160592.0	1179835.0	1092002.0	1189967.0	1053739.0	1084511.0	1160671.0	1210244.0	1182468.0	1114702.0	1023818.0	1091496.0	1094946.0	879763.0	1056935.0	1153371.0	1098064.0	1150386.0	1158951.0	1177631.0	992218.0	1094715.0	1142656.0	1162122.0	1001276.0	1067720.0	772784.0	1118489.0	604982.0	831810.0	1013231.0	1106500.0	1184891.0	1001893.0	1090791.0	1296506.0	994632.0	970528.0	1120802.0	1188456.0	1183591.0
BritoIL_2016__WL.11.ST__bin.9	1409469.0	1383743.0	1233295.0	924517.0	1440145.0	1357450.0	1359471.0	1423272.0	1446181.0	1438683.0	1362091.0	1460462.0	1306303.0	1372153.0	1427253.0	1505691.0	1455929.0	1383134.0	1259204.0	1368935.0	1354880.0	1044425.0	1328797.0	1425285.0	1359791.0	1425676.0	1466521.0	1476431.0	1254742.0	1324424.0	1398891.0	1461968.0	1268140.0	1352063.0	1022042.0	1392832.0	688204.0	1014229.0	1286091.0	1341462.0	1457653.0	1239410.0	1342620.0	994632.0	1574878.0	1218427.0	1386406.0	1493829.0	1457044.0
NielsenHB_2014__O2_UC44_2__bin.7	1399273.0	1396188.0	1282766.0	1012408.0	1431640.0	1357821.0	1328896.0	1430664.0	1426995.0	1401145.0	1421207.0	1440042.0	1366550.0	1379649.0	1429114.0	1466904.0	1455187.0	1402987.0	1319679.0	1341438.0	1345593.0	1046655.0	1317285.0	1426458.0	1412720.0	1418506.0	1442258.0	1443133.0	1203485.0	1335688.0	1409172.0	1465095.0	1252123.0	1338953.0	1028611.0	1403736.0	736604.0	979282.0	1291599.0	1329559.0	1456888.0	1291787.0	1343991.0	970528.0	1218427.0	1647145.0	1363035.0	1464719.0	1450425.0
VincentC_2016__MM050.4__bin.29	1629106.0	1599355.0	1448764.0	1061727.0	1684515.0	1602828.0	1558632.0	1700700.0	1726362.0	1664037.0	1591102.0	1685968.0	1481479.0	1568530.0	1721855.0	1717215.0	1786388.0	1616040.0	1455709.0	1571145.0	1613125.0	1188445.0	1551092.0	1717627.0	1629409.0	1721091.0	1673462.0	1700863.0	1449294.0	1542406.0	1691847.0	1687796.0	1518954.0	1556923.0	1122084.0	1662689.0	793844.0	1165956.0	1462577.0	1611532.0	1783865.0	1406917.0	1571702.0	1120802.0	1386406.0	1363035.0	1877613.0	1706953.0	1742693.0
RaymondF_2016__P13E0__bin.35	1783318.0	1713856.0	1531713.0	1123759.0	1787067.0	1664237.0	1682510.0	1782385.0	1851908.0	1799939.0	1703232.0	1820105.0	1576186.0	1663354.0	1844934.0	1886801.0	1864342.0	1744956.0	1526145.0	1675795.0	1681514.0	1270225.0	1616442.0	1818694.0	1674574.0	1798006.0	1932065.0	2053923.0	1560858.0	1682744.0	1794746.0	1818829.0	1549970.0	1640009.0	1173111.0	1732950.0	843887.0	1195923.0	1551115.0	1665423.0	1857323.0	1508985.0	1674388.0	1188456.0	1493829.0	1464719.0	1706953.0	2175133.0	1864265.0
XieH_2016__YSZC12003_35837__bin.36	1748731.0	1704518.0	1593287.0	1111927.0	1828079.0	1659101.0	1659840.0	1841865.0	1920952.0	1791164.0	1680033.0	1805802.0	1577625.0	1649611.0	1924889.0	1870278.0	1977928.0	1723553.0	1546293.0	1654103.0	1803225.0	1264323.0	1645024.0	1945152.0	1726385.0	1927588.0	1834825.0	1853701.0	1544706.0	1696971.0	1872412.0	1819768.0	1572904.0	1650576.0	1169367.0	1857122.0	852406.0	1215538.0	1540255.0	1734904.0	2030506.0	1491392.0	1728898.0	1183591.0	1457044.0	1450425.0	1742693.0	1864265.0	2223741.0
