	HMP_2012__SRS022143__bin.6	HMP_2012__SRS015057__bin.68	HMP_2012__SRS051791__bin.48	HMP_2012__SRS015893__bin.63	HMP_2012__SRS016342__bin.32	HMP_2012__SRS018591__bin.18	Castro-NallarE_2015__ES_116__bin.6	HMP_2012__SRS064423__bin.23	HMP_2012__SRS047824__bin.33	HMP_2012__SRS023352__bin.16	HMP_2012__SRS019027__bin.31	Castro-NallarE_2015__ES_114__bin.10	HMP_2012__SRS020334__bin.42	HMP_2012__SRS015209__bin.39	HMP_2012__SRS048411__bin.61	HMP_2012__SRS053854__bin.49	HMP_2012__SRS014470__bin.76	HMP_2012__SRS019219__bin.12	HMP_2012__SRS045715__bin.22	HMP_2012__SRS018791__bin.9	HMP_2012__SRS053603__bin.33	HMP_2012__SRS013234__bin.31	HMP_2012__SRS024580__bin.33	HMP_2012__SRS065278__bin.62	HMP_2012__SRS015038__bin.5	HMP_2012__SRS019122__bin.29	HMP_2012__SRS064774__bin.72	HMP_2012__SRS017120__bin.38	CM_cf__CF_TNFC017SA_t1M16__bin.13	HMP_2012__SRS015941__bin.23	HMP_2012__SRS044373__bin.19	HMP_2012__SRS057791__bin.78	HMP_2012__SRS024637__bin.6	HMP_2012__SRS017076__bin.33	Castro-NallarE_2015__ES_080__bin.8	HMP_2012__SRS024318__bin.42	HMP_2012__SRS056323__bin.31	HMP_2012__SRS015272__bin.10	HMP_2012__SRS047210__bin.52	HMP_2012__SRS016319__bin.59	HMP_2012__SRS047219__bin.38	HMP_2012__SRS019026__bin.7	HMP_2012__SRS020220__bin.48	QinN_2014__LD-57__bin.28	HMP_2012__SRS048791__bin.19	HMP_2012__SRS019894__bin.4	HMP_2012__SRS018739__bin.9	HMP_2012__SRS014684__bin.47	HMP_2012__SRS042643__bin.19
HMP_2012__SRS016319__bin.59	1231883.0	1470375.0	2228514.0	2080320.0	1549017.0	2199081.0	1987160.0	1579012.0	1653350.0	1567547.0	1820406.0	1018527.0	1700795.0	2232216.0	1947291.0	1994137.0	1581599.0	2060225.0	1702632.0	2223964.0	2147387.0	1840141.0	1795997.0	1598986.0	1634133.0	1514505.0	1758183.0	2062469.0	1839180.0	1713281.0	1614153.0	1663854.0	1784606.0	1956470.0	2100334.0	2112703.0	2151907.0	2135840.0	1808887.0	2804014.0	2159046.0	1906782.0	1294531.0	2149121.0	1957995.0	2049886.0	2088659.0	1973739.0	1630087.0
HMP_2012__SRS047219__bin.38	1256952.0	1438503.0	2117960.0	2110069.0	1522710.0	2098656.0	1956446.0	1564673.0	1655037.0	1550529.0	1843207.0	1005892.0	1669814.0	2136703.0	1906601.0	1953959.0	1514720.0	2053214.0	1674900.0	2159062.0	2078400.0	1787225.0	1723239.0	1592500.0	1624555.0	1483751.0	1691440.0	2004210.0	1811216.0	1730702.0	1601426.0	1728338.0	1793282.0	1973924.0	2056742.0	2056864.0	2146675.0	2134689.0	1838998.0	2159046.0	2588445.0	1934352.0	1272019.0	2071284.0	1928157.0	1991537.0	2167633.0	1972211.0	1602503.0
HMP_2012__SRS019026__bin.7	1147687.0	1371666.0	1909909.0	1840572.0	1419662.0	1873944.0	1739959.0	1449435.0	1483144.0	1449560.0	1809894.0	940596.0	1550401.0	1915539.0	1759595.0	1738796.0	1423309.0	1824117.0	1553672.0	1945663.0	1877337.0	1603156.0	1562599.0	1457557.0	1490436.0	1409604.0	1521260.0	1816034.0	1630540.0	1571104.0	1466067.0	1501916.0	1580177.0	1733850.0	1896699.0	1837465.0	1888361.0	1908161.0	1634637.0	1906782.0	1934352.0	2149333.0	1218757.0	1893096.0	1731593.0	1800710.0	1815808.0	1899798.0	1440372.0
HMP_2012__SRS020220__bin.48	849387.0	989215.0	1293820.0	1253811.0	1023540.0	1288024.0	1174232.0	1018468.0	1070440.0	1066722.0	1138585.0	684237.0	1050124.0	1284813.0	1207834.0	1215870.0	1025938.0	1249119.0	1086945.0	1305209.0	1298714.0	1086528.0	1072251.0	1065640.0	1092064.0	1029385.0	1034943.0	1253803.0	1122733.0	1094191.0	1041278.0	1086197.0	1096846.0	1201968.0	1275562.0	1272894.0	1288148.0	1264505.0	1126067.0	1294531.0	1272019.0	1218757.0	1430385.0	1280387.0	1222816.0	1227375.0	1228243.0	1195185.0	987428.0
QinN_2014__LD-57__bin.28	1211777.0	1508539.0	2191485.0	2060661.0	1545136.0	2150429.0	1893599.0	1547318.0	1622967.0	1545825.0	1793173.0	1019385.0	1703911.0	2180350.0	1897461.0	1947938.0	1625813.0	2005267.0	1703531.0	2141863.0	2061458.0	1766895.0	1699032.0	1567070.0	1577642.0	1514793.0	1733402.0	1988599.0	1836571.0	1690969.0	1598980.0	1617118.0	1794511.0	1929133.0	2100541.0	2059752.0	2129433.0	2055121.0	1791138.0	2149121.0	2071284.0	1893096.0	1280387.0	2571408.0	1884089.0	1983963.0	2005401.0	1976011.0	1597480.0
HMP_2012__SRS048791__bin.19	1333139.0	1386921.0	1975313.0	1870828.0	1529855.0	2002710.0	1790860.0	1483674.0	1585334.0	1465770.0	1650163.0	955848.0	1569461.0	1980655.0	1761477.0	1801488.0	1430385.0	1880538.0	1550814.0	1994223.0	1991750.0	1620199.0	1580111.0	1491361.0	1534599.0	1477758.0	1612373.0	1879411.0	1645322.0	1604726.0	1532308.0	1552580.0	1627651.0	1789736.0	1894532.0	1872386.0	1915992.0	1898987.0	1643628.0	1957995.0	1928157.0	1731593.0	1222816.0	1884089.0	2343020.0	1835366.0	1892878.0	1771053.0	1527991.0
HMP_2012__SRS019894__bin.4	1191772.0	1401559.0	2049036.0	1980873.0	1497240.0	2007838.0	1853332.0	1498932.0	1544766.0	1464130.0	1749538.0	994777.0	1609211.0	2059132.0	1796599.0	1938839.0	1478872.0	1942952.0	1606538.0	2084417.0	2012223.0	1690499.0	1677546.0	1514714.0	1588772.0	1448495.0	1635753.0	1902819.0	1695452.0	1647481.0	1491169.0	1588160.0	1709298.0	1863388.0	1988069.0	1990118.0	2025606.0	2016963.0	1720980.0	2049886.0	1991537.0	1800710.0	1227375.0	1983963.0	1835366.0	2398887.0	1953468.0	1882093.0	1552752.0
HMP_2012__SRS018739__bin.9	1228405.0	1402313.0	2059086.0	2074995.0	1498625.0	2031055.0	1892920.0	1498760.0	1628381.0	1511497.0	1733132.0	972627.0	1613395.0	2098937.0	1813981.0	1965376.0	1466341.0	2004776.0	1630008.0	2081744.0	2060518.0	1778732.0	1703013.0	1519285.0	1615457.0	1456762.0	1644396.0	1972400.0	1786282.0	1652701.0	1529329.0	1660349.0	1740247.0	1912818.0	1959800.0	2018819.0	2126766.0	2017644.0	1769904.0	2088659.0	2167633.0	1815808.0	1228243.0	2005401.0	1892878.0	1953468.0	2616350.0	1886278.0	1584306.0
HMP_2012__SRS014684__bin.47	1147107.0	1355997.0	2002207.0	1916766.0	1422269.0	1961360.0	1765090.0	1452325.0	1484016.0	1430386.0	1861924.0	937537.0	1570090.0	1984983.0	1757859.0	1798026.0	1420029.0	1867529.0	1561414.0	1996579.0	1937894.0	1662100.0	1599051.0	1446414.0	1498325.0	1407089.0	1560466.0	1820174.0	1671455.0	1568282.0	1454866.0	1528621.0	1670605.0	1821787.0	1957410.0	1884803.0	1961058.0	1955583.0	1667624.0	1973739.0	1972211.0	1899798.0	1195185.0	1976011.0	1771053.0	1882093.0	1886278.0	2337552.0	1491141.0
HMP_2012__SRS042643__bin.19	1030266.0	1150417.0	1603516.0	1558724.0	1238707.0	1592354.0	1478204.0	1181539.0	1292246.0	1220808.0	1377168.0	816430.0	1295745.0	1617852.0	1457194.0	1510261.0	1204261.0	1546871.0	1325942.0	1858848.0	1673339.0	1387228.0	1335709.0	1236814.0	1276788.0	1208665.0	1314506.0	1519982.0	1389299.0	1328277.0	1226108.0	1317754.0	1374423.0	1490582.0	1555514.0	1597505.0	1597917.0	1643005.0	1387360.0	1630087.0	1602503.0	1440372.0	987428.0	1597480.0	1527991.0	1552752.0	1584306.0	1491141.0	2118879.0
