	CosteaPI_2017__SID713A009-11-0-0__bin.16	SchirmerM_2016__G89044__bin.4	SchirmerM_2016__G89143__bin.4	CosteaPI_2017__SID713B057-11-0-0__bin.39	SchirmerM_2016__G88897__bin.16	Bengtsson-PalmeJ_2015__TRAVELRES69__bin.38	SchirmerM_2016__G88764__bin.6	SchirmerM_2016__G89117__bin.3	CosteaPI_2017__SID713B057-11-90-0__bin.8	VatanenT_2016__G80359__bin.8	BackhedF_2015__SID585_M__bin.18	SchirmerM_2016__G89030__bin.18	VatanenT_2016__G80275__bin.17	SchirmerM_2016__G88846__bin.7	Bengtsson-PalmeJ_2015__TRAVELRES50__bin.70	Bengtsson-PalmeJ_2015__TRAVELRES55__bin.73	SchirmerM_2016__G88773__bin.12	SchirmerM_2016__G88815__bin.6	SchirmerM_2016__G89101__bin.11	FengQ_2015__SID530450__bin.38	VatanenT_2016__G78575__bin.8	VogtmannE_2016__MMRS51307502ST-27-0-0__bin.56	SchirmerM_2016__G89185__bin.12	Bengtsson-PalmeJ_2015__TRAVELRES70__bin.46	SchirmerM_2016__G88953__bin.3	SchirmerM_2016__G88944__bin.14	VatanenT_2016__G80343__bin.18	VatanenT_2016__G78719__bin.3	SchirmerM_2016__G88814__bin.17	LiJ_2014__MH0355__bin.77	SchirmerM_2016__G89274__bin.5	LiSS_2016__FAT_017-22-42-0__bin.2	LiJ_2014__MH0381__bin.39	CosteaPI_2017__SID713A009-11-90-0__bin.46	VatanenT_2016__G80381__bin.16	ZeeviD_2015__PNP_Main_449__bin.35	ZeeviD_2015__PNP_Main_503__bin.3	CosteaPI_2017__SID713B020-11-0-0__bin.53	SchirmerM_2016__G88738__bin.15	VatanenT_2016__G80350__bin.11	KosticAD_2015__PRJNA231909.3113044__bin.7	KarlssonFH_2013__S193__bin.44	VatanenT_2016__G78624__bin.5	VatanenT_2016__G78880__bin.3	KosticAD_2015__PRJNA231909.3110086__bin.29	SchirmerM_2016__G89113__bin.14	SchirmerM_2016__G88829__bin.2	XieH_2016__YSZC12003_37583__bin.43
SchirmerM_2016__G88738__bin.15	1799368.0	1728900.0	1661920.0	1314089.0	1196026.0	1616986.0	1715794.0	1461850.0	1337791.0	977365.0	1733875.0	1623157.0	1626725.0	1616975.0	1637681.0	1541904.0	1738455.0	1583448.0	1817936.0	1466498.0	1788184.0	1759225.0	1784269.0	1760384.0	1806731.0	1671305.0	1786202.0	1707233.0	1770017.0	1729412.0	1837922.0	1050804.0	1739988.0	1831532.0	1788867.0	1434593.0	1792783.0	1776054.0	1867224.0	1797818.0	1741170.0	1649386.0	1776925.0	1802150.0	1753834.0	1650341.0	1783429.0	1479755.0
VatanenT_2016__G80350__bin.11	2050390.0	1838751.0	1833730.0	1415128.0	1250838.0	1742632.0	1862983.0	1637641.0	1438894.0	1041889.0	1929651.0	1732860.0	1804299.0	1767453.0	1793478.0	1631444.0	1903385.0	1738766.0	2027932.0	1526350.0	1967547.0	1898885.0	1979019.0	1960364.0	2043692.0	1785081.0	2037547.0	1847981.0	1925965.0	1867682.0	2057764.0	1109913.0	1883513.0	2078832.0	1924545.0	1533912.0	2008864.0	2009113.0	1797818.0	2101496.0	1871780.0	1782542.0	1928055.0	2039363.0	1961585.0	1842850.0	2032368.0	1571588.0
KosticAD_2015__PRJNA231909.3113044__bin.7	1894872.0	1786179.0	1721655.0	1372028.0	1216119.0	1688281.0	1758790.0	1520804.0	1391577.0	990030.0	1801593.0	1684072.0	1698850.0	1673868.0	1653787.0	1604708.0	1810836.0	1644355.0	1865964.0	1488415.0	1866475.0	1851102.0	1823401.0	1834747.0	1876534.0	1720766.0	1859756.0	1771957.0	1815997.0	1792384.0	1892366.0	1069874.0	1789219.0	1911567.0	1847959.0	1489239.0	1857201.0	1865717.0	1741170.0	1871780.0	1935984.0	1726392.0	1821986.0	1882208.0	1848068.0	1707372.0	1853110.0	1524614.0
KarlssonFH_2013__S193__bin.44	1860156.0	1692407.0	1625112.0	1316825.0	1191283.0	1807945.0	1751911.0	1437127.0	1332342.0	951793.0	1735141.0	1665117.0	1757818.0	1660585.0	1638737.0	1573902.0	1741571.0	1561006.0	1821952.0	1450422.0	1759908.0	1794710.0	1793100.0	1820163.0	1809402.0	1741984.0	1837182.0	1683543.0	1808281.0	1820659.0	1864905.0	1033576.0	1725531.0	1890431.0	1729296.0	1435884.0	1795887.0	1780353.0	1649386.0	1782542.0	1726392.0	1912169.0	1763309.0	1833558.0	1724966.0	1642505.0	1831109.0	1559054.0
VatanenT_2016__G78624__bin.5	1931469.0	1796534.0	1740884.0	1372624.0	1213656.0	1747710.0	1869886.0	1539102.0	1387589.0	1003113.0	1882011.0	1712979.0	1733833.0	1710106.0	1777861.0	1611606.0	1831047.0	1651544.0	1939488.0	1504067.0	1917919.0	1813543.0	1892780.0	1888122.0	1930641.0	1749455.0	1907512.0	1784800.0	1931113.0	1863608.0	1939637.0	1081191.0	1880543.0	1974692.0	1896261.0	1505669.0	1962024.0	1911375.0	1776925.0	1928055.0	1821986.0	1763309.0	2003306.0	1987318.0	1863214.0	1730194.0	1915471.0	1573088.0
VatanenT_2016__G78880__bin.3	2128749.0	1860939.0	1853673.0	1430266.0	1270085.0	1798099.0	1911856.0	1665244.0	1442808.0	1043793.0	1987779.0	1726447.0	1781336.0	1779324.0	1869909.0	1644456.0	1939974.0	1764985.0	2153727.0	1545379.0	2006318.0	1928281.0	2012271.0	1971600.0	2120325.0	1819237.0	2057054.0	1868429.0	1989267.0	1913728.0	2118232.0	1113632.0	1927898.0	2176166.0	1944195.0	1541123.0	2089162.0	2061994.0	1802150.0	2039363.0	1882208.0	1833558.0	1987318.0	2275785.0	2002990.0	1873485.0	2100309.0	1627918.0
KosticAD_2015__PRJNA231909.3110086__bin.29	2089872.0	1801812.0	1894708.0	1407721.0	1248211.0	1691294.0	1773978.0	1673753.0	1430730.0	1033295.0	1901728.0	1681184.0	1733055.0	1716730.0	1729971.0	1599202.0	1877148.0	1791383.0	2077749.0	1497497.0	1912403.0	1898810.0	1920964.0	1983740.0	2075903.0	1721655.0	2048510.0	1818449.0	1852688.0	1813617.0	2087111.0	1085025.0	1852881.0	2117005.0	1900624.0	1506216.0	1960376.0	2051914.0	1753834.0	1961585.0	1848068.0	1724966.0	1863214.0	2002990.0	2152862.0	1876058.0	2053984.0	1549138.0
SchirmerM_2016__G89113__bin.14	2021467.0	1688545.0	1811694.0	1290962.0	1200275.0	1597771.0	1707403.0	1613745.0	1310658.0	972267.0	1742636.0	1587303.0	1671016.0	1597610.0	1611770.0	1479116.0	1778969.0	1749140.0	2017079.0	1427196.0	1796156.0	1789082.0	1880962.0	1898300.0	2007952.0	1617288.0	1988160.0	1679587.0	1781324.0	1721987.0	2043010.0	1042888.0	1685955.0	2039094.0	1764970.0	1402506.0	1799020.0	1959898.0	1650341.0	1842850.0	1707372.0	1642505.0	1730194.0	1873485.0	1876058.0	2100876.0	2003199.0	1398394.0
SchirmerM_2016__G88829__bin.2	2235671.0	1835016.0	1970778.0	1406361.0	1285700.0	1790918.0	1943212.0	1745231.0	1431928.0	1035163.0	1963311.0	1746143.0	1836752.0	1760751.0	1830294.0	1606256.0	1954854.0	1874571.0	2247134.0	1525815.0	1978250.0	1942773.0	2072979.0	2114499.0	2241976.0	1759288.0	2188444.0	1832143.0	2008294.0	1893237.0	2260618.0	1123655.0	1859791.0	2302984.0	1926050.0	1515939.0	2018915.0	2134200.0	1783429.0	2032368.0	1853110.0	1831109.0	1915471.0	2100309.0	2053984.0	2003199.0	2382844.0	1553803.0
XieH_2016__YSZC12003_37583__bin.43	1599194.0	1507036.0	1427526.0	1173224.0	1016619.0	1560128.0	1542962.0	1263055.0	1185467.0	841898.0	1522087.0	1465862.0	1533789.0	1487504.0	1466584.0	1385590.0	1506730.0	1347210.0	1570276.0	1278334.0	1570785.0	1567177.0	1525029.0	1571914.0	1574194.0	1560410.0	1552984.0	1495554.0	1584271.0	1586174.0	1590104.0	904922.0	1584565.0	1631875.0	1562078.0	1283637.0	1594961.0	1542270.0	1479755.0	1571588.0	1524614.0	1559054.0	1573088.0	1627918.0	1549138.0	1398394.0	1553803.0	1650793.0
