query	target	avg_jacc_sim	jacc_SD	num_shared_SCPs	poss_shared_SCPs	AAI_estimate
e_coli_K12	GCF_000468955.1_ASM46895v1_genomic.fna	0.0417	N/A	76	78	39.4
e_coli_K12	GCF_000470775.1_ASM47077v1_genomic.fna	0.0406	N/A	76	77	39.23
e_coli_K12	GCF_000471025.2_ASM47102v2_genomic.fna	0.0298	N/A	71	73	37.45
e_coli_K12	GCF_000473245.1_ASM47324v1_genomic.fna	0.0467	N/A	75	77	40.09
e_coli_K12	GCF_000473995.1_ASM47399v1_genomic.fna	0.0421	N/A	77	80	39.46
e_coli_K12	GCF_000477415.1_ASM47741v1_genomic.fna	0.0158	N/A	51	51	34.21
e_coli_K12	GCF_000477435.1_ASM47743v1_genomic.fna	0.072	N/A	72	73	43.04
e_coli_K12	GCF_000478885.1_ASM47888v1_genomic.fna	0.0436	N/A	74	75	39.67
e_coli_K12	GCF_000484535.1_ASM48453v1_genomic.fna	0.0376	N/A	76	78	38.78
e_coli_K12	GCF_000485905.1_ASM48590v1_genomic.fna	0.1027	N/A	77	78	45.83
e_coli_K12	GCF_000494755.1_ASM49475v1_genomic.fna	0.039	N/A	77	78	38.99
e_coli_K12	GCF_000496595.1_ASM49659v1_genomic.fna	0.0323	N/A	77	78	37.9
e_coli_K12	GCF_000497425.1_S.niveus_v1_genomic.fna	0.0414	N/A	76	78	39.35
e_coli_K12	GCF_000497445.1_S.roseochromogenes_v1_genomic.fna	0.0421	N/A	76	80	39.46
e_coli_K12	GCF_000498975.2_ASM49897v2_genomic.fna	0.1507	N/A	78	79	49.36
e_coli_K12	GCF_000499665.2_RMONA_1_genomic.fna	0.0331	N/A	70	71	38.04
e_coli_K12	GCF_000500935.1_ASM50093v1_genomic.fna	0.0308	N/A	65	65	37.62
e_coli_K12	GCF_000503895.1_ASM50389v1_genomic.fna	0.0501	N/A	77	78	40.54
e_coli_K12	GCF_000504085.1_ASM50408v1_genomic.fna	0.0304	N/A	74	78	37.55
e_coli_K12	GCF_000504105.1_ASM50410v1_genomic.fna	0.0315	N/A	71	79	37.75
e_coli_K12	GCF_000504585.2_ASM50458v2_genomic.fna	0.0943	N/A	77	78	45.12
e_coli_K12	GCF_000505725.1_ASM50572v1_genomic.fna	0.1008	N/A	77	77	45.67
e_coli_K12	GCF_000507245.1_ASM50724v1_genomic.fna	0.0392	N/A	74	77	39.02
e_coli_K12	GCF_000508225.1_ASM50822v1_genomic.fna	0.0289	N/A	74	75	37.28
e_coli_K12	GCF_000508245.1_ASM50824v1_genomic.fna	0.017	N/A	50	50	34.57
e_coli_K12	GCF_000511305.1_ASM51130v1_genomic.fna	0.041	N/A	76	78	39.29
e_coli_K12	GCF_000511355.1_ASM51135v1_genomic.fna	0.0514	N/A	77	78	40.71
e_coli_K12	GCF_000512145.1_ASM51214v2_genomic.fna	0.0324	N/A	68	72	37.92
e_coli_K12	GCF_000512205.2_ASM51220v2_genomic.fna	0.0545	N/A	77	78	41.1
e_coli_K12	GCF_000512735.1_ASM51273v1_genomic.fna	0.0325	N/A	73	75	37.93
e_coli_K12	GCF_000512915.1_ASM51291v1_genomic.fna	0.0363	N/A	76	76	38.56
e_coli_K12	GCF_000513295.1_MGMSRv2_genomic.fna	0.0568	N/A	75	76	41.37
e_coli_K12	GCF_000513475.1_Bbla_genomic.fna	0.0261	N/A	67	68	36.74
e_coli_K12	GCF_000517305.1_ASM51730v1_genomic.fna	0.1459	N/A	77	78	49.03
e_coli_K12	GCF_000517365.1_ASM51736v1_genomic.fna	0.0295	N/A	66	66	37.39
e_coli_K12	GCF_000517405.1_ASM51740v1_genomic.fna	0.4513	N/A	78	78	65.32
e_coli_K12	GCF_000517425.1_ASM51742v1_genomic.fna	0.4699	N/A	77	77	66.24
e_coli_K12	GCF_000520015.2_ASM52001v2_genomic.fna	0.5235	N/A	80	80	68.94
e_coli_K12	GCF_000521505.1_ASM52150v1_genomic.fna	0.0886	N/A	78	80	44.63
e_coli_K12	GCF_000521695.1_ASM52169v1_genomic.fna	0.2908	N/A	78	79	57.35
e_coli_K12	GCF_000521725.1_ASM52172v1_genomic.fna	0.2871	N/A	78	78	57.17
e_coli_K12	GCF_000522545.2_ASM52254v2_genomic.fna	0.0941	N/A	77	79	45.1
e_coli_K12	GCF_000522985.1_ASM52298v1_genomic.fna	0.037	N/A	43	43	38.68
e_coli_K12	GCF_000524555.1_ASM52455v1_genomic.fna	0.0245	N/A	62	62	36.4
e_coli_K12	GCF_000525635.1_ASM52563v1_genomic.fna	0.029	N/A	36	38	37.3
e_coli_K12	GCF_000530755.1_W_O_volvulus_Cameroon_v3_genomic.fna	0.028	N/A	70	71	37.1
e_coli_K12	GCF_000550785.1_ASM55078v1_genomic.fna	0.0416	N/A	76	77	39.38
e_coli_K12	GCF_000550805.1_ASM55080v1_genomic.fna	0.0411	N/A	77	80	39.3
e_coli_K12	GCF_000565175.1_ASM56517v1_genomic.fna	0.0296	N/A	66	67	37.42
e_coli_K12	GCF_000565215.1_ASM56521v1_genomic.fna	0.0296	N/A	65	65	37.41
e_coli_K12	GCF_000568815.1_ASM56881v1_genomic.fna	0.0391	N/A	75	76	39.01
e_coli_K12	GCF_000576555.1_ASM57655v1_genomic.fna	0.0365	N/A	77	80	38.59
e_coli_K12	GCF_000577275.2_LPU83_genomic.fna	0.0529	N/A	77	79	40.91
e_coli_K12	GCF_000577895.1_M2_40_genomic.fna	0.0449	N/A	76	80	39.85
e_coli_K12	GCF_000582515.1_ASM58251v1_genomic.fna	0.496	N/A	79	79	67.54
e_coli_K12	GCF_000582535.1_ASM58253v1_genomic.fna	0.0217	N/A	58	58	35.78
e_coli_K12	GCF_000583855.1_ASM58385v1_genomic.fna	0.0504	N/A	77	78	40.59
e_coli_K12	GCF_000590555.1_ASM59055v1_genomic.fna	0.0402	N/A	76	77	39.17
e_coli_K12	GCF_000590795.1_ASM59079v1_genomic.fna	0.0553	N/A	77	78	41.19
e_coli_K12	GCF_000590925.1_ASM59092v1_genomic.fna	0.0485	N/A	77	78	40.34
e_coli_K12	GCF_000597865.1_ASM59786v1_genomic.fna	0.0399	N/A	78	80	39.13
e_coli_K12	GCF_000599985.1_ASM59998v1_genomic.fna	0.3287	N/A	79	79	59.28
e_coli_K12	GCF_000600005.1_ASM60000v1_genomic.fna	0.1007	N/A	79	79	45.67
e_coli_K12	GCF_000600105.1_ASM60010v1_genomic.fna	0.0454	N/A	76	77	39.92
e_coli_K12	GCF_000612055.1_ASM61205v1_genomic.fna	0.0376	N/A	76	76	38.77
e_coli_K12	GCF_000612505.1_ASM61250v1_genomic.fna	0.0475	N/A	78	80	40.2
e_coli_K12	GCF_000612685.1_scf7180000000004_genomic.fna	0.09	N/A	77	78	44.74
e_coli_K12	GCF_000612965.1_PRJEB4971_assembly_1_genomic.fna	0.0502	N/A	77	78	40.56
e_coli_K12	GCF_000619905.2_ASM61990v2_genomic.fna	0.0948	N/A	76	77	45.17
e_coli_K12	GCF_000626675.1_ASM62667v1_genomic.fna	0.0392	N/A	76	78	39.02
e_coli_K12	GCF_000632965.1_ASM63296v1_genomic.fna	0.0289	N/A	74	75	37.27
e_coli_K12	GCF_000632985.1_ASM63298v1_genomic.fna	0.0259	N/A	71	71	36.69
e_coli_K12	GCF_000661955.1_ASM66195v1_genomic.fna	0.0946	N/A	79	80	45.15
e_coli_K12	GCF_000689395.1_Ectocarpus_siliculous_Es32_genome_assembly_V1_genomic.fna	0.0504	N/A	75	76	40.59
e_coli_K12	GCF_000691605.1_ASM69160v1_genomic.fna	0.0419	N/A	73	75	39.42
e_coli_K12	GCF_000695095.2_ASM69509v2_genomic.fna	0.0399	N/A	76	77	39.13
e_coli_K12	GCF_000696345.2_ASM69634v2_genomic.fna	0.1479	N/A	79	80	49.17
e_coli_K12	GCF_000696675.2_ASM69667v2_genomic.fna	0.0412	N/A	77	80	39.32
e_coli_K12	GCF_000697965.2_ASM69796v2_genomic.fna	0.054	N/A	77	79	41.03
e_coli_K12	GCF_000699505.1_ASM69950v1_genomic.fna	0.0372	N/A	76	78	38.71
e_coli_K12	GCF_000706765.1_ASM70676v1_genomic.fna	0.0366	N/A	76	77	38.61
e_coli_K12	GCF_000709415.1_ASM70941v1_genomic.fna	0.0427	N/A	77	79	39.54
e_coli_K12	GCF_000709555.1_ASM70955v1_genomic.fna	0.0303	N/A	56	56	37.53
e_coli_K12	GCF_000723165.1_JAG1_genomic.fna	0.0905	N/A	76	77	44.79
e_coli_K12	GCF_000723205.1_FAGA1_genomic.fna	0.0346	N/A	75	77	38.29
e_coli_K12	GCF_000723465.1_Rb803_genomic.fna	0.0385	N/A	76	80	38.92
e_coli_K12	GCF_000724605.1_ASM72460v1_genomic.fna	0.0369	N/A	73	74	38.67
e_coli_K12	GCF_000724625.1_ASM72462v1_genomic.fna	0.0354	N/A	72	74	38.42
e_coli_K12	GCF_000724775.3_ASM72477v3_genomic.fna	0.0451	N/A	77	79	39.88
e_coli_K12	GCF_000725365.1_ASM72536v1_genomic.fna	0.0476	N/A	76	77	40.22
e_coli_K12	GCF_000725405.1_ASM72540v1_genomic.fna	0.0389	N/A	76	78	38.97
e_coli_K12	GCF_000730165.1_ASM73016v2_genomic.fna	0.0596	N/A	77	78	41.7
e_coli_K12	GCF_000730385.1_ASM73038v1_genomic.fna	0.2099	N/A	77	79	52.99
e_coli_K12	GCF_000731315.1_RG540_Ch_pA_genomic.fna	0.0543	N/A	76	78	41.07
e_coli_K12	GCF_000732925.1_ASM73292v1_genomic.fna	0.0427	N/A	77	79	39.54
e_coli_K12	GCF_000732945.1_ASM73294v1_genomic.fna	0.039	N/A	76	78	38.99
e_coli_K12	GCF_000733715.2_ASM73371v2_genomic.fna	0.1496	N/A	78	79	49.28
e_coli_K12	GCF_000734015.1_ASM73401v1_genomic.fna	0.0437	N/A	77	80	39.68
e_coli_K12	GCF_000736415.1_ASM73641v1_genomic.fna	0.0365	N/A	76	78	38.6
e_coli_K12	GCF_000737325.1_ASM73732v2_genomic.fna	0.0471	N/A	79	80	40.15
e_coli_K12	GCF_000737865.1_ASM73786v1_genomic.fna	0.0365	N/A	76	77	38.61
e_coli_K12	GCF_000738435.1_ASM73843v1_genomic.fna	0.0519	N/A	77	78	40.77
e_coli_K12	GCF_000739435.1_ASM73943v1_genomic.fna	0.2947	N/A	78	78	57.56
e_coli_K12	GCF_000740965.1_ASM74096v1_genomic.fna	0.5135	N/A	80	80	68.42
e_coli_K12	GCF_000741005.1_ASM74100v1_genomic.fna	0.0319	N/A	66	70	37.82
e_coli_K12	GCF_000742675.1_ASM74267v1_genomic.fna	0.047	N/A	76	78	40.13
e_coli_K12	GCF_000742835.1_ASM74283v1_genomic.fna	0.0496	N/A	75	75	40.48
e_coli_K12	GCF_000743945.1_ASM74394v1_genomic.fna	0.0898	N/A	76	77	44.73
e_coli_K12	GCF_000746025.2_ASM74602v2_genomic.fna	0.0503	N/A	77	79	40.57
e_coli_K12	GCF_000747315.1_ASM74731v1_genomic.fna	0.0404	N/A	75	77	39.2
e_coli_K12	GCF_000755145.1_ASM75514v1_genomic.fna	0.0336	N/A	71	76	38.11
e_coli_K12	GCF_000755585.2_ASM75558v2_genomic.fna	0.0373	N/A	76	77	38.72
e_coli_K12	GCF_000756125.1_ASM75612v1_genomic.fna	0.0955	N/A	77	78	45.23
e_coli_K12	GCF_000756505.1_ASM75650v1_genomic.fna	0.0365	N/A	74	75	38.6
e_coli_K12	GCF_000756615.1_ASM75661v1_genomic.fna	0.0476	N/A	78	80	40.21
e_coli_K12	GCF_000756715.1_PRJEB5505_assembly_1_genomic.fna	0.0419	N/A	76	77	39.42
e_coli_K12	GCF_000757795.1_ASM75779v1_genomic.fna	0.0539	N/A	77	78	41.03
e_coli_K12	GCF_000758665.1_ASM75866v1_genomic.fna	0.0469	N/A	78	80	40.13
e_coli_K12	GCF_000758685.1_ASM75868v1_genomic.fna	0.0479	N/A	78	80	40.26
e_coli_K12	GCF_000758705.1_ASM75870v1_genomic.fna	0.0473	N/A	78	80	40.17
e_coli_K12	GCF_000758725.1_ASM75872v1_genomic.fna	0.0484	N/A	77	79	40.32
e_coli_K12	GCF_000761155.1_ASM76115v1_genomic.fna	0.1483	N/A	77	78	49.19
e_coli_K12	GCF_000763515.1_ASM76351v1_genomic.fna	0.0446	N/A	78	80	39.81
e_coli_K12	GCF_000763575.1_ASM76357v1_genomic.fna	0.0459	N/A	76	77	39.99
e_coli_K12	GCF_000764535.1_ASM76453v1_genomic.fna	0.0507	N/A	77	78	40.62
e_coli_K12	GCF_000767055.1_ASM76705v1_genomic.fna	0.0385	N/A	76	78	38.91
e_coli_K12	GCF_000767465.1_ASM76746v1_genomic.fna	0.053	N/A	76	77	40.92
e_coli_K12	GCF_000769555.1_ASM76955v1_genomic.fna	0.048	N/A	76	77	40.27
e_coli_K12	GCF_000769635.1_ASM76963v1_genomic.fna	0.0394	N/A	76	77	39.05
e_coli_K12	GCF_000770115.1_ASM77011v2_genomic.fna	0.2772	N/A	79	80	56.65
e_coli_K12	GCF_000770155.1_ASM77015v1_genomic.fna	0.7507	N/A	78	78	82.3
e_coli_K12	GCF_000772105.1_ASM77210v1_genomic.fna	0.2714	N/A	79	80	56.35
e_coli_K12	GCF_000785105.2_ASM78510v2_genomic.fna	0.0399	N/A	76	78	39.13
e_coli_K12	GCF_000785495.1_ASM78549v1_genomic.fna	0.013	N/A	1	2	33.35
e_coli_K12	GCF_000785705.2_ASM78570v2_genomic.fna	0.1156	N/A	76	77	46.85
e_coli_K12	GCF_000788395.1_ASM78839v1_genomic.fna	0.2346	N/A	78	78	54.38
e_coli_K12	GCF_000800395.1_ASM80039v1_genomic.fna	0.037	N/A	75	80	38.68
e_coli_K12	GCF_000801145.1_ASM80114v1_genomic.fna	0.2947	N/A	78	78	57.56
e_coli_K12	GCF_000801295.1_ASM80129v1_genomic.fna	0.137	N/A	78	79	48.42
e_coli_K12	GCF_000802245.2_ASM80224v2_genomic.fna	0.0431	N/A	76	80	39.59
e_coli_K12	GCF_000803625.1_ASM80362v1_genomic.fna	0.0297	N/A	66	66	37.43
e_coli_K12	GCF_000803645.1_ASM80364v1_genomic.fna	0.0511	N/A	76	78	40.67
e_coli_K12	GCF_000807275.1_ASM80727v1_genomic.fna	0.3324	N/A	78	78	59.46
e_coli_K12	GCF_000807675.2_ASM80767v2_genomic.fna	0.0461	N/A	73	79	40.02
e_coli_K12	GCF_000807775.2_ASM80777v2_genomic.fna	0.0941	N/A	77	78	45.1
e_coli_K12	GCF_000812665.2_ASM81266v2_genomic.fna	0.05	N/A	77	80	40.53
e_coli_K12	GCF_000814825.1_ASM81482v1_genomic.fna	0.0458	N/A	74	74	39.98
e_coli_K12	GCF_000815025.1_ASM81502v1_genomic.fna	0.0688	N/A	74	75	42.71
e_coli_K12	GCF_000815065.1_ASM81506v1_genomic.fna	0.0254	N/A	59	59	36.57
e_coli_K12	GCF_000815105.2_ASM81510v2_genomic.fna	0.0941	N/A	77	78	45.11
e_coli_K12	GCF_000815225.1_ASM81522v1_genomic.fna	0.0989	N/A	77	77	45.51
e_coli_K12	GCF_000816085.1_ASM81608v1_genomic.fna	0.0425	N/A	77	78	39.52
e_coli_K12	GCF_000816185.1_ASM81618v1_genomic.fna	0.0351	N/A	76	77	38.37
e_coli_K12	GCF_000816305.1_ASM81630v1_genomic.fna	0.0358	N/A	75	76	38.48
e_coli_K12	GCF_000816845.1_ASM81684v1_genomic.fna	0.0525	N/A	77	78	40.85
e_coli_K12	GCF_000817955.1_ASM81795v1_genomic.fna	0.0522	N/A	71	73	40.81
e_coli_K12	GCF_000818095.1_ASM81809v1_genomic.fna	0.0452	N/A	78	80	39.89
e_coli_K12	GCF_000819565.1_ASM81956v1_genomic.fna	0.0525	N/A	77	78	40.85
e_coli_K12	GCF_000826835.2_ASM82683v2_genomic.fna	0.0522	N/A	77	78	40.82
e_coli_K12	GCF_000827125.1_ASM82712v1_genomic.fna	0.0578	N/A	76	79	41.49
e_coli_K12	GCF_000828475.1_ASM82847v1_genomic.fna	0.0552	N/A	77	79	41.18
e_coli_K12	GCF_000828515.1_ASM82851v1_genomic.fna	0.1764	N/A	72	72	51.0
e_coli_K12	GCF_000828615.1_ASM82861v1_genomic.fna	0.1324	N/A	77	78	48.09
e_coli_K12	GCF_000828635.1_ASM82863v1_genomic.fna	0.0961	N/A	76	77	45.27
e_coli_K12	GCF_000828655.1_ASM82865v1_genomic.fna	0.0334	N/A	71	79	38.09
e_coli_K12	GCF_000828675.1_ASM82867v1_genomic.fna	0.0304	N/A	75	78	37.56
e_coli_K12	GCF_000828855.1_ASM82885v1_genomic.fna	0.0233	N/A	59	59	36.13
e_coli_K12	GCF_000828895.1_ASM82889v1_genomic.fna	0.0804	N/A	77	78	43.87
e_coli_K12	GCF_000828915.1_ASM82891v1_genomic.fna	0.0805	N/A	77	78	43.88
e_coli_K12	GCF_000829055.1_ASM82905v1_genomic.fna	0.0378	N/A	76	78	38.8
e_coli_K12	GCF_000829235.1_ASM82923v1_genomic.fna	0.0378	N/A	74	76	38.8
e_coli_K12	GCF_000829315.1_ASM82931v1_genomic.fna	0.0301	N/A	70	71	37.51
e_coli_K12	GCF_000829395.1_ASM82939v1_genomic.fna	0.0383	N/A	77	79	38.88
e_coli_K12	GCF_000830005.1_ASM83000v1_genomic.fna	0.0422	N/A	76	78	39.46
e_coli_K12	GCF_000830905.1_ASM83090v1_genomic.fna	0.0306	N/A	74	76	37.59
e_coli_K12	GCF_000830985.1_ASM83098v1_genomic.fna	0.1436	N/A	77	79	48.88
e_coli_K12	GCF_000831385.1_ASM83138v1_genomic.fna	0.0353	N/A	75	77	38.41
e_coli_K12	GCF_000831645.3_ASM83164v3_genomic.fna	0.0391	N/A	75	77	39.0
e_coli_K12	GCF_000832905.1_ASM83290v1_genomic.fna	0.0483	N/A	77	79	40.32
e_coli_K12	GCF_000833025.1_ASM83302v1_genomic.fna	0.0357	N/A	77	78	38.47
e_coli_K12	GCF_000833575.1_ASM83357v1_genomic.fna	0.0411	N/A	76	77	39.31
e_coli_K12	GCF_000834295.1_ASM83429v1_genomic.fna	0.4984	N/A	79	79	67.66
e_coli_K12	GCF_000834395.1_ASM83439v1_genomic.fna	0.4894	N/A	79	79	67.21
e_coli_K12	GCF_000834455.1_ASM83445v1_genomic.fna	0.5003	N/A	79	79	67.76
e_coli_K12	GCF_000835165.1_ASM83516v1_genomic.fna	0.0405	N/A	76	77	39.22
e_coli_K12	GCF_000875755.1_ASM87575v1_genomic.fna	0.0272	N/A	64	64	36.95
e_coli_K12	GCF_000931575.1_ASM93157v1_genomic.fna	0.2967	N/A	78	78	57.66
e_coli_K12	GCF_000934545.1_ASM93454v1_genomic.fna	0.092	N/A	75	76	44.92
e_coli_K12	GCF_000934565.1_ASM93456v1_genomic.fna	0.1489	N/A	75	76	49.23
e_coli_K12	GCF_000934605.2_ASM93460v2_genomic.fna	0.0952	N/A	77	79	45.2
e_coli_K12	GCF_000935025.1_ASM93502v1_genomic.fna	0.0516	N/A	75	77	40.74
e_coli_K12	GCF_000940805.1_ASM94080v1_genomic.fna	0.1345	N/A	80	80	48.24
e_coli_K12	GCF_000940995.1_ASM94099v1_genomic.fna	0.2832	N/A	79	80	56.96
e_coli_K12	GCF_000941055.1_ASM94105v1_genomic.fna	0.0349	N/A	75	77	38.34
e_coli_K12	GCF_000941095.1_ASM94109v1_genomic.fna	0.0233	N/A	56	56	36.14
e_coli_K12	GCF_000943515.2_ASM94351v2_genomic.fna	0.0433	N/A	76	78	39.62
e_coli_K12	GCF_000950575.1_ASM95057v1_genomic.fna	0.0397	N/A	77	78	39.09
e_coli_K12	GCF_000953015.1_Candidatus_Methylopumilus_turicensis_MMS-10A-171_genomic.fna	0.0957	N/A	77	78	45.24
e_coli_K12	GCF_000953135.1_LFA_genomic.fna	0.1016	N/A	79	80	45.74
e_coli_K12	GCF_000953635.1_LMI_genomic.fna	0.1027	N/A	78	80	45.83
e_coli_K12	GCF_000953655.1_LHA_genomic.fna	0.1	N/A	79	80	45.6
e_coli_K12	GCF_000953715.1_DTL3_genomic.fna	0.0293	N/A	77	79	37.35
e_coli_K12	GCF_000954135.1_ASM95413v2_genomic.fna	0.0972	N/A	77	78	45.37
e_coli_K12	GCF_000959365.1_ASM95936v1_genomic.fna	0.0944	N/A	78	80	45.13
e_coli_K12	GCF_000959505.1_ASM95950v1_genomic.fna	0.0958	N/A	78	79	45.25
e_coli_K12	GCF_000960975.1_ASM96097v1_genomic.fna	0.053	N/A	77	78	40.91
e_coli_K12	GCF_000961095.1_ASM96109v1_genomic.fna	0.0476	N/A	78	80	40.22
e_coli_K12	GCF_000961215.1_ASM96121v1_genomic.fna	0.097	N/A	79	80	45.35
e_coli_K12	GCF_000961515.1_ASM96151v1_genomic.fna	0.0939	N/A	77	78	45.09
e_coli_K12	GCF_000963865.1_ASM96386v1_genomic.fna	0.0368	N/A	76	79	38.64
e_coli_K12	GCF_000967305.2_ASM96730v2_genomic.fna	0.0901	N/A	77	79	44.75
e_coli_K12	GCF_000967425.1_ASM96742v1_genomic.fna	0.0533	N/A	77	79	40.96
e_coli_K12	GCF_000967465.2_ASM96746v2_genomic.fna	0.2713	N/A	79	80	56.35
e_coli_K12	GCF_000967915.1_ASM96791v1_genomic.fna	0.0389	N/A	73	79	38.98
e_coli_K12	GCF_000968055.1_ASM96805v1_genomic.fna	0.0391	N/A	72	78	39.0
e_coli_K12	GCF_000968175.1_ASM96817v1_genomic.fna	0.4673	N/A	79	79	66.11
e_coli_K12	GCF_000968195.1_ASM96819v1_genomic.fna	0.4703	N/A	80	80	66.26
e_coli_K12	GCF_000968375.1_ASM96837v1_genomic.fna	0.0445	N/A	76	77	39.8
e_coli_K12	GCF_000968535.2_ASM96853v1_genomic.fna	0.1246	N/A	78	80	47.53
e_coli_K12	GCF_000971765.1_ASM97176v1_genomic.fna	0.2505	N/A	74	74	55.24
e_coli_K12	GCF_000972785.3_ASM97278v3_genomic.fna	0.0937	N/A	77	78	45.07
e_coli_K12	GCF_000973065.1_ASM97306v1_genomic.fna	0.0408	N/A	75	78	39.26
e_coli_K12	GCF_000973085.1_ASM97308v1_genomic.fna	0.0368	N/A	72	79	38.64
e_coli_K12	GCF_000973105.1_ASM97310v1_genomic.fna	0.0371	N/A	76	78	38.7
e_coli_K12	GCF_000973505.1_ASM97350v1_genomic.fna	0.1284	N/A	70	70	47.8
e_coli_K12	GCF_000973545.1_ASM97354v1_genomic.fna	0.1407	N/A	74	74	48.68
e_coli_K12	GCF_000973625.1_ASM97362v1_genomic.fna	0.0837	N/A	77	78	44.17
e_coli_K12	GCF_000973725.1_ASM97372v1_genomic.fna	0.0353	N/A	77	79	38.4
e_coli_K12	GCF_000974425.1_ASM97442v1_genomic.fna	0.0363	N/A	77	79	38.56
e_coli_K12	GCF_000974685.2_FaOYT1_2.0_genomic.fna	0.0993	N/A	77	78	45.55
e_coli_K12	GCF_000975265.2_ASM97526v2_genomic.fna	0.0374	N/A	77	78	38.75
e_coli_K12	GCF_000980815.1_ASM98081v1_genomic.fna	0.041	N/A	75	76	39.29
e_coli_K12	GCF_000980835.1_ASM98083v1_genomic.fna	0.0411	N/A	76	78	39.31
e_coli_K12	GCF_000981585.1_SBR5_T__genomic.fna	0.0474	N/A	78	80	40.19
e_coli_K12	GCF_000981765.1_ASM98176v1_genomic.fna	0.1547	N/A	78	79	49.62
e_coli_K12	GCF_000987835.1_ASM98783v1_genomic.fna	0.0415	N/A	74	76	39.37
e_coli_K12	GCF_000988065.1_ASM98806v1_genomic.fna	0.0232	N/A	60	60	36.11
e_coli_K12	GCF_000988745.2_ASM98874v3_genomic.fna	0.1133	N/A	78	79	46.67
e_coli_K12	GCF_000993785.3_ASM99378v3_genomic.fna	0.0409	N/A	77	78	39.28
e_coli_K12	GCF_001005905.1_ASM100590v1_genomic.fna	0.0429	N/A	77	79	39.56
e_coli_K12	GCF_001006005.1_ASM100600v1_genomic.fna	0.5244	N/A	80	80	68.98
e_coli_K12	GCF_001007875.1_ASM100787v1_genomic.fna	0.1362	N/A	77	80	48.36
e_coli_K12	GCF_001007935.1_ASM100793v1_genomic.fna	0.0906	N/A	76	78	44.8
e_coli_K12	GCF_001007995.1_ASM100799v1_genomic.fna	0.0391	N/A	75	80	39.01
e_coli_K12	GCF_001008165.2_ASM100816v2_genomic.fna	0.0497	N/A	75	76	40.49
e_coli_K12	GCF_001010285.1_ASM101028v1_genomic.fna	0.4831	N/A	80	80	66.9
e_coli_K12	GCF_001013905.1_sleC34_genomic.fna	0.0416	N/A	77	80	39.39
e_coli_K12	GCF_001017435.1_ASM101743v1_genomic.fna	0.0882	N/A	78	80	44.59
e_coli_K12	GCF_001017655.1_ASM101765v1_genomic.fna	0.0367	N/A	72	76	38.63
e_coli_K12	GCF_001017775.3_ASM101777v3_genomic.fna	0.0925	N/A	76	78	44.97
e_coli_K12	GCF_001020955.1_ASM102095v1_genomic.fna	0.1049	N/A	78	79	46.01
e_coli_K12	GCF_001020985.1_ASM102098v1_genomic.fna	0.0413	N/A	77	80	39.34
e_coli_K12	GCF_001021025.1_ASM102102v1_genomic.fna	0.0417	N/A	75	76	39.4
e_coli_K12	GCF_001021045.1_ASM102104v1_genomic.fna	0.041	N/A	77	78	39.28
e_coli_K12	GCF_001021065.1_ASM102106v1_genomic.fna	0.041	N/A	77	79	39.29
e_coli_K12	GCF_001021085.1_ASM102108v1_genomic.fna	0.0315	N/A	76	77	37.76
e_coli_K12	GCF_001021915.1_ASM102191v1_genomic.fna	0.0949	N/A	78	79	45.18
e_coli_K12	GCF_001022135.1_ASM102213v1_genomic.fna	0.7343	N/A	79	79	81.14
e_coli_K12	GCF_001025155.1_ASM102515v1_genomic.fna	0.0373	N/A	76	76	38.73
e_coli_K12	GCF_001025195.1_ASM102519v1_genomic.fna	0.0391	N/A	76	76	39.0
e_coli_K12	GCF_001027025.1_ASM102702v1_genomic.fna	0.0315	N/A	75	77	37.75
e_coli_K12	GCF_001027185.1_ASM102718v1_genomic.fna	0.0414	N/A	76	79	39.35
e_coli_K12	GCF_001027285.1_ASM102728v1_genomic.fna	0.0476	N/A	79	80	40.22
e_coli_K12	GCF_001027545.1_ASM102754v1_genomic.fna	0.0318	N/A	76	76	37.8
e_coli_K12	GCF_001028625.1_ASM102862v1_genomic.fna	0.0504	N/A	76	77	40.58
e_coli_K12	GCF_001028665.1_ASM102866v1_genomic.fna	0.0965	N/A	78	79	45.31
e_coli_K12	GCF_001028705.1_ASM102870v1_genomic.fna	0.051	N/A	76	77	40.66
e_coli_K12	GCF_001029105.3_ASM102910v3_genomic.fna	0.0938	N/A	77	78	45.08
e_coli_K12	GCF_001029245.1_ASM102924v1_genomic.fna	0.0295	N/A	66	66	37.39
e_coli_K12	GCF_001029265.1_ASM102926v1_genomic.fna	0.0299	N/A	67	67	37.46
e_coli_K12	GCF_001038625.1_ASM103862v1_genomic.fna	0.0445	N/A	75	76	39.79
e_coli_K12	GCF_001042635.1_ASM104263v1_genomic.fna	0.0373	N/A	76	77	38.73
e_coli_K12	GCF_001042675.1_ASM104267v1_genomic.fna	0.0365	N/A	76	77	38.61
e_coli_K12	GCF_001042695.1_ASM104269v1_genomic.fna	0.035	N/A	77	78	38.36
e_coli_K12	GCF_001042715.1_ASM104271v1_genomic.fna	0.0431	N/A	76	77	39.59
e_coli_K12	GCF_001043175.1_ASM104317v1_genomic.fna	0.1409	N/A	78	80	48.69
e_coli_K12	GCF_001050115.1_ASM105011v1_genomic.fna	0.0486	N/A	76	77	40.35
e_coli_K12	GCF_001050135.1_ASM105013v1_genomic.fna	0.0377	N/A	77	80	38.79
