Ref_file	Query_file	AAI	Align_fraction_query	Align_fraction_reference	AAI_95_percentile	AAI_5_percentile	Ref_name	Query_name
references/refseq_all/GCF_011044475.1_ASM1104447v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7437	0.4631	0.4318	0.7307	0.7566	NZ_CP049115.1 Pantoea stewartii strain ZJ-FGZX1 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_002952315.1_ASM295231v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7436	0.4357	0.4967	0.7318	0.7553	NZ_CP023567.1 Erwinia pyrifoliae strain EpK1/15 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_000834395.1_ASM83439v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7432	0.4895	0.5087	0.7325	0.7538	NZ_CP009781.1 Yersinia aldovae 670-83 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_004792415.1_ASM479241v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7428	0.5026	0.4875	0.7310	0.7545	NZ_CP038853.1 Pantoea vagans strain LMG 24199 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_000233595.1_ASM23359v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7414	0.4762	0.4546	0.7288	0.7541	NC_017554.1 Pantoea ananatis PA13, complete sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_019890955.1_ASM1989095v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7414	0.4965	0.4722	0.7298	0.7531	NZ_CP082346.1 Pantoea dispersa strain Lsch chromosome 1, complete sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_009831665.3_ASM983166v3_genomic.fna.gz	data/e.coli-K12.fasta	0.7398	0.3493	0.5056	0.7288	0.7509	NZ_CP072652.1 Serratia symbiotica strain 24.1 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_022592395.1_ASM2259239v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7389	0.3439	0.4060	0.7278	0.7500	NZ_CP093242.1 Moellerella wisconsensis strain W65 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_000026185.1_ASM2618v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7388	0.4386	0.5009	0.7272	0.7505	NC_010694.1 Erwinia tasmaniensis Et1/99, complete sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_000196615.1_ASM19661v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7385	0.5080	0.4394	0.7265	0.7504	NC_014306.1 Erwinia billingiae Eb661, complete sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_022647325.1_ASM2264732v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7360	0.4748	0.4712	0.7242	0.7479	NZ_CP071405.1 Pantoea deleyi strain LMG24200 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_001642805.2_ASM164280v2_genomic.fna.gz	data/e.coli-K12.fasta	0.7355	0.5262	0.4778	0.7240	0.7471	NZ_CP016948.1 Serratia surfactantfaciens strain YD25 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_900044015.1_HETPER1_genomic.fna.gz	data/e.coli-K12.fasta	0.7355	0.0860	0.6273	0.7260	0.7451	NZ_LN999835.1 Candidatus Hoaglandella endobia isolate HETPER chromosome I, complete sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_020683125.1_ASM2068312v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7349	0.5110	0.4597	0.7230	0.7468	NZ_CP085627.1 Erwinia rhapontici strain BY21311 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_000222975.1_ASM22297v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7348	0.4702	0.4690	0.7232	0.7464	NC_017168.1 Yersinia pestis A1122, complete sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_019844095.1_ASM1984409v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7343	0.5124	0.4957	0.7223	0.7462	NZ_CP082141.1 Erwinia persicina strain Cp2 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_004768745.1_ASM476874v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7341	0.5221	0.4615	0.7223	0.7459	NZ_CP038662.1 Serratia nematodiphila strain DH-S01 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_000214235.1_ASM21423v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7331	0.5217	0.4453	0.7214	0.7448	NC_015567.1 Serratia plymuthica AS9, complete sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_004116975.1_ASM411697v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7331	0.3648	0.4312	0.7222	0.7439	NZ_CP026364.1 Proteus hauseri strain 15H5D-4a chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_016026735.1_ASM1602673v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7329	0.5063	0.4710	0.7209	0.7448	NZ_CP065640.1 Serratia rubidaea strain FDAARGOS_926 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_025133195.1_ASM2513319v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7322	0.5375	0.5096	0.7211	0.7432	NZ_CP104006.1 Yersinia alsatica strain SCPM-O-B-7604 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_017309605.1_ASM1730960v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7320	0.5294	0.4820	0.7204	0.7436	NZ_CP071320.1 Serratia ureilytica strain T6 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_000261045.2_ASM26104v2_genomic.fna.gz	data/e.coli-K12.fasta	0.7319	0.5174	0.4391	0.7202	0.7436	NZ_CP015613.1 Serratia inhibens PRI-2C chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_900638135.1_56433_G01_genomic.fna.gz	data/e.coli-K12.fasta	0.7319	0.5456	0.4715	0.7205	0.7432	NZ_LR134494.1 Serratia quinivorans strain NCTC13188 chromosome 1, complete sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_000069965.1_ASM6996v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7317	0.3623	0.4106	0.7209	0.7426	NC_010554.1 Proteus mirabilis HI4320, complete sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_003382565.3_ASM338256v3_genomic.fna.gz	data/e.coli-K12.fasta	0.7315	0.4740	0.4933	0.7201	0.7429	NZ_CP086253.1 Pectobacterium aquaticum strain A212-S19-A16 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_022369495.1_ASM2236949v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7314	0.3642	0.4206	0.7209	0.7419	NZ_CP059690.1 Proteus penneri strain S178-2 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_002393505.1_ASM239350v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7312	0.3888	0.4527	0.7210	0.7415	NZ_CP023536.1 Providencia alcalifaciens strain FDAARGOS_408 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_009817885.1_ASM981788v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7312	0.5054	0.4606	0.7193	0.7430	NZ_CP041764.1 Serratia rhizosphaerae strain KUDC3025 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_000091565.1_ASM9156v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7311	0.4387	0.5317	0.7191	0.7432	NC_013961.1 Erwinia amylovora CFBP1430, complete sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_001006005.1_ASM100600v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7308	0.5878	0.4552	0.7198	0.7418	NZ_CP011254.1 Serratia fonticola strain DSM 4576 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_900186025.1_BXF1_genomic.fna.gz	data/e.coli-K12.fasta	0.7294	0.5324	0.4859	0.7178	0.7410	NZ_LT883155.1 Serratia grimesii isolate BXF1 chromosome 1	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_009730055.1_ASM973005v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7289	0.5353	0.5046	0.7180	0.7399	NZ_CP046293.1 Yersinia intermedia strain FDAARGOS_730 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_002504285.1_ASM250428v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7287	0.4449	0.5557	0.7187	0.7388	NZ_CP023706.1 Edwardsiella tarda strain KC-Pc-HB1 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_000314895.2_ASM31489v2_genomic.fna.gz	data/e.coli-K12.fasta	0.7286	0.3508	0.4184	0.7179	0.7392	NZ_CM001773.1 Providencia sneebia DSM 19967 chromosome, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_011045835.1_ASM1104583v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7284	0.3679	0.4150	0.7180	0.7388	NZ_CP047349.1 Proteus terrae subsp. cibarius strain ZN2 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_009831415.1_ASM983141v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7283	0.5209	0.5138	0.7168	0.7398	NZ_CP043727.1 Yersinia canariae strain NCTC 14382 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_900187015.1_50465_F01_genomic.fna.gz	data/e.coli-K12.fasta	0.7277	0.5286	0.4714	0.7158	0.7396	NZ_LT906479.1 Serratia ficaria strain NCTC12148 chromosome 1, complete sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_003204135.1_ASM320413v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7276	0.3735	0.3897	0.7167	0.7385	NZ_CP029736.1 Providencia rettgeri strain AR_0082 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_005484945.1_ASM548494v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7272	0.4248	0.4900	0.7160	0.7384	NZ_CP034035.1 Brenneria rubrifaciens strain 6D370 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_014946825.2_ASM1494682v2_genomic.fna.gz	data/e.coli-K12.fasta	0.7271	0.4805	0.5166	0.7156	0.7386	NZ_CP065178.1 Pectobacterium quasiaquaticum strain A398-S21-F17 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_003516165.1_ASM351616v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7270	0.5354	0.4748	0.7156	0.7383	NZ_CP027798.1 Serratia marcescens strain KS10 chromosome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_007858975.2_ASM785897v2_genomic.fna.gz	data/e.coli-K12.fasta	0.7268	0.4510	0.4854	0.7152	0.7385	NZ_CP042220.2 Dickeya poaceiphila strain NCPPB 569 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_016026395.1_ASM1602639v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7263	0.4618	0.5622	0.7154	0.7372	NZ_CP065626.1 Edwardsiella hoshinae strain FDAARGOS_940 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_002163605.1_ASM216360v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7261	0.4018	0.4157	0.7135	0.7387	NZ_CP015581.1 Tatumella citrea strain ATCC 39140 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_002291425.1_ASM229142v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7261	0.5112	0.4281	0.7141	0.7381	NZ_CP014136.1 Gibbsiella quercinecans strain FRB97 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_000520015.2_ASM52001v2_genomic.fna.gz	data/e.coli-K12.fasta	0.7250	0.4988	0.4222	0.7129	0.7371	NZ_CP007044.2 Chania multitudinisentens RB-25 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_003096015.2_ASM309601v2_genomic.fna.gz	data/e.coli-K12.fasta	0.7249	0.3996	0.4833	0.7148	0.7350	NZ_CP029185.2 Limnobaculum parvum strain HYN0051 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_017743015.1_ASM1774301v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7248	0.3504	0.3729	0.7143	0.7352	NZ_CP072455.1 Xenorhabdus budapestensis strain C-7-2 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_009931295.1_ASM993129v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7247	0.4807	0.4380	0.7135	0.7359	NZ_CP034938.1 Pectobacterium odoriferum strain JK2.1 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_021462285.1_ASM2146228v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7242	0.5174	0.4670	0.7126	0.7359	NZ_CP082787.1 Serratia entomophila strain A1 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_900475855.1_46338_B02_genomic.fna.gz	data/e.coli-K12.fasta	0.7236	0.3773	0.4090	0.7134	0.7338	NZ_LS483422.1 Providencia heimbachae strain NCTC12003 chromosome 1, complete sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_900095885.1_Daq1742_genomic.fna.gz	data/e.coli-K12.fasta	0.7233	0.4329	0.4468	0.7108	0.7358	NZ_LT615367.1 Dickeya aquatica strain 174/2 chromosome 1, complete sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_000241955.1_ASM24195v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7226	0.4940	0.4212	0.7107	0.7345	NC_016818.1 Rahnella aquatilis CIP 78.65 = ATCC 33071, complete sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_900638655.1_58635_F02_genomic.fna.gz	data/e.coli-K12.fasta	0.7225	0.3593	0.4133	0.7113	0.7336	NZ_LR134531.1 Pragia fontium strain NCTC12284 chromosome 1, complete sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_000968175.1_ASM96817v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7222	0.3371	0.4281	0.7118	0.7326	NZ_FO704551.1 Xenorhabdus poinarii G6 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_022637475.1_ASM2263747v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7221	0.4936	0.4223	0.7107	0.7335	NZ_CP093328.1 Rahnella aceris strain S2-A69 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_008364325.2_ASM836432v2_genomic.fna.gz	data/e.coli-K12.fasta	0.7220	0.5335	0.4633	0.7097	0.7343	NZ_CP048784.1 Serratia liquefaciens strain S1 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_021276285.1_ASM2127628v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7217	0.4971	0.4221	0.7099	0.7334	NZ_CP089919.1 Rahnella victoriana strain JZ-GX1 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_020971565.1_ASM2097156v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7216	0.4771	0.4703	0.7108	0.7325	NZ_CP087392.1 Pectobacterium parvum strain FN20211 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_003992745.1_ASM399274v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7212	0.5066	0.4503	0.7096	0.7329	NZ_CP027260.1 Pectobacterium parmentieri strain IFB5427 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_023547145.1_ASM2354714v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7207	0.3753	0.3604	0.7100	0.7313	NZ_CP095443.1 Providencia stuartii strain CMC-4104 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_000754265.1_ASM75426v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7203	0.0974	0.5959	0.7120	0.7286	NZ_CP008985.1 Candidatus Baumannia cicadellinicola strain BGSS chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_015999465.1_ASM1599946v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7195	0.3950	0.4755	0.7072	0.7319	NZ_CP065534.1 Lonsdalea populi strain N-5-1 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_021733145.1_ASM2173314v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7195	0.4401	0.5353	0.7090	0.7299	NZ_CP090968.1 Edwardsiella piscicida strain 18EpOKYJ chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_018288855.1_ASM1828885v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7191	0.5020	0.4263	0.7072	0.7310	NZ_CP065024.1 Rahnella inusitata isolate Se8.10.12 chromosome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_021365465.1_ASM2136546v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7184	0.4202	0.3937	0.7073	0.7294	NZ_CP089932.1 Erwinia tracheiphila strain BHKY chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_004295645.1_ASM429564v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7181	0.4027	0.4040	0.7073	0.7289	NZ_CP034752.1 Jinshanibacter zhutongyuii strain CF-458 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_003515985.1_ASM351598v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7178	0.4045	0.4680	0.7059	0.7297	NZ_CP023009.1 Lonsdalea britannica strain 477 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_002843235.3_ASM284323v3_genomic.fna.gz	data/e.coli-K12.fasta	0.7176	0.3750	0.3630	0.7064	0.7289	NZ_CP031123.2 Providencia huaxiensis strain WCHPr000369 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_003571485.1_ASM357148v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7173	0.5020	0.4683	0.7058	0.7288	NZ_CP021894.1 Pectobacterium versatile strain SCC1 chromosome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_000364725.1_ASM36472v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7166	0.0762	0.6575	0.7080	0.7252	NC_021057.1 Candidatus Moranella endobia PCVAL, complete sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_015689195.1_ASM1568919v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7162	0.5018	0.4667	0.7043	0.7281	NZ_CP065044.1 Pectobacterium aroidearum strain L6 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_013488025.1_ASM1348802v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7160	0.4937	0.4689	0.7044	0.7276	NZ_CP051652.1 Pectobacterium carotovorum strain WPP14 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_009873295.1_ASM987329v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7158	0.5009	0.4797	0.7041	0.7276	NZ_CP047495.1 Pectobacterium brasiliense strain 1692 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_000740965.1_ASM74096v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7153	0.5010	0.4633	0.7036	0.7270	NZ_CP009125.1 Pectobacterium atrosepticum strain 21A chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_001721185.1_ASM172118v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7151	0.3343	0.3434	0.7036	0.7266	NZ_CP016176.1 Xenorhabdus hominickii strain ANU1 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_019797845.1_ASM1979784v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7138	0.4820	0.4532	0.7021	0.7254	NZ_CP081864.1 Symbiopectobacterium purcellii strain SyEd1 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_002288545.1_ASM228854v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7137	0.4935	0.4578	0.7020	0.7255	NZ_CP017482.1 Pectobacterium polaris strain NIBIO1392 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_001742185.1_ASM174218v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7122	0.4969	0.4578	0.7005	0.7240	NZ_CP015750.1 Pectobacterium wasabiae CFBP 3304 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_017569925.1_ASM1756992v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7121	0.4864	0.4240	0.7005	0.7238	NZ_CP050854.1 Brenneria izadpanahii strain Iran 50 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_020268605.1_ASM2026860v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7119	0.2715	0.3467	0.7017	0.7221	NZ_CP084222.1 Arsenophonus apicola strain ArsBeeUS chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_000023565.1_ASM2356v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7119	0.4878	0.4708	0.7002	0.7236	NC_012912.1 Dickeya chrysanthemi Ech1591, complete sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_020181655.1_ASM2018165v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7115	0.4955	0.4687	0.6995	0.7234	NZ_CP084032.1 Pectobacterium colocasium strain LJ1 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_014295015.1_ASM1429501v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7104	0.3462	0.3763	0.6992	0.7216	NZ_CP060401.1 Xenorhabdus nematophila strain SII chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_003074995.2_ASM307499v2_genomic.fna.gz	data/e.coli-K12.fasta	0.7096	0.4211	0.5090	0.6985	0.7207	NZ_CP084521.1 Edwardsiella ictaluri strain S07-698 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_002812485.1_ASM281248v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7094	0.4660	0.4303	0.6973	0.7216	NZ_CP025003.1 Dickeya fangzhongdai strain DSM 101947 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_011067265.1_ASM1106726v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7091	0.4335	0.3962	0.6976	0.7206	NZ_CP049603.1 Rouxiella badensis strain SER3 chromosome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_012427845.1_ASM1242784v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7089	0.5051	0.4896	0.6970	0.7207	NZ_CP038498.1 Pectobacterium punjabense strain SS95 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_000196475.1_ASM19647v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7087	0.3474	0.3169	0.6971	0.7204	NC_012962.1 Photorhabdus asymbiotica, complete sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_000264765.2_ASM26476v2_genomic.fna.gz	data/e.coli-K12.fasta	0.7085	0.4445	0.4770	0.6971	0.7198	NZ_CP006664.1 Edwardsiella anguillarum ET080813 strain 80813 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_000147055.1_ASM14705v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7084	0.4863	0.4590	0.6967	0.7201	NC_014500.1 Dickeya dadantii 3937, complete sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_000971765.1_ASM97176v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7079	0.1097	0.4259	0.6982	0.7177	NZ_CP010907.1 Candidatus Pantoea carbekii strain US chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_002291445.1_ASM229144v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7071	0.4934	0.4276	0.6954	0.7189	NZ_CP014137.1 Brenneria goodwinii strain FRB141 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
