Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name	ANI_5_percentile	ANI_95_percentile	Standard_deviation	Ref_mean_ctg_len	Query_mean_ctg_len
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001708425.1_ASM170842v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_003852045.1_ASM385204v1_genomic.fna	83.35	17.11	17.70	NZ_CP014262.1 Pseudomonas corrugata strain RM1-1-4 chromosome, complete genome	NZ_CP027723.1 Pseudomonas orientalis strain 8B chromosome, complete genome	82.74	83.94	5.20	6124363	5919814
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001708425.1_ASM170842v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_900106005.1_IMG-taxon_2675902957_annotated_assembly_genomic.fna	92.64	84.61	81.66	NZ_CP014262.1 Pseudomonas corrugata strain RM1-1-4 chromosome, complete genome	NZ_LT629790.1 Pseudomonas mediterranea strain DSM 16733 chromosome I	92.70	93.14	2.61	6124363	6346235
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001708425.1_ASM170842v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_900105815.1_IMG-taxon_2639762518_annotated_assembly_genomic.fna	82.75	15.29	15.52	NZ_CP014262.1 Pseudomonas corrugata strain RM1-1-4 chromosome, complete genome	NZ_LT629800.1 Pseudomonas brenneri strain DSM 15294 chromosome I	82.10	83.35	5.10	6124363	6032706
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001708425.1_ASM170842v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_019139815.1_ASM1913981v1_genomic.fna	83.01	16.25	16.30	NZ_CP014262.1 Pseudomonas corrugata strain RM1-1-4 chromosome, complete genome	NZ_CP077079.1 Pseudomonas asgharzadehiana strain SWRI132 chromosome, complete genome	82.35	83.62	5.20	6124363	6107031
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001708425.1_ASM170842v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_001708485.1_ASM170848v1_genomic.fna	83.10	15.03	14.72	NZ_CP014262.1 Pseudomonas corrugata strain RM1-1-4 chromosome, complete genome	NZ_CP015639.1 Pseudomonas lurida strain L228 chromosome, complete genome	82.48	83.58	5.04	6124363	3126663
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001708425.1_ASM170842v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_900560965.1_PPRCHA0_genomic.fna	83.46	19.88	17.73	NZ_CP014262.1 Pseudomonas corrugata strain RM1-1-4 chromosome, complete genome	NZ_LS999205.1 Pseudomonas protegens CHA0 chromosome 1, complete sequence	82.88	83.96	4.98	6124363	6868303
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001708425.1_ASM170842v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_014863585.1_ASM1486358v1_genomic.fna	84.34	22.59	21.08	NZ_CP014262.1 Pseudomonas corrugata strain RM1-1-4 chromosome, complete genome	NZ_CP062253.1 Pseudomonas gozinkensis strain IzPS32d chromosome, complete genome	83.75	84.86	4.98	6124363	6563527
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001708425.1_ASM170842v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_900103875.1_IMG-taxon_2636416065_annotated_assembly_genomic.fna	83.79	21.94	20.67	NZ_CP014262.1 Pseudomonas corrugata strain RM1-1-4 chromosome, complete genome	NZ_LT629705.1 Pseudomonas arsenicoxydans strain CECT 7543 chromosome I	83.35	84.20	4.84	6124363	6502978
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001708425.1_ASM170842v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_900102035.1_IMG-taxon_2667527225_annotated_assembly_genomic.fna	82.93	16.38	15.03	NZ_CP014262.1 Pseudomonas corrugata strain RM1-1-4 chromosome, complete genome	NZ_LT629689.1 Pseudomonas extremaustralis strain DSM 17835 chromosome I	82.26	83.51	5.19	6124363	6674429
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001708425.1_ASM170842v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_013285305.1_ASM1328530v1_genomic.fna	82.89	15.48	16.40	NZ_CP014262.1 Pseudomonas corrugata strain RM1-1-4 chromosome, complete genome	NZ_CP054205.1 Pseudomonas rhodesiae strain NL2019 chromosome, complete genome	82.19	83.38	5.43	6124363	5779157
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001708425.1_ASM170842v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_014268485.2_ASM1426848v2_genomic.fna	83.43	19.46	17.98	NZ_CP014262.1 Pseudomonas corrugata strain RM1-1-4 chromosome, complete genome	NZ_CP077090.1 Pseudomonas zeae strain OE 48.2 chromosome, complete genome	82.79	83.99	4.77	6124363	6630739
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001708425.1_ASM170842v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_900105825.1_IMG-taxon_2667527228_annotated_assembly_genomic.fna	83.62	21.29	20.29	NZ_CP014262.1 Pseudomonas corrugata strain RM1-1-4 chromosome, complete genome	NZ_LT629803.1 Pseudomonas vancouverensis strain LMG 20222 chromosome I	82.94	84.22	4.90	6124363	6424905
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001708425.1_ASM170842v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_900105485.1_IMG-taxon_2667527397_annotated_assembly_genomic.fna	83.27	21.43	22.08	NZ_CP014262.1 Pseudomonas corrugata strain RM1-1-4 chromosome, complete genome	NZ_LT629778.1 Pseudomonas granadensis strain LMG 27940 chromosome I	82.72	83.80	5.25	6124363	5943170
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001708425.1_ASM170842v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_003033885.1_ASM303388v1_genomic.fna	86.90	52.83	54.39	NZ_CP014262.1 Pseudomonas corrugata strain RM1-1-4 chromosome, complete genome	NZ_CP024081.1 Pseudomonas rhizophila strain S211 chromosome	86.49	87.23	3.71	6124363	5948615
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001708425.1_ASM170842v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_014863605.1_ASM1486360v1_genomic.fna	83.76	23.00	21.45	NZ_CP014262.1 Pseudomonas corrugata strain RM1-1-4 chromosome, complete genome	NZ_CP062252.1 Pseudomonas allokribbensis strain IzPS23 chromosome, complete genome	83.25	84.23	4.84	6124363	6565027
/home/jshaw/scratch/DATABASES/refseq_all/GCF_002082195.1_ASM208219v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_019933235.1_ASM1993323v1_genomic.fna	85.66	30.57	31.94	NZ_CP020569.1 Streptomyces gilvosporeus strain F607 chromosome, complete genome	NZ_CP082945.1 Streptomyces angustmyceticus strain JCM 4053 chromosome, complete genome	85.08	86.04	4.82	8482298	8116382
/home/jshaw/scratch/DATABASES/refseq_all/GCF_002082195.1_ASM208219v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_019880305.1_ASM1988030v1_genomic.fna	85.54	31.50	30.95	NZ_CP020569.1 Streptomyces gilvosporeus strain F607 chromosome, complete genome	NZ_CP082301.1 Streptomyces decoyicus strain NRRL 2666 chromosome, complete genome	85.08	85.94	5.14	8482298	8632952
/home/jshaw/scratch/DATABASES/refseq_all/GCF_002082195.1_ASM208219v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_022221585.1_ASM2222158v1_genomic.fna	86.20	36.65	32.06	NZ_CP020569.1 Streptomyces gilvosporeus strain F607 chromosome, complete genome	NZ_CP084681.1 Streptomyces inhibens strain NRRL30439 chromosome, complete genome	85.78	86.49	4.63	8482298	9696490
/home/jshaw/scratch/DATABASES/refseq_all/GCF_002082195.1_ASM208219v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_008704855.1_ASM870485v1_genomic.fna	85.76	31.74	31.67	NZ_CP020569.1 Streptomyces gilvosporeus strain F607 chromosome, complete genome	NZ_CP023691.1 Streptomyces platensis strain ATCC 23948 chromosome, complete genome	85.29	86.17	4.83	8482298	8501012
/home/jshaw/scratch/DATABASES/refseq_all/GCF_004354305.1_ASM435430v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_023159115.1_ASM2315911v1_genomic.fna	82.44	16.32	16.24	NZ_CP037898.1 Shewanella decolorationis strain sesselensis chromosome	NZ_CP096169.1 Shewanella putrefaciens strain JNE2 chromosome, complete genome	81.70	83.08	5.29	4719362	2370549.5
/home/jshaw/scratch/DATABASES/refseq_all/GCF_004354305.1_ASM435430v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_022453805.1_ASM2245380v1_genomic.fna	89.99	73.71	73.84	NZ_CP037898.1 Shewanella decolorationis strain sesselensis chromosome	NZ_CP092630.1 Shewanella xiamenensis strain CQ-Y1 chromosome, complete genome	89.69	90.33	3.35	4719362	4710887
/home/jshaw/scratch/DATABASES/refseq_all/GCF_013267695.1_ASM1326769v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_900475675.1_45473_D02_genomic.fna	85.89	30.60	38.52	NZ_CP054015.1 Streptococcus gallolyticus strain FDAARGOS_755 chromosome, complete genome	NZ_LS483403.1 Streptococcus lutetiensis strain NCTC13774 chromosome 1, complete sequence	84.88	86.75	5.52	2258003	1793521
/home/jshaw/scratch/DATABASES/refseq_all/GCF_013267695.1_ASM1326769v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_016127275.1_ASM1612727v1_genomic.fna	86.21	32.81	37.83	NZ_CP054015.1 Streptococcus gallolyticus strain FDAARGOS_755 chromosome, complete genome	NZ_CP065994.1 Streptococcus infantarius strain FDAARGOS_1019 chromosome, complete genome	85.10	87.16	5.91	2258003	1958742
/home/jshaw/scratch/DATABASES/refseq_all/GCF_018467135.1_ASM1846713v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_021609905.1_ASM2160990v1_genomic.fna	97.31	89.90	79.85	NZ_CP069060.1 Wolbachia endosymbiont of Drosophila santomea strain wSan isolate KB161 chromosome, complete genome	NZ_CP091195.1 Wolbachia endosymbiont of Delia radicum isolate iso-1 chromosome, complete genome	96.68	97.68	2.41	1409094	1586584
/home/jshaw/scratch/DATABASES/refseq_all/GCF_018467135.1_ASM1846713v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_021378375.1_ASM2137837v1_genomic.fna	99.27	84.46	92.21	NZ_CP069060.1 Wolbachia endosymbiont of Drosophila santomea strain wSan isolate KB161 chromosome, complete genome	NZ_CP076228.1 Wolbachia endosymbiont of Drosophila innubila isolate 11 chromosome, complete genome	99.27	99.49	0.56	1409094	1290587
/home/jshaw/scratch/DATABASES/refseq_all/GCF_018467135.1_ASM1846713v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_020995475.1_ASM2099547v1_genomic.fna	85.50	41.37	42.19	NZ_CP069060.1 Wolbachia endosymbiont of Drosophila santomea strain wSan isolate KB161 chromosome, complete genome	NZ_CP087954.1 Wolbachia endosymbiont of Corcyra cephalonica isolate SYLI2103 chromosome, complete genome	84.49	86.18	4.71	1409094	460628
/home/jshaw/scratch/DATABASES/refseq_all/GCF_018467135.1_ASM1846713v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_018491735.2_ASM1849173v2_genomic.fna	84.92	32.29	36.95	NZ_CP069060.1 Wolbachia endosymbiont of Drosophila santomea strain wSan isolate KB161 chromosome, complete genome	NZ_CP084694.1 Wolbachia endosymbiont of Anopheles demeilloni isolate wAnD chromosome, complete genome	83.78	85.63	4.78	1409094	1231247
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000968535.2_ASM96853v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_005931095.1_ASM593109v1_genomic.fna	95.12	84.42	81.00	NC_016112.1 Methylotuvimicrobium alcaliphilum 20Z, complete sequence	NZ_CP035467.1 Methylotuvimicrobium buryatense strain 5GB1C chromosome, complete genome	95.29	95.82	2.23	2398355.5	4998879
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003344445.1_ASM334444v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_004328625.1_ASM432862v1_genomic.fna	83.87	15.19	22.48	NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome	NZ_CP032229.1 Streptomyces seoulensis strain KCTC 9819 chromosome, complete genome	83.32	84.32	4.79	9513637	3213122.5
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003344445.1_ASM334444v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_016467295.1_ASM1646729v1_genomic.fna	83.93	17.44	19.43	NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome	NZ_CP066774.1 Streptomyces murinus strain Am1 chromosome, complete genome	83.37	84.34	5.05	9513637	8539264
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003344445.1_ASM334444v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_014673495.1_ASM1467349v1_genomic.fna	83.94	17.95	18.73	NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome	NZ_CP051006.1 Streptomyces griseofuscus strain DSM 40191 chromosome, complete genome	83.41	84.39	5.01	9513637	2279168
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003344445.1_ASM334444v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_006716135.1_ASM671613v1_genomic.fna	84.30	22.68	27.79	NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome	NZ_CP022310.1 Streptomyces calvus strain DSM 41452 chromosome, complete genome	83.88	84.64	4.64	9513637	7766581
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003344445.1_ASM334444v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_008705135.1_ASM870513v1_genomic.fna	85.42	34.16	34.81	NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome	NZ_CP023694.1 Streptomyces coeruleorubidus strain ATCC 13740 chromosome, complete genome	84.94	85.72	4.80	9513637	9335698
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003344445.1_ASM334444v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_003994395.1_ASM399439v1_genomic.fna	84.49	22.33	23.70	NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome	NZ_CP034687.1 Streptomyces griseoviridis strain F1-27 chromosome, complete genome	84.02	84.86	4.66	9513637	8963414
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003344445.1_ASM334444v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_003595235.1_ASM359523v1_genomic.fna	86.17	39.46	39.47	NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome	NZ_CP032427.1 Streptomyces griseorubiginosus strain 3E-1 chromosome, complete genome	85.79	86.51	4.34	9513637	9512378
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003344445.1_ASM334444v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_009796285.1_ASM979628v1_genomic.fna	83.77	21.19	20.71	NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome	NZ_CP047020.1 Streptomyces broussonetiae strain T44 chromosome	83.34	84.17	5.01	9513637	9735779
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003344445.1_ASM334444v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_003675325.1_ASM367532v1_genomic.fna	84.24	19.92	23.23	NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome	NZ_CP033073.1 Streptomyces dangxiongensis strain Z022 chromosome, complete genome	83.75	84.64	4.51	9513637	4078942.5
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003344445.1_ASM334444v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_015244315.1_ASM1524431v1_genomic.fna	84.06	19.25	21.65	NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome	NZ_CP043317.1 Streptomyces olivaceus strain SCSIO T05 chromosome, complete genome	83.56	84.54	4.78	9513637	8458055
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003344445.1_ASM334444v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_003665435.1_ASM366543v1_genomic.fna	84.69	23.61	29.30	NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome	NZ_CP023407.1 Streptomyces fungicidicus strain TXX3120 chromosome, complete genome	84.21	85.04	4.45	9513637	3833748
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003344445.1_ASM334444v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_008704575.1_ASM870457v1_genomic.fna	84.89	28.76	35.28	NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome	NZ_CP023703.1 Streptomyces galilaeus strain ATCC 14969 chromosome, complete genome	84.54	85.20	4.64	9513637	7756194
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003344445.1_ASM334444v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_022385335.1_ASM2238533v1_genomic.fna	83.71	20.78	19.57	NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome	NZ_CP092431.1 Streptomyces deccanensis strain KCTC 19241 chromosome, complete genome	83.32	84.04	5.43	9513637	10101518
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003344445.1_ASM334444v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_003955715.1_ASM395571v1_genomic.fna	85.82	40.51	37.08	NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome	NZ_CP034463.1 Streptomyces aquilus strain GGCR-6 chromosome, complete genome	85.45	86.16	4.24	9513637	10393987
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003344445.1_ASM334444v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_008704715.1_ASM870471v1_genomic.fna	85.30	34.65	33.25	NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome	NZ_CP023689.1 Streptomyces chartreusis strain ATCC 14922 chromosome, complete genome	84.95	85.59	4.29	9513637	9912098
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003344445.1_ASM334444v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_008704445.1_ASM870444v1_genomic.fna	83.52	16.23	20.19	NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome	NZ_CP023697.1 Streptomyces prasinus strain ATCC 13879 chromosome, complete genome	82.96	83.98	5.08	9513637	7647592
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003344445.1_ASM334444v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_004803895.1_ASM480389v1_genomic.fna	85.52	35.03	37.54	NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome	NZ_CP021978.1 Streptomyces hawaiiensis strain ATCC 12236 chromosome, complete genome	85.14	85.85	4.60	9513637	8876928
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003344445.1_ASM334444v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_003963535.1_ASM396353v1_genomic.fna	85.71	36.40	32.43	NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome	NZ_CP034539.1 Streptomyces cyaneochromogenes strain MK-45 chromosome, complete genome	85.34	86.06	4.49	9513637	10677137
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003344445.1_ASM334444v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_017352335.1_ASM1735233v1_genomic.fna	83.61	13.50	16.85	NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome	NZ_CP071465.1 Streptomyces nodosus strain ZJB2016050 chromosome, complete genome	83.13	84.07	4.95	9513637	7621081
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003344445.1_ASM334444v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_015160855.1_ASM1516085v1_genomic.fna	85.31	36.21	34.59	NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome	NZ_CP063373.1 Streptomyces ferrugineus strain CCTCC AA2014009 chromosome, complete genome	84.93	85.63	4.38	9513637	9959088
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003344445.1_ASM334444v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_009498275.1_ASM949827v1_genomic.fna	83.53	17.01	18.22	NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome	NZ_CP045643.1 Streptomyces fagopyri strain QMT-28 chromosome, complete genome	82.99	83.91	4.97	9513637	8880330
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003344445.1_ASM334444v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_017526105.1_ASM1752610v1_genomic.fna	84.24	22.52	24.42	NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome	NZ_CP071839.1 Streptomyces cyanogenus strain S136 chromosome, complete genome	83.68	84.61	5.03	9513637	8773899
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003344445.1_ASM334444v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_016598615.1_ASM1659861v1_genomic.fna	83.74	21.12	17.71	NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome	NZ_CP066831.1 Streptomyces sp. ZYC-3 chromosome, complete genome	83.30	84.06	5.18	9513637	5673600
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003344445.1_ASM334444v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_014701095.1_ASM1470109v1_genomic.fna	85.49	31.94	40.19	NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome	NZ_AP023439.1 Streptomyces tuirus strain JCM 4255 chromosome	85.04	85.83	4.12	9513637	7561001
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003344445.1_ASM334444v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_009184865.1_ASM918486v1_genomic.fna	83.47	17.65	16.50	NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome	NZ_CP045096.1 Streptomyces phaeolivaceus strain GY16 chromosome, complete genome	82.96	83.81	5.27	9513637	5087720
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003344445.1_ASM334444v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_015160875.1_ASM1516087v1_genomic.fna	84.69	25.21	32.05	NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome	NZ_CP063374.1 Streptomyces chromofuscus strain DSM 40273 chromosome, complete genome	84.15	85.04	4.50	9513637	7483282
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003344445.1_ASM334444v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_008704515.1_ASM870451v1_genomic.fna	84.82	22.92	29.95	NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome	NZ_CP023700.1 Streptomyces viridosporus T7A strain ATCC 39115 chromosome, complete genome	84.34	85.20	4.38	9513637	7280536
/home/jshaw/scratch/DATABASES/refseq_all/GCF_005155025.1_ASM515502v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_009856625.1_ASM985662v1_genomic.fna	87.18	55.98	54.21	NZ_CP039731.1 Aquitalea aquatilis strain THG-DN7.12 chromosome, complete genome	NZ_CP047241.1 Aquitalea denitrificans strain 5YN1-3 chromosome, complete genome	86.78	87.66	4.11	4359891	4502301
/home/jshaw/scratch/DATABASES/refseq_all/GCF_009739905.1_ASM973990v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_014489615.1_ASM1448961v1_genomic.fna	82.89	15.52	13.42	NZ_CP034279.1 Streptomyces ficellus strain NRRL 8067 chromosome, complete genome	NZ_CP060825.1 Streptomyces genisteinicus strain CRPJ-33 chromosome	82.37	83.44	5.27	7078240	2729449
/home/jshaw/scratch/DATABASES/refseq_all/GCF_009739905.1_ASM973990v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_022647665.1_ASM2264766v1_genomic.fna	83.48	18.95	16.34	NZ_CP034279.1 Streptomyces ficellus strain NRRL 8067 chromosome, complete genome	NZ_CP071872.1 Streptomyces formicae strain 1H-GS9 chromosome, complete genome	82.97	83.96	5.21	7078240	4102532
/home/jshaw/scratch/DATABASES/refseq_all/GCF_009739905.1_ASM973990v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_015710995.1_ASM1571099v1_genomic.fna	83.36	18.84	14.72	NZ_CP034279.1 Streptomyces ficellus strain NRRL 8067 chromosome, complete genome	NZ_CP059991.1 Streptomyces gardneri strain ATCC 15439 chromosome, complete genome	82.91	83.82	4.60	7078240	9054805
/home/jshaw/scratch/DATABASES/refseq_all/GCF_011455695.1_ASM1145569v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_014541205.1_ASM1454120v1_genomic.fna	82.61	17.48	18.48	NZ_CP015030.1 Mannheimia granulomatis strain B 234/94 chromosome, complete genome	NZ_CP061280.1 Mannheimia bovis strain ZY190616 chromosome, complete genome	81.38	83.51	6.25	2278480	2155161
/home/jshaw/scratch/DATABASES/refseq_all/GCF_017354925.1_ASM1735492v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_017354965.1_ASM1735496v1_genomic.fna	95.83	92.91	90.58	NZ_CP071504.1 Shewanella cyperi strain FJAT-53726 chromosome, complete genome	NZ_CP071502.1 Shewanella sedimentimangrovi strain FJAT-52962 chromosome, complete genome	95.92	96.38	2.00	4136074	4242357
/home/jshaw/scratch/DATABASES/refseq_all/GCF_019397265.1_ASM1939726v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_020215645.1_ASM2021564v1_genomic.fna	85.13	34.55	25.98	NZ_CP068985.1 Nonomuraea coxensis DSM 45129 chromosome, complete genome	NZ_CP084058.1 Nonomuraea gerenzanensis strain L70 chromosome, complete genome	84.75	85.45	4.28	9073954	4022017.3
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001051995.2_ASM105199v2_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_001922305.1_ASM192230v1_genomic.fna	83.71	19.02	21.24	NZ_CP014646.1 Thauera humireducens strain SgZ-1 chromosome, complete genome	NZ_CP018839.1 Thauera chlorobenzoica strain 3CB1 chromosome, complete genome	83.00	84.35	5.16	4171754	3735506
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001051995.2_ASM105199v2_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_003030465.1_ASM303046v1_genomic.fna	83.65	17.74	19.94	NZ_CP014646.1 Thauera humireducens strain SgZ-1 chromosome, complete genome	NZ_CP028339.1 Thauera aromatica K172 chromosome, complete genome	82.98	84.21	4.95	4171754	1855896
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001956695.1_ASM195669v1_genomic.fna	/home/jshaw/scratch/DATABASES/refseq_all/GCF_003711085.1_ASM371108v1_genomic.fna	98.48	88.88	90.47	NZ_CP019070.1 Poseidonibacter parvus strain LPB0137 chromosome, complete genome	NZ_CP032363.1 Arcobacter peruensis strain PSE-93 chromosome	98.26	98.80	2.27	2866429	2816102
