Ref_file	Query_file	AAI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
/home/jshaw/scratch/DATABASES/refseq_all/GCF_020091585.1_ASM2009158v1_genomic.fna	./references/refseq_subset_aai/GCF_000020025.1_ASM2002v1_genomic.fna	0.6485	0.1455	0.1376	NZ_CP083582.1 Kovacikia minuta CCNUW1 strain CCNU0001 chromosome, complete genome	NC_010628.1 Nostoc punctiforme PCC 73102, complete sequence
/home/jshaw/scratch/DATABASES/refseq_all/GCF_022701275.1_ASM2270127v1_genomic.fna	./references/refseq_subset_aai/GCF_000020025.1_ASM2002v1_genomic.fna	0.6462	0.1750	0.1294	NZ_CP031740.1 Microcoleus vaginatus PCC 9802 strain PCC9802 chromosome, complete genome	NC_010628.1 Nostoc punctiforme PCC 73102, complete sequence
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000317675.1_ASM31767v1_genomic.fna	./references/refseq_subset_aai/GCF_000020025.1_ASM2002v1_genomic.fna	0.6445	0.1500	0.0692	NC_019776.1 Cyanobacterium aponinum PCC 10605, complete sequence	NC_010628.1 Nostoc punctiforme PCC 73102, complete sequence
/home/jshaw/scratch/DATABASES/refseq_all/GCF_007904085.1_ASM790408v1_genomic.fna	./references/refseq_subset_aai/GCF_000020025.1_ASM2002v1_genomic.fna	0.6395	0.1761	0.0685	NZ_CP042326.1 Euhalothece natronophila Z-M001 chromosome, complete genome	NC_010628.1 Nostoc punctiforme PCC 73102, complete sequence
/home/jshaw/scratch/DATABASES/refseq_all/GCF_002754935.1_ASM275493v1_genomic.fna	./references/refseq_subset_aai/GCF_000020025.1_ASM2002v1_genomic.fna	0.6377	0.2294	0.0673	NZ_CP018092.1 Thermostichus lividus PCC 6715 chromosome, complete genome	NC_010628.1 Nostoc punctiforme PCC 73102, complete sequence
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000317475.1_ASM31747v1_genomic.fna	./references/refseq_subset_aai/GCF_000020025.1_ASM2002v1_genomic.fna	0.6313	0.1433	0.1309	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	NC_010628.1 Nostoc punctiforme PCC 73102, complete sequence
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000317615.1_ASM31761v1_genomic.fna	./references/refseq_subset_aai/GCF_000020025.1_ASM2002v1_genomic.fna	0.6158	0.1314	0.0548	NC_019780.1 Dactylococcopsis salina PCC 8305, complete sequence	NC_010628.1 Nostoc punctiforme PCC 73102, complete sequence
Ref_file	Query_file	AAI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
/home/jshaw/scratch/DATABASES/refseq_all/GCF_901482695.1_45076_G02_genomic.fna	./references/refseq_subset_aai/GCF_901482695.1_45076_G02_genomic.fna	1.0000	0.9904	0.9904	NZ_LR590484.1 Sphingobacterium thalpophilum strain NCTC11429 chromosome 1	NZ_LR590484.1 Sphingobacterium thalpophilum strain NCTC11429 chromosome 1
/home/jshaw/scratch/DATABASES/refseq_all/GCF_014109745.1_ASM1410974v1_genomic.fna	./references/refseq_subset_aai/GCF_901482695.1_45076_G02_genomic.fna	0.8580	0.5792	0.6250	NZ_CP058555.1 Sphingobacterium paramultivorum strain BIGb0170 chromosome	NZ_LR590484.1 Sphingobacterium thalpophilum strain NCTC11429 chromosome 1
/home/jshaw/scratch/DATABASES/refseq_all/GCF_016725865.1_ASM1672586v1_genomic.fna	./references/refseq_subset_aai/GCF_901482695.1_45076_G02_genomic.fna	0.8488	0.6210	0.6275	NZ_CP068086.1 Sphingobacterium multivorum strain FDAARGOS_1143 chromosome, complete genome	NZ_LR590484.1 Sphingobacterium thalpophilum strain NCTC11429 chromosome 1
/home/jshaw/scratch/DATABASES/refseq_all/GCF_016725645.1_ASM1672564v1_genomic.fna	./references/refseq_subset_aai/GCF_901482695.1_45076_G02_genomic.fna	0.7422	0.3915	0.3373	NZ_CP068084.1 Sphingobacterium spiritivorum strain FDAARGOS_1144 chromosome, complete genome	NZ_LR590484.1 Sphingobacterium thalpophilum strain NCTC11429 chromosome 1
/home/jshaw/scratch/DATABASES/refseq_all/GCF_004421025.1_ASM442102v1_genomic.fna	./references/refseq_subset_aai/GCF_901482695.1_45076_G02_genomic.fna	0.7414	0.4084	0.3011	NZ_CP038029.1 Sphingobacterium psychroaquaticum strain SJ-25 chromosome, complete genome	NZ_LR590484.1 Sphingobacterium thalpophilum strain NCTC11429 chromosome 1
/home/jshaw/scratch/DATABASES/refseq_all/GCF_011046555.1_ASM1104655v1_genomic.fna	./references/refseq_subset_aai/GCF_901482695.1_45076_G02_genomic.fna	0.7279	0.4372	0.2955	NZ_CP049246.1 Sphingobacterium lactis strain DSM 22361 chromosome, complete genome	NZ_LR590484.1 Sphingobacterium thalpophilum strain NCTC11429 chromosome 1
/home/jshaw/scratch/DATABASES/refseq_all/GCF_008274825.1_ASM827482v1_genomic.fna	./references/refseq_subset_aai/GCF_901482695.1_45076_G02_genomic.fna	0.7274	0.3706	0.2791	NZ_CP030848.1 Sphingobacterium hotanense strain AMCC101218 chromosome, complete genome	NZ_LR590484.1 Sphingobacterium thalpophilum strain NCTC11429 chromosome 1
/home/jshaw/scratch/DATABASES/refseq_all/GCF_901472535.1_36734_G01_genomic.fna	./references/refseq_subset_aai/GCF_901482695.1_45076_G02_genomic.fna	0.7141	0.3412	0.2708	NZ_LR590470.1 Sphingobacterium daejeonense strain NCTC13534 chromosome 1	NZ_LR590484.1 Sphingobacterium thalpophilum strain NCTC11429 chromosome 1
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000190735.1_ASM19073v2_genomic.fna	./references/refseq_subset_aai/GCF_901482695.1_45076_G02_genomic.fna	0.6745	0.2131	0.1657	NC_015177.1 Pseudopedobacter saltans DSM 12145, complete sequence	NZ_LR590484.1 Sphingobacterium thalpophilum strain NCTC11429 chromosome 1
/home/jshaw/scratch/DATABASES/refseq_all/GCF_008195825.1_ASM819582v1_genomic.fna	./references/refseq_subset_aai/GCF_901482695.1_45076_G02_genomic.fna	0.6592	0.1722	0.1113	NZ_CP043329.1 Pedobacter aquae strain CJ43 chromosome, complete genome	NZ_LR590484.1 Sphingobacterium thalpophilum strain NCTC11429 chromosome 1
/home/jshaw/scratch/DATABASES/refseq_all/GCF_009754905.2_ASM975490v2_genomic.fna	./references/refseq_subset_aai/GCF_901482695.1_45076_G02_genomic.fna	0.6391	0.1436	0.0890	NZ_CP066775.1 Mucilaginibacter ginkgonis strain HMF7856 chromosome, complete genome	NZ_LR590484.1 Sphingobacterium thalpophilum strain NCTC11429 chromosome 1
Ref_file	Query_file	AAI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000009365.1_ASM936v1_genomic.fna	./references/refseq_subset_aai/GCF_000009365.1_ASM936v1_genomic.fna	1.0000	0.9937	0.9937	NC_008260.1 Alcanivorax borkumensis SK2, complete sequence	NC_008260.1 Alcanivorax borkumensis SK2, complete sequence
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000300005.1_ASM30000v1_genomic.fna	./references/refseq_subset_aai/GCF_000009365.1_ASM936v1_genomic.fna	0.7317	0.3324	0.5250	NC_018691.1 Alcanivorax dieselolei B5, complete sequence	NC_008260.1 Alcanivorax borkumensis SK2, complete sequence
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000299335.2_ASM29933v2_genomic.fna	./references/refseq_subset_aai/GCF_000009365.1_ASM936v1_genomic.fna	0.6891	0.2846	0.3802	NZ_CP004387.1 Alcanivorax pacificus W11-5 chromosome, complete genome	NC_008260.1 Alcanivorax borkumensis SK2, complete sequence
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000284615.1_ASM28461v1_genomic.fna	./references/refseq_subset_aai/GCF_000009365.1_ASM936v1_genomic.fna	0.6220	0.0995	0.1272	NC_017067.1 Marinobacter nauticus ATCC 49840, complete sequence	NC_008260.1 Alcanivorax borkumensis SK2, complete sequence
/home/jshaw/scratch/DATABASES/refseq_all/GCF_002162375.1_ASM216237v1_genomic.fna	./references/refseq_subset_aai/GCF_000009365.1_ASM936v1_genomic.fna	0.6162	0.0564	0.1153	NZ_CP021425.1 Oleiphilus messinensis strain ME102 chromosome, complete genome	NC_008260.1 Alcanivorax borkumensis SK2, complete sequence
/home/jshaw/scratch/DATABASES/refseq_all/GCF_016859375.1_ASM1685937v1_genomic.fna	./references/refseq_subset_aai/GCF_000009365.1_ASM936v1_genomic.fna	0.6125	0.0539	0.0740	NZ_CP066539.1 Halomonas venusta strain 4743 chromosome	NC_008260.1 Alcanivorax borkumensis SK2, complete sequence
/home/jshaw/scratch/DATABASES/refseq_all/GCF_004851605.1_ASM485160v1_genomic.fna	./references/refseq_subset_aai/GCF_000009365.1_ASM936v1_genomic.fna	0.6119	0.0772	0.1054	NZ_CP031093.1 Hydrocarboniclastica marina strain soil36-7 chromosome, complete genome	NC_008260.1 Alcanivorax borkumensis SK2, complete sequence
/home/jshaw/scratch/DATABASES/refseq_all/GCF_018972165.1_ASM1897216v1_genomic.fna	./references/refseq_subset_aai/GCF_000009365.1_ASM936v1_genomic.fna	0.6086	0.0753	0.1068	NZ_CP076686.1 Marinobacter adhaerens strain HP15-B chromosome, complete genome	NC_008260.1 Alcanivorax borkumensis SK2, complete sequence
/home/jshaw/scratch/DATABASES/refseq_all/GCF_900105255.1_IMG-taxon_2675902958_annotated_assembly_genomic.fna	./references/refseq_subset_aai/GCF_000009365.1_ASM936v1_genomic.fna	0.6080	0.0801	0.1034	NZ_LT629763.1 Halopseudomonas sabulinigri strain JCM 14963 chromosome I	NC_008260.1 Alcanivorax borkumensis SK2, complete sequence
/home/jshaw/scratch/DATABASES/refseq_all/GCF_019443265.1_ASM1944326v1_genomic.fna	./references/refseq_subset_aai/GCF_000009365.1_ASM936v1_genomic.fna	0.6038	0.0633	0.0772	NZ_CP080328.1 Halomonas piezotolerans strain HN2 chromosome, complete genome	NC_008260.1 Alcanivorax borkumensis SK2, complete sequence
/home/jshaw/scratch/DATABASES/refseq_all/GCF_011399095.1_ASM1139909v1_genomic.fna	./references/refseq_subset_aai/GCF_000009365.1_ASM936v1_genomic.fna	0.6026	0.0608	0.0804	NZ_AP022843.1 Halomonas hydrothermalis strain Slthf2 chromosome, complete genome	NC_008260.1 Alcanivorax borkumensis SK2, complete sequence
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001886615.1_ASM188661v1_genomic.fna	./references/refseq_subset_aai/GCF_000009365.1_ASM936v1_genomic.fna	0.6022	0.0572	0.0650	NZ_CP018139.1 Halomonas aestuarii strain Hb3 chromosome, complete genome	NC_008260.1 Alcanivorax borkumensis SK2, complete sequence
/home/jshaw/scratch/DATABASES/refseq_all/GCF_016132445.1_ASM1613244v1_genomic.fna	./references/refseq_subset_aai/GCF_000009365.1_ASM936v1_genomic.fna	0.5991	0.0824	0.0747	NZ_CP046056.1 Venatorbacter cucullus strain ASxL5 chromosome, complete genome	NC_008260.1 Alcanivorax borkumensis SK2, complete sequence
/home/jshaw/scratch/DATABASES/refseq_all/GCF_007954585.1_ASM795458v1_genomic.fna	./references/refseq_subset_aai/GCF_000009365.1_ASM936v1_genomic.fna	0.5980	0.0560	0.0679	NZ_CP042382.1 Pistricoccus aurantiacus strain CBA4606 chromosome, complete genome	NC_008260.1 Alcanivorax borkumensis SK2, complete sequence
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000196875.2_ASM19687v2_genomic.fna	./references/refseq_subset_aai/GCF_000009365.1_ASM936v1_genomic.fna	0.5960	0.0549	0.0715	NC_014532.2 Halomonas elongata DSM 2581, complete sequence	NC_008260.1 Alcanivorax borkumensis SK2, complete sequence
Ref_file	Query_file	AAI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001746835.1_ASM174683v1_genomic.fna	./references/refseq_subset_aai/GCF_001746835.1_ASM174683v1_genomic.fna	1.0000	0.9914	0.9914	NZ_CP016094.1 Lacunisphaera limnophila strain IG16b chromosome, complete genome	NZ_CP016094.1 Lacunisphaera limnophila strain IG16b chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_002310495.1_ASM231049v1_genomic.fna	./references/refseq_subset_aai/GCF_001746835.1_ASM174683v1_genomic.fna	0.6065	0.0713	0.0804	NZ_CP023344.1 Nibricoccus aquaticus strain HZ-65 chromosome, complete genome	NZ_CP016094.1 Lacunisphaera limnophila strain IG16b chromosome, complete genome
Ref_file	Query_file	AAI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000833575.1_ASM83357v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	1.0000	0.9930	0.9930	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000022905.1_ASM2290v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.8883	0.8331	0.8298	NC_012590.1 Corynebacterium aurimucosum ATCC 700975, complete sequence	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_016728365.1_ASM1672836v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.7860	0.7203	0.6240	NZ_CP068156.1 Corynebacterium tuberculostearicum strain FDAARGOS_1117 chromosome, complete genome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_016599755.1_ASM1659975v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.7845	0.6875	0.6129	NZ_CP067012.1 Corynebacterium kefirresidentii strain FDAARGOS_1055 chromosome, complete genome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000980815.1_ASM98081v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.7647	0.6467	0.5602	NZ_CP011311.1 Corynebacterium camporealensis strain DSM 44610 chromosome, complete genome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001941465.1_ASM194146v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.7517	0.5945	0.5794	NZ_CP009246.1 Corynebacterium flavescens strain OJ8 chromosome, complete genome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_004795735.1_ASM479573v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.7391	0.5929	0.5189	NZ_CP039247.1 Corynebacterium endometrii strain LMM-1653 chromosome, complete genome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_011038655.2_ASM1103865v2_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.7361	0.5421	0.4994	NZ_CP064954.1 Corynebacterium lizhenjunii strain ZJ-599 chromosome, complete genome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_902381765.1_UHGG_MGYG-HGUT-01533_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.7224	0.5043	0.4971	NZ_LR698967.1 Corynebacterium ammoniagenes isolate MGYG-HGUT-01533 chromosome 1	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001941345.1_ASM194134v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.7223	0.4878	0.4932	NZ_CP009251.1 Corynebacterium stationis strain 622=DSM 20302 chromosome, complete genome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001941565.1_ASM194156v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.7189	0.4455	0.4394	NZ_CP009249.1 Corynebacterium phocae strain M408/89/1 chromosome, complete genome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000550785.1_ASM55078v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.7167	0.4269	0.4724	NZ_CP004350.1 Corynebacterium casei LMG S-19264 chromosome, complete genome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_014217255.1_ASM1421725v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.7139	0.5273	0.4376	NZ_CP059404.1 Corynebacterium incognita strain Marseille-Q3630 chromosome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000980835.1_ASM98083v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6794	0.3004	0.2499	NZ_CP011312.1 Corynebacterium kutscheri strain DSM 20755 chromosome, complete genome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_002843135.1_ASM284313v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6774	0.3569	0.3035	NZ_CP025209.1 Corynebacterium diphtheriae bv. mitis str. ISS 3319 chromosome, complete genome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_016728665.1_ASM1672866v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6755	0.3503	0.3070	NZ_CP068161.1 Corynebacterium propinquum strain FDAARGOS_1112 chromosome, complete genome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001865765.1_ASM186576v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6740	0.3570	0.2949	NZ_CP016826.1 Corynebacterium pseudotuberculosis strain MEX29 chromosome, complete genome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_902702935.1_FRC0190_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6697	0.3275	0.2836	NZ_LR738855.1 Corynebacterium rouxii strain FRC0190 chromosome 1	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001021045.1_ASM102104v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6696	0.3963	0.3810	NZ_CP011545.1 Corynebacterium testudinoris strain DSM 44614 chromosome, complete genome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000769635.1_ASM76963v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6695	0.3618	0.3152	NZ_CP009716.1 Corynebacterium ulcerans strain 05146 chromosome, complete genome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000747315.1_ASM74731v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6690	0.3761	0.3094	NZ_CP009215.1 Corynebacterium ureicelerivorans strain IMMIB RIV-2301 chromosome, complete genome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000590555.1_ASM59055v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6681	0.3513	0.2521	NC_022198.1 Corynebacterium argentoratense DSM 44202, complete sequence	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001263755.1_ASM126375v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6678	0.3746	0.3392	NZ_CP012342.1 Corynebacterium riegelii strain PUDD_83A45 chromosome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000344785.1_ASM34478v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6678	0.3146	0.3255	NC_020506.1 Corynebacterium callunae DSM 20147, complete sequence	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_900478035.1_47555_E02_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6658	0.3396	0.2801	NZ_LS483464.1 Corynebacterium renale strain NCTC7448 chromosome 1, complete sequence	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003813985.1_ASM381398v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6623	0.3781	0.3023	NZ_CP033897.1 Corynebacterium gerontici strain W8 chromosome, complete genome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_011038645.2_ASM1103864v2_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6620	0.3698	0.2898	NZ_CP064955.1 Corynebacterium qintianiae strain MC1420 chromosome MC1420, complete sequence	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_002162115.1_ASM216211v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6616	0.3384	0.3076	NZ_CP021417.1 Corynebacterium silvaticum strain PO100/5 chromosome, complete genome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001277995.1_ASM127799v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6610	0.2800	0.3001	NZ_CP009220.1 Corynebacterium deserti GIMN1.010 chromosome, complete genome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_900103625.1_IMG-taxon_2634166344_annotated_assembly_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6607	0.3858	0.3089	NZ_LT629700.1 Corynebacterium mycetoides strain DSM 20632 chromosome I	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_900187215.1_52295_D01_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6581	0.3479	0.3154	NZ_LT906467.1 Corynebacterium imitans strain NCTC13015 chromosome 1, complete sequence	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_014490555.1_ASM1449055v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6579	0.3513	0.2902	NZ_CP061032.1 Corynebacterium lujinxingii strain zg-917 chromosome, complete genome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_007641235.1_ASM764123v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6572	0.3245	0.2709	NZ_CP038157.1 Corynebacterium sanguinis strain CCUG 58655 chromosome, complete genome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000835165.1_ASM83516v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6570	0.3747	0.3613	NZ_CP007790.1 Corynebacterium marinum DSM 44953 chromosome, complete genome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000550805.1_ASM55080v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6561	0.2824	0.2925	NZ_CP004353.1 Corynebacterium vitaeruminis DSM 20294 chromosome, complete genome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_014117265.1_ASM1411726v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6560	0.2771	0.2626	NZ_CP059833.1 Corynebacterium hindlerae strain NML 93-0612 chromosome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_002355155.1_ASM235515v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6557	0.2512	0.3139	NZ_AP017369.1 Corynebacterium suranareeae strain N24 chromosome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001021025.1_ASM102102v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6548	0.2907	0.2765	NZ_CP011541.1 Corynebacterium epidermidicanis strain DSM 45586 chromosome, complete genome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000404185.1_ASM40418v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6543	0.2689	0.3183	NC_021352.1 Corynebacterium glutamicum SCgG2, complete sequence	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_002287505.1_ASM228750v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6538	0.3477	0.3094	NZ_CP019688.1 Corynebacterium glaucum strain DSM 30827 chromosome, complete genome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001643015.1_ASM164301v1_genomic.fna	./references/refseq_subset_aai/GCF_000833575.1_ASM83357v1_genomic.fna	0.6535	0.2415	0.2745	NZ_CP015622.1 Corynebacterium crudilactis strain JZ16 chromosome, complete genome	NZ_CP010827.1 Corynebacterium singulare strain IBS B52218 chromosome, complete genome
