Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name	ANI_5_percentile	ANI_95_percentile	Standard_deviation	Ref_mean_ctg_len	Query_mean_ctg_len
references/D2/Bacillus_anthracis_GCA_000782995.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.93	98.18	94.07	JSZS01000001.1 Bacillus anthracis strain 2000031052 contig0001, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.92	99.94	0.20	97668.31	1834814.6
references/D2/Bacillus_anthracis_NZ_CP009902.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.93	96.97	98.68	NZ_CP009902.1 Bacillus anthracis strain 2002013094, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.91	99.94	0.15	1867027.6	1834814.6
references/D2/Bacillus_anthracis_GCA_000783235.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.93	97.75	97.67	JTAG01000001.1 Bacillus anthracis strain 2002013094 contig0001, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.91	99.94	0.17	87294.6	1834814.6
references/D2/Bacillus_anthracis_CP019726.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.93	98.74	96.69	CP019726.1 Bacillus anthracis strain Sterne 34F2 genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.92	99.94	0.10	2694985	1834814.6
references/D2/Bacillus_anthracis_NZ_CP007618.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.92	98.67	95.58	NZ_CP007618.1 Bacillus anthracis strain 2000031021, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.90	99.94	0.16	2665868.5	1834814.6
references/D2/Bacillus_anthracis_str__A2012_AAAC01000001.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.91	98.59	96.19	AAAC01000001.1 Bacillus anthracis str. A2012 chromosome, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.90	99.92	0.11	1790020	1834814.6
references/D2/Bacillus_cereus_GCA_001286825.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.21	84.62	80.38	CYHM01000001.1 Bacillus cereus genome assembly Bacillus JRS4, contig contig000001, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.11	99.28	1.28	7009.5923	1834814.6
references/D2/Bacillus_cereus_GCA_001543815.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.11	74.43	49.21	LRRS01000001.1 Bacillus cereus strain PE5-132 contig1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	98.98	99.20	1.14	2532.4927	1834814.6
references/D2/Bacillus_cereus_NZ_CP018935.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.96	91.53	88.53	NZ_CP018935.1 Bacillus cereus strain JEM-2, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	98.87	99.04	0.97	2662085.5	1834814.6
references/D2/Bacillus_cereus_NZ_CP018931.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.92	92.00	89.26	NZ_CP018931.1 Bacillus cereus strain ISSFR-3F, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	98.83	99.01	1.02	2670199.5	1834814.6
references/D2/Bacillus_cereus_NZ_CP018933.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.91	92.06	89.32	NZ_CP018933.1 Bacillus cereus strain ISSFR-9F, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	98.80	99.01	1.01	2670505	1834814.6
references/D2/Bacillus_cereus_GCA_001936485.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.91	90.16	88.02	MSMO01000007.1 Bacillus cereus strain ISSFR-23F plasmid unnamed1 utg7180000000006_pilon, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	98.77	99.01	1.13	335863	1834814.6
references/D2/Bacillus_thuringiensis_NZ_CP009335.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.88	80.53	89.14	NZ_CP009335.1 Bacillus thuringiensis strain HD1011, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	98.71	98.99	1.25	1218675	1834814.6
references/D2/Bacillus_anthracis_GCA_001278435.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.85	97.75	95.10	CM003469.1 Bacillus anthracis strain 3631_1C plasmid pXO1, complete sequence, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	98.76	98.92	0.84	133887.9	1834814.6
references/D2/Bacillus_thuringiensis_NZ_CP009720.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.81	93.10	89.49	NZ_CP009720.1 Bacillus thuringiensis strain HD682, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	98.66	98.94	1.34	1322847.3	1834814.6
references/D2/Bacillus_cereus_GCA_001541995.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.80	83.64	86.47	LRPI01000001.1 Bacillus cereus strain PE8-121b contig1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	98.56	98.97	1.82	25292.742	1834814.6
references/D2/Bacillus_cereus_W_GCA_000181595.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.78	90.00	85.68	ABCZ02000102.1 Bacillus cereus W plasmid pW_3, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	98.61	98.92	1.61	51378.168	1834814.6
references/D2/Bacillus_anthracis_GCA_001278445.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.77	97.42	96.30	CM003467.1 Bacillus anthracis strain 20SD plasmid pXO1, complete sequence, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	98.69	98.84	0.86	106692.26	1834814.6
references/D2/Bacillus_thuringiensis_serovar_pondicheriensis_BGSC_4BA1_NZ_CM000755.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.76	81.49	89.29	NZ_CM000755.1 Bacillus thuringiensis serovar pondicheriensis BGSC 4BA1 chromosome, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	98.59	98.89	1.29	6031475	1834814.6
references/D2/Bacillus_cereus_NZ_CP009605.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.70	86.85	89.03	NZ_CP009605.1 Bacillus cereus strain S2-8, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	98.48	98.93	2.22	1410617	1834814.6
references/D2/Bacillus_cereus_NZ_CP009596.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.70	86.94	89.12	NZ_CP009596.1 Bacillus cereus strain 3a, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	98.48	98.93	2.22	1410575	1834814.6
references/D2/Bacillus_cereus_95_8201_NZ_CM000727.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.58	87.91	89.18	NZ_CM000727.1 Bacillus cereus 95/8201 chromosome, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	98.37	98.82	2.25	5584055	1834814.6
references/D2/Bacillus_thuringiensis_serovar_monterrey_BGSC_4AJ1_NZ_CM000752.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.55	77.12	90.92	NZ_CM000752.1 Bacillus thuringiensis serovar monterrey BGSC 4AJ1 chromosome, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	98.36	98.72	2.05	6489024	1834814.6
references/D2/Bacillus_thuringiensis_serovar_andalousiensis_BGSC_4AW1_NZ_CM000754.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.54	87.70	87.45	NZ_CM000754.1 Bacillus thuringiensis serovar andalousiensis BGSC 4AW1 chromosome, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	98.37	98.68	1.54	5488844	1834814.6
references/D2/Bacillus_cereus_AH820_NC_011773.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.53	89.74	91.11	NC_011773.1 Bacillus cereus AH820, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	98.28	98.79	2.47	1397208.5	1834814.6
references/D2/Bacillus_thuringiensis_serovar_pulsiensis_BGSC_4CC1_NZ_CM000757.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.46	83.32	90.86	NZ_CM000757.1 Bacillus thuringiensis serovar pulsiensis BGSC 4CC1 chromosome, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	98.26	98.66	2.19	6002603	1834814.6
references/D2/Bacillus_cereus_NVH0597_99_GCA_000181635.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.32	86.76	84.31	ABDK02000071.1 Bacillus cereus NVH0597-99 plasmid pNVH0597_60, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	98.18	98.44	1.19	75333.86	1834814.6
references/D2/Bacillus_cereus_GCA_001044585.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.32	87.49	83.07	JYPL01000001.1 Bacillus cereus strain HWW 274-2 contig0, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	98.19	98.46	1.61	16332.388	1834814.6
references/D2/Bacillus_cereus_biovar_anthracis_str__CI_NC_014335.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.30	93.94	93.63	NC_014335.1 Bacillus cereus biovar anthracis str. CI, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	98.17	98.41	1.20	1371662.3	1834814.6
references/D2/Bacillus_anthracis_GCA_001029875.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.25	82.71	85.29	LDPG01000001.1 Bacillus anthracis strain RIT375 contig1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	98.09	98.39	1.46	97864.76	1834814.6
references/D2/Bacillus_anthracis_GCA_001758315.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.21	90.36	84.04	MEAQ01000001.1 Bacillus anthracis strain PFAB2 PFAB2_S46_L001_R1_001_(paired)_contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	98.04	98.38	1.78	15655.29	1834814.6
references/D2/_Bacillus_thuringiensis__serovar_konkukian_str__97_27_NC_005957.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.15	90.83	87.71	NC_005957.1 [Bacillus thuringiensis] serovar konkukian str. 97-27 chromosome, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	97.97	98.33	1.93	2657397	1834814.6
references/D2/Bacillus_cereus_GCA_001583805.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.13	81.28	85.39	LOMT01000001.1 Bacillus cereus strain FSL W8-0275 contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	97.94	98.31	1.85	37067.64	1834814.6
references/D2/Bacillus_cereus_GCA_001008645.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.09	85.52	86.56	LCYM01000001.1 Bacillus cereus strain B4087 NODE_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	97.88	98.24	1.91	79587.57	1834814.6
references/D2/Bacillus_thuringiensis_NZ_CP010088.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.07	91.78	88.59	NZ_CP010088.1 Bacillus thuringiensis strain 97-27, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	97.86	98.25	1.97	2656343	1834814.6
references/D2/Bacillus_cereus_ISP3191_GCA_000291135.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	98.07	91.95	89.72	JH792131.1 Bacillus cereus ISP3191 genomic scaffold supercont1.1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	97.85	98.23	1.85	1342780.8	1834814.6
references/D2/Bacillus_anthracis_GCA_001883885.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	97.96	88.40	87.58	LZQX01000002.1 Bacillus anthracis strain N1ZF-2 contig10, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	97.77	98.20	2.20	71753.516	1834814.6
references/D2/Bacillus_cereus_SJ1_GCA_000177295.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	97.95	89.12	82.75	ADFM01000254.1 Bacillus cereus SJ1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	97.81	98.07	1.35	36249.617	1834814.6
references/D2/Bacillus_cereus_Rock3_42_NZ_CM000732.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	97.92	93.68	88.55	NZ_CM000732.1 Bacillus cereus Rock3-42 chromosome, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	97.70	98.13	2.16	5202904	1834814.6
references/D2/Bacillus_thuringiensis_str__Al_Hakam_NC_008600.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	97.90	91.41	88.24	NC_008600.1 Bacillus thuringiensis str. Al Hakam, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	97.72	98.04	1.57	2656515	1834814.6
references/D2/Bacillus_cereus_F837_76_NC_016779.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	97.90	91.41	87.82	NC_016779.1 Bacillus cereus F837/76, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	97.75	98.03	1.51	1762832.6	1834814.6
references/D2/Bacillus_cereus_GCA_001584105.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	97.89	83.22	84.36	LOMU01000001.1 Bacillus cereus strain FSL W8-0483 contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	97.73	98.04	1.83	43590.773	1834814.6
references/D2/Bacillus_cereus_BGSC_6E1_NZ_CM000716.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	97.87	83.06	86.47	NZ_CM000716.1 Bacillus cereus BGSC 6E1 chromosome, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	97.66	98.03	1.64	5730178	1834814.6
references/D2/Bacillus_cereus_03BB102_NC_012472.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	97.78	92.31	91.38	NC_012472.1 Bacillus cereus 03BB102, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	97.57	97.92	1.74	2724654	1834814.6
references/D2/Bacillus_thuringiensis_NZ_CP009600.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	97.77	91.91	88.70	NZ_CP009600.1 Bacillus thuringiensis strain HD571, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	97.54	97.95	1.90	2656089.5	1834814.6
references/D2/Bacillus_cereus_E33L_NZ_CP009968.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	97.75	82.83	87.98	NZ_CP009968.1 Bacillus cereus E33L, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	97.59	97.90	1.53	974463.5	1834814.6
references/D2/Bacillus_cereus_E33L_NC_006274.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	97.75	82.93	88.03	NC_006274.1 Bacillus cereus E33L, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	97.58	97.89	1.53	973872.5	1834814.6
references/D2/Bacillus_cereus_GCA_001901235.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	97.66	90.98	86.07	MPOL01000001.1 Bacillus cereus strain NZAS01 NZAS01_mira_c1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	97.45	97.84	2.08	92989.734	1834814.6
references/D2/Bacillus_cereus_D17_NZ_CP009300.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	97.65	85.64	86.98	NZ_CP009300.1 Bacillus cereus D17, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	97.37	97.93	2.66	2795179	1834814.6
references/D2/Bacillus_cereus_03BB108_NZ_CP009641.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	97.64	80.52	88.77	NZ_CP009641.1 Bacillus cereus 03BB108, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	97.41	97.87	2.39	758591.1	1834814.6
references/D2/Bacillus_cereus_03BB102_NZ_CP009318.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	97.64	92.27	91.32	NZ_CP009318.1 Bacillus cereus 03BB102, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	97.41	97.85	2.16	2724053.5	1834814.6
references/D2/Bacillus_cereus_GCA_001583855.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	97.62	84.81	87.14	LOQC01000001.1 Bacillus cereus strain FSL W8-0932 contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	97.37	97.85	2.38	31417.434	1834814.6
references/D2/Bacillus_cereus_03BB108_GCA_000181655.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	97.60	81.76	88.02	ABDM02000066.1 Bacillus cereus 03BB108 plasmid p03BB108_10, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	97.38	97.77	2.04	89784.55	1834814.6
references/D2/Bacillus_cereus_GCA_001982845.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	97.51	90.83	84.52	MLKL01000001.1 Bacillus cereus strain MOD1_Bc98 Bc98_MED_contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	97.29	97.66	1.72	66519.49	1834814.6
references/D2/Bacillus_anthracis_GCA_001883895.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	97.39	88.33	86.65	LZQW01000001.1 Bacillus anthracis strain L19 contig1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	97.23	97.53	1.74	62787.766	1834814.6
references/D2/Bacillus_cereus_GCA_001913305.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	96.35	88.59	81.38	MIFQ01000001.1 Bacillus cereus strain MOD1_Bc89 Bc89_contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	96.19	96.50	1.95	38893.676	1834814.6
references/D2/Bacillus_cereus_GCA_001286905.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	96.10	42.40	72.97	CYHI01000001.1 Bacillus cereus genome assembly Bacillus JRS1, contig contig000001, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	95.92	96.27	2.07	12222.996	1834814.6
references/D2/Bacillus_cereus_GCA_001913295.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	95.88	88.18	82.94	MIFT01000001.1 Bacillus cereus strain MOD1_Bc119 Bc119_contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	95.69	96.02	1.74	72919.9	1834814.6
references/D2/Bacillus_cereus_m1293_NZ_CM000714.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	95.87	87.97	84.22	NZ_CM000714.1 Bacillus cereus m1293 chromosome, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	95.70	96.00	1.57	5269725	1834814.6
references/D2/Bacillus_cereus_GCA_001044475.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	95.83	85.05	84.64	LABW01000005.1 Bacillus cereus strain 7/27/S, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	95.61	95.99	1.94	114111.71	1834814.6
references/D2/Bacillus_cereus_GCA_001913615.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	95.82	81.53	80.86	MIFR01000001.1 Bacillus cereus strain MOD1_Bc18 Bc18_contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	95.61	96.05	2.63	25510.734	1834814.6
references/D2/Bacillus_cereus_GCA_001913465.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	95.81	81.66	83.65	MIFA01000001.1 Bacillus cereus strain MOD1_Bc138 Bc138_contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	95.61	95.96	2.07	75173.32	1834814.6
references/D2/Bacillus_cereus_GCA_001982885.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	95.80	73.89	80.31	MLKF01000001.1 Bacillus cereus strain MOD1_Bc97 Bc97_MED_contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	95.58	96.02	2.54	14211.395	1834814.6
references/D2/Bacillus_cereus_GCA_001913395.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	95.78	88.30	85.21	MIFM01000001.1 Bacillus cereus strain MOD1_Bc72 Bc72_contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	95.55	95.93	1.95	55914.043	1834814.6
references/D2/Bacillus_cereus_GCA_001719025.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	95.78	86.74	83.54	MDYW01000001.1 Bacillus cereus strain MOD1_Bc140 Bc140_(paired)_trimmed_(paired)_contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	95.58	95.93	1.89	86907.46	1834814.6
references/D2/Bacillus_cereus_GCA_001044635.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	95.77	85.11	81.72	JYPJ01000009.1 Bacillus cereus strain F4429-71 contig103, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	95.56	95.95	2.16	45959.05	1834814.6
references/D2/Bacillus_cereus_GCA_001913325.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	95.75	82.76	82.26	MIFS01000001.1 Bacillus cereus strain MOD1_Bc69 Bc69_contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	95.47	95.99	2.68	77057.21	1834814.6
references/D2/Bacillus_cereus_GCA_001913535.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	95.74	86.71	83.21	MIEZ01000001.1 Bacillus cereus strain MOD1_Bc133 Bc133_contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	95.52	95.92	2.13	88041.28	1834814.6
references/D2/Bacillus_cereus_GCA_001566535.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	95.73	78.05	85.07	LRRO01000219.1 Bacillus cereus strain MB.22 contig1195, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	95.49	95.94	2.40	9434.026	1834814.6
references/D2/Bacillus_cereus_LCT_BC235_GCA_000440055.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	95.73	90.10	84.28	KE504109.1 Bacillus cereus LCT-BC235 genomic scaffold Scaffold1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	95.52	95.92	1.90	1029745.6	1834814.6
references/D2/Bacillus_cereus_GCA_001566365.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	95.71	79.20	80.29	LQZN01000003.1 Bacillus cereus strain MB.1 contig_100, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	95.53	95.87	2.09	33820.88	1834814.6
