	LiuW_2016__SRR3993059__bin.115	CosteaPI_2017__SID713B051-11-90-0__bin.29	SchirmerM_2016__G88966__bin.18	CosteaPI_2017__SID713B072-11-90-0__bin.79	Obregon-TitoAJ_2015__SM32__bin.9	ZeeviD_2015__PNP_Validation_49__bin.69	FengQ_2015__SID530600__bin.53	ZeeviD_2015__PNP_Main_683__bin.7	ZeeviD_2015__PNP_Main_203__bin.19	CosteaPI_2017__SID713A051-11-0-0__bin.6	BritoIL_2016__WL.28.ST__bin.7	BritoIL_2016__M2.36.ST__bin.4	LeChatelierE_2013__MH0224__bin.50	LiJ_2014__MH0303__bin.6	Obregon-TitoAJ_2015__SM28__bin.49	NielsenHB_2014__MH0118__bin.18	LeChatelierE_2013__MH0096__bin.55	ZeeviD_2015__PNP_Main_338__bin.24	RampelliS_2015__H17__bin.86	CosteaPI_2017__SID713B051-11-0-0__bin.64	LeChatelierE_2013__MH0053__bin.24	RampelliS_2015__H14__bin.54	BritoIL_2016__M2.44.ST__bin.6	LiuW_2016__SRR3992958__bin.90	Obregon-TitoAJ_2015__SM23__bin.21	ZeeviD_2015__PNP_Validation_47__bin.8	XieH_2016__YSZC12003_36795__bin.4	NielsenHB_2014__MH0096__bin.26	XieH_2016__YSZC12003_37100__bin.138	CosteaPI_2017__SID713A038-11-90-0__bin.25	CosteaPI_2017__SID713A004-11-90-0__bin.51	LiuW_2016__SRR3992978__bin.105	ZeeviD_2015__PNP_Main_27__bin.15	LiJ_2014__O2.UC44-1__bin.23	ZeeviD_2015__PNP_Main_325__bin.44	CM_madagascar__A94_03_1FE__bin.9	BritoIL_2016__M2.41.ST__bin.36	LeChatelierE_2013__MH0118__bin.24	NielsenHB_2014__MH0053__bin.13	ZeeviD_2015__PNP_Main_559__bin.27	CosteaPI_2017__SID713B066-11-90-0__bin.38	BritoIL_2016__M1.38.ST__bin.60	CosteaPI_2017__SID713B066-11-0-0__bin.23	BritoIL_2016__M2.37.ST__bin.35	Obregon-TitoAJ_2015__SM39__bin.43	CM_madagascar__A39_02_1FE__bin.34	YuJ_2015__SZAXPI015264-87__bin.34	RampelliS_2015__H13__bin.36	Obregon-TitoAJ_2015__SM18__bin.27
LeChatelierE_2013__MH0118__bin.24	1437924.0	1382978.0	870949.0	1460298.0	1437998.0	1470936.0	1459377.0	932354.0	1155210.0	1479343.0	1345752.0	1351639.0	1099557.0	1474984.0	1469083.0	1560744.0	1325180.0	751660.0	1008424.0	1485036.0	1496380.0	1473017.0	1478054.0	869753.0	1457248.0	1481154.0	1493130.0	1436321.0	1376372.0	1454481.0	1483870.0	879377.0	1153655.0	1010137.0	1334365.0	876041.0	1291129.0	1563048.0	1479028.0	733162.0	1430515.0	948956.0	1304020.0	1251045.0	1458500.0	764176.0	1435419.0	1472572.0	1463225.0
NielsenHB_2014__MH0053__bin.13	1973006.0	1921048.0	1237305.0	2023030.0	1541881.0	1946024.0	2028895.0	1371286.0	1638956.0	2020393.0	1905046.0	1894843.0	1555295.0	2007859.0	2032967.0	2049509.0	1876774.0	1106307.0	1375500.0	2038288.0	2179567.0	2077886.0	2022286.0	1157005.0	1631986.0	1975044.0	2060906.0	1818838.0	1905911.0	1977897.0	2040844.0	1195236.0	1630326.0	1397501.0	1829312.0	1168149.0	1839982.0	1479028.0	2494564.0	1273612.0	1897277.0	1365872.0	1755801.0	1727630.0	2010060.0	1092352.0	1980306.0	2050231.0	2020985.0
ZeeviD_2015__PNP_Main_559__bin.27	1248272.0	1193352.0	776562.0	1248047.0	807274.0	1218500.0	1277777.0	929933.0	1086010.0	1274958.0	1234688.0	1134324.0	1016677.0	1270668.0	1272443.0	1360168.0	1138095.0	766647.0	845572.0	1286798.0	1260517.0	1299036.0	1270793.0	696231.0	903320.0	1236122.0	1285118.0	1101967.0	1214968.0	1255819.0	1297974.0	712550.0	1072096.0	907197.0	1176687.0	697389.0	1169229.0	733162.0	1273612.0	1460445.0	1210109.0	912163.0	1094075.0	1084713.0	1277338.0	708555.0	1266079.0	1270048.0	1273500.0
CosteaPI_2017__SID713B066-11-90-0__bin.38	1879380.0	1837734.0	1136961.0	1919439.0	1518388.0	1944396.0	1917286.0	1299358.0	1535876.0	1961932.0	1812587.0	1792480.0	1499267.0	1954865.0	1943676.0	1930444.0	1792896.0	1071563.0	1309081.0	1977531.0	1919334.0	1931838.0	1938387.0	1120150.0	1617348.0	1956112.0	1985360.0	1754429.0	1830885.0	1894418.0	1946754.0	1144015.0	1563660.0	1346666.0	1756193.0	1116273.0	1749069.0	1430515.0	1897277.0	1210109.0	2082807.0	1302045.0	1719399.0	1641560.0	1921076.0	1038105.0	1894657.0	1917355.0	1940606.0
BritoIL_2016__M1.38.ST__bin.60	1347807.0	1321021.0	849000.0	1391970.0	1018882.0	1326440.0	1367149.0	976544.0	1156628.0	1369173.0	1311306.0	1276672.0	1108994.0	1355031.0	1370294.0	1368778.0	1266338.0	804163.0	995528.0	1380721.0	1360542.0	1375059.0	1381698.0	835184.0	1082759.0	1339902.0	1379012.0	1244604.0	1335275.0	1364146.0	1379816.0	872327.0	1142255.0	1013003.0	1281253.0	836565.0	1269975.0	948956.0	1365872.0	912163.0	1302045.0	1621042.0	1248626.0	1210080.0	1371787.0	764386.0	1354180.0	1363857.0	1370838.0
CosteaPI_2017__SID713B066-11-0-0__bin.23	1727650.0	1706578.0	1101566.0	1759378.0	1379132.0	1716898.0	1741873.0	1220064.0	1390261.0	1778989.0	1670318.0	1645741.0	1389515.0	1766427.0	1771928.0	1764837.0	1627633.0	980035.0	1299851.0	1784402.0	1740964.0	1780416.0	1772132.0	1131720.0	1445126.0	1735675.0	1790665.0	1637397.0	1679230.0	1758785.0	1772986.0	1155579.0	1416576.0	1275757.0	1609735.0	1068437.0	1611253.0	1304020.0	1755801.0	1094075.0	1719399.0	1248626.0	2010252.0	1542608.0	1756175.0	987984.0	1735360.0	1763183.0	1763651.0
BritoIL_2016__M2.37.ST__bin.35	1680568.0	1683245.0	1060926.0	1754570.0	1329372.0	1676068.0	1717392.0	1205943.0	1398409.0	1730082.0	1645045.0	1672521.0	1374143.0	1725779.0	1730886.0	1720620.0	1589841.0	1002425.0	1214828.0	1775069.0	1717293.0	1756310.0	1805387.0	1045361.0	1399376.0	1699461.0	1768176.0	1568387.0	1644151.0	1702290.0	1741195.0	1065211.0	1395809.0	1246464.0	1592138.0	1029402.0	1661394.0	1251045.0	1727630.0	1084713.0	1641560.0	1210080.0	1542608.0	1896487.0	1711111.0	953954.0	1698684.0	1722590.0	1723632.0
Obregon-TitoAJ_2015__SM39__bin.43	1965877.0	1893679.0	1192777.0	2003873.0	1632320.0	1958322.0	2013304.0	1371502.0	1623479.0	2024811.0	1896173.0	1873447.0	1547803.0	2014511.0	2066154.0	2028398.0	1869599.0	1100349.0	1372921.0	2039927.0	2004951.0	2088967.0	2021972.0	1160867.0	1730937.0	1970027.0	2052717.0	1820836.0	1926519.0	1964524.0	2045866.0	1193467.0	1623743.0	1411014.0	1831041.0	1157554.0	1816229.0	1458500.0	2010060.0	1277338.0	1921076.0	1371787.0	1756175.0	1711111.0	2322096.0	1077087.0	1989704.0	2074535.0	2109781.0
CM_madagascar__A39_02_1FE__bin.34	1068537.0	1063666.0	717628.0	1084366.0	817334.0	1063817.0	1084778.0	752256.0	880078.0	1084857.0	1035000.0	1027083.0	869238.0	1081173.0	1100339.0	1087987.0	996584.0	632948.0	792043.0	1103181.0	1088426.0	1101461.0	1095087.0	714297.0	868601.0	1075073.0	1112094.0	979092.0	1048337.0	1081069.0	1096465.0	715943.0	885899.0	797343.0	982564.0	707132.0	1010998.0	764176.0	1092352.0	708555.0	1038105.0	764386.0	987984.0	953954.0	1077087.0	1269112.0	1068544.0	1095185.0	1085976.0
YuJ_2015__SZAXPI015264-87__bin.34	1969068.0	1887385.0	1188212.0	1990147.0	1521550.0	1958619.0	1993549.0	1372671.0	1598695.0	2006181.0	1889820.0	1855404.0	1567190.0	1996549.0	2006087.0	1991005.0	1866808.0	1103895.0	1349346.0	2027252.0	1991764.0	1987024.0	2009892.0	1157814.0	1604849.0	1969516.0	2022205.0	1824328.0	1899263.0	1963067.0	2030344.0	1189633.0	1615006.0	1430192.0	1815456.0	1147657.0	1811035.0	1435419.0	1980306.0	1266079.0	1894657.0	1354180.0	1735360.0	1698684.0	1989704.0	1068544.0	2160157.0	1973562.0	1983960.0
RampelliS_2015__H13__bin.36	1961860.0	1893368.0	1214822.0	2024960.0	1610297.0	1942523.0	2012269.0	1357174.0	1634107.0	2021743.0	1888293.0	1892546.0	1550876.0	2014063.0	2033950.0	2044215.0	1864589.0	1104323.0	1392377.0	2045944.0	2050070.0	2255409.0	2040612.0	1167926.0	1704228.0	1963458.0	2061982.0	1812565.0	1904463.0	1960810.0	2033401.0	1192571.0	1621472.0	1391388.0	1824005.0	1157905.0	1830376.0	1472572.0	2050231.0	1270048.0	1917355.0	1363857.0	1763183.0	1722590.0	2074535.0	1095185.0	1973562.0	2294160.0	2088543.0
Obregon-TitoAJ_2015__SM18__bin.27	1958905.0	1920763.0	1204682.0	2039486.0	1761380.0	1974281.0	2014442.0	1372527.0	1619978.0	2033493.0	1893455.0	1886471.0	1551443.0	2054461.0	2064807.0	2036357.0	1908253.0	1122664.0	1383587.0	2073803.0	2034100.0	2104220.0	2031433.0	1169400.0	1871968.0	1988928.0	2064286.0	1857368.0	1958897.0	1967643.0	2051234.0	1189582.0	1627667.0	1397864.0	1828969.0	1163549.0	1829212.0	1463225.0	2020985.0	1273500.0	1940606.0	1370838.0	1763651.0	1723632.0	2109781.0	1085976.0	1983960.0	2088543.0	2361898.0
