	NielsenHB_2014__V1_UC55_0__bin.91	FengQ_2015__SID530394__bin.80	ZellerG_2014__CCMD12232071ST-21-0__bin.13	LouisS_2016__AS61_18__bin.24	NielsenHB_2014__V1_CD31_0__bin.12	QinJ_2012__T2D-026__bin.19	XieH_2016__YSZC12003_35583__bin.19	HMP_2012__SRS015217__bin.13	ZeeviD_2015__PNP_Main_228__bin.8	Bengtsson-PalmeJ_2015__TRAVELRES53__bin.87	XieH_2016__YSZC12003_37348__bin.22	Bengtsson-PalmeJ_2015__TRAVELRES60__bin.93	ZellerG_2014__CCIS78318719ST-4-0__bin.1	ZeeviD_2015__PNP_Main_18__bin.14	Obregon-TitoAJ_2015__NO19__bin.42	LiuW_2016__SRR3993056__bin.84	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.27	VogtmannE_2016__MMRS90191266ST-27-0-0__bin.38	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.128	ZeeviD_2015__PNP_Main_268__bin.27	LiuW_2016__SRR3992993__bin.68	FengQ_2015__SID31537__bin.39	ZeeviD_2015__PNP_DietIntervention_45__bin.18	VogtmannE_2016__MMRS73787048ST-27-0-0__bin.53	FerrettiP_2018__CA_C10043MS2742FE_t0M16__bin.20	LiSS_2016__FAT_008-22-42-0__bin.16	LouisS_2016__AS56_12__bin.15	KarlssonFH_2013__S456__bin.1	LiJ_2014__O2.UC29-1__bin.66	LiuW_2016__SRR3993019__bin.10	FengQ_2015__SID31881__bin.16	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.54	LiSS_2016__FAT_008-22-2-0__bin.9	ZellerG_2014__CCIS00146684ST-4-0__bin.96	HMP_2012__SRS049995__bin.29	Bengtsson-PalmeJ_2015__TRAVELRES59__bin.30	YuJ_2015__SZAXPI003409-8__bin.96	FengQ_2015__SID530743__bin.43	FengQ_2015__SID31750__bin.98	VogtmannE_2016__MMRS18295921ST-27-0-0__bin.25	CosteaPI_2017__SID713A009-11-0-0__bin.31	ZeeviD_2015__PNP_Main_723__bin.51	FengQ_2015__SID31328__bin.32	LiJ_2014__MH0373__bin.11	LiJ_2014__O2.CD3-0-PT__bin.71	LiSS_2016__FAT_008-22-84-0__bin.42	YuJ_2015__SZAXPI017466-84__bin.45	ZeeviD_2015__PNP_Main_15__bin.30
FengQ_2015__SID530743__bin.43	2079486.0	1106180.0	2135906.0	2090565.0	1613188.0	1971875.0	1364354.0	1838379.0	2139762.0	2108715.0	1969185.0	2042586.0	2146409.0	2078042.0	2231469.0	2187162.0	1401173.0	1609359.0	2153867.0	2150715.0	1965655.0	1379112.0	993405.0	2052468.0	2246451.0	2188924.0	1861238.0	2133627.0	1640751.0	790692.0	2114640.0	1858812.0	1325880.0	2046689.0	2121322.0	2136699.0	2002335.0	2346969.0	2053439.0	1879061.0	2184654.0	2052621.0	2099505.0	2027992.0	2041447.0	2211892.0	2081757.0	2129084.0
FengQ_2015__SID31750__bin.98	2167214.0	1169051.0	2206176.0	2202608.0	1636113.0	2040247.0	1424756.0	1883072.0	2233324.0	2224802.0	2034569.0	2104591.0	2220926.0	2168441.0	2336868.0	2301550.0	1455177.0	1666342.0	2236021.0	2291930.0	2052322.0	1411014.0	1029368.0	2117326.0	2361269.0	2321195.0	1931303.0	2206256.0	1669851.0	870407.0	2210561.0	1898161.0	1391251.0	2125341.0	2181955.0	2229754.0	2060147.0	2053439.0	2467040.0	1946779.0	2290712.0	2133370.0	2186711.0	2079328.0	2105474.0	2324163.0	2161830.0	2241674.0
VogtmannE_2016__MMRS18295921ST-27-0-0__bin.25	2053322.0	1042502.0	2014247.0	2066739.0	1515580.0	1843580.0	1364390.0	1784086.0	2060282.0	2002029.0	1962120.0	2064422.0	2179998.0	1967055.0	2116816.0	2079949.0	1366474.0	1578555.0	2113261.0	2050203.0	1929334.0	1351154.0	965979.0	2126168.0	2145121.0	2093732.0	1768633.0	2091812.0	1531865.0	781001.0	2007828.0	1824647.0	1288235.0	2001884.0	2080856.0	2183412.0	2039483.0	1879061.0	1946779.0	2364071.0	2065612.0	2111091.0	2141134.0	1991536.0	1916399.0	2102946.0	2058598.0	2056176.0
CosteaPI_2017__SID713A009-11-0-0__bin.31	2304921.0	1212731.0	2353976.0	2323877.0	1756594.0	2197351.0	1503661.0	1995771.0	2381609.0	2362554.0	2173061.0	2249150.0	2371669.0	2328016.0	2510014.0	2453315.0	1529101.0	1760223.0	2392313.0	2479928.0	2180001.0	1478127.0	1081203.0	2255517.0	2570224.0	2513702.0	2057344.0	2353243.0	1782921.0	891213.0	2352882.0	2038486.0	1456900.0	2259585.0	2329721.0	2371110.0	2201072.0	2184654.0	2290712.0	2065612.0	2638147.0	2274720.0	2321824.0	2214493.0	2215949.0	2508275.0	2294576.0	2402868.0
ZeeviD_2015__PNP_Main_723__bin.51	2298396.0	1148962.0	2192789.0	2317091.0	1648694.0	2016495.0	1459787.0	1942180.0	2257480.0	2225831.0	2160687.0	2294876.0	2463293.0	2186738.0	2330796.0	2281518.0	1482219.0	1700276.0	2338720.0	2259463.0	2119659.0	1467015.0	1039787.0	2327904.0	2355629.0	2308761.0	1907198.0	2325656.0	1666338.0	864107.0	2194510.0	1990595.0	1394705.0	2202143.0	2306710.0	2433005.0	2282267.0	2052621.0	2133370.0	2111091.0	2274720.0	2602756.0	2362292.0	2199552.0	2089597.0	2328468.0	2291918.0	2232938.0
FengQ_2015__SID31328__bin.32	2310633.0	1183753.0	2254220.0	2329860.0	1672398.0	2048992.0	1498909.0	1999569.0	2294847.0	2260361.0	2233984.0	2363192.0	2473343.0	2208538.0	2376126.0	2331705.0	1517814.0	1739423.0	2375970.0	2302620.0	2159495.0	1483556.0	1058642.0	2349110.0	2404251.0	2356858.0	1949316.0	2350143.0	1686047.0	881846.0	2239023.0	2026741.0	1415240.0	2245914.0	2327622.0	2527945.0	2378205.0	2099505.0	2186711.0	2141134.0	2321824.0	2362292.0	2560821.0	2210295.0	2134569.0	2358697.0	2313767.0	2271080.0
LiJ_2014__MH0373__bin.11	2306700.0	1129348.0	2161705.0	2227978.0	1662599.0	2017311.0	1415838.0	1912976.0	2171846.0	2133892.0	2043505.0	2141152.0	2288072.0	2111594.0	2283215.0	2237800.0	1464203.0	1656150.0	2336701.0	2185074.0	2078391.0	1487339.0	991022.0	2165424.0	2287638.0	2243159.0	1891987.0	2327477.0	1664968.0	811054.0	2147459.0	1939603.0	1356311.0	2185399.0	2250619.0	2262713.0	2115595.0	2027992.0	2079328.0	1991536.0	2214493.0	2199552.0	2210295.0	2578293.0	2060994.0	2243926.0	2304867.0	2149160.0
LiJ_2014__O2.CD3-0-PT__bin.71	2130015.0	1125903.0	2200910.0	2131898.0	1683656.0	2049138.0	1382224.0	1880851.0	2192553.0	2154893.0	1991059.0	2091923.0	2197499.0	2081343.0	2276100.0	2227844.0	1435534.0	1650759.0	2221450.0	2198485.0	1999053.0	1404768.0	1005080.0	2093007.0	2298778.0	2238216.0	1919948.0	2182738.0	1715717.0	773522.0	2161955.0	1879620.0	1344539.0	2068528.0	2154085.0	2179583.0	2056288.0	2041447.0	2105474.0	1916399.0	2215949.0	2089597.0	2134569.0	2060994.0	2623654.0	2243491.0	2121302.0	2167264.0
LiSS_2016__FAT_008-22-84-0__bin.42	2357239.0	1226212.0	2387687.0	2403871.0	1761708.0	2205973.0	1514735.0	2031114.0	2453577.0	2430774.0	2218637.0	2295530.0	2436035.0	2423212.0	2563183.0	2523667.0	1539877.0	1772111.0	2442225.0	2482812.0	2213434.0	1510033.0	1092079.0	2290887.0	2627369.0	2540041.0	2068451.0	2409175.0	1802613.0	913289.0	2373698.0	2059678.0	1471370.0	2300827.0	2365247.0	2432240.0	2267623.0	2211892.0	2324163.0	2102946.0	2508275.0	2328468.0	2358697.0	2243926.0	2243491.0	2687091.0	2334273.0	2433046.0
YuJ_2015__SZAXPI017466-84__bin.45	2397563.0	1160251.0	2241990.0	2320403.0	1686973.0	2043513.0	1477182.0	1967606.0	2271225.0	2221905.0	2143682.0	2229335.0	2367875.0	2177365.0	2357447.0	2324836.0	1519176.0	1709330.0	2405219.0	2290730.0	2186622.0	1535181.0	1048281.0	2251385.0	2381035.0	2318944.0	1944545.0	2425181.0	1668766.0	874738.0	2208336.0	2024288.0	1411479.0	2292450.0	2312933.0	2352198.0	2207376.0	2081757.0	2161830.0	2058598.0	2294576.0	2291918.0	2313767.0	2304867.0	2121302.0	2334273.0	2619164.0	2238500.0
ZeeviD_2015__PNP_Main_15__bin.30	2265947.0	1196715.0	2362086.0	2263183.0	1679789.0	2088187.0	1456982.0	1940329.0	2455942.0	2372651.0	2126567.0	2209108.0	2351661.0	2303994.0	2431021.0	2376704.0	1498164.0	1705052.0	2394742.0	2392910.0	2134586.0	1436564.0	1087025.0	2227379.0	2467863.0	2415794.0	1984179.0	2307975.0	1707030.0	887593.0	2273338.0	1985010.0	1437646.0	2225764.0	2272153.0	2338337.0	2160593.0	2129084.0	2241674.0	2056176.0	2402868.0	2232938.0	2271080.0	2149160.0	2167264.0	2433046.0	2238500.0	2639363.0
