Ref_file	Query_file	AAI	Align_fraction_query	Align_fraction_reference	Ref_name	Query_name
references/D5/Parks8k_GCA_002341925_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9633	0.7531	0.5340	DDOY01000095.1 TPA_asm: Pseudomonas stutzeri isolate UBA2482 UBA2482_contig_1000, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002419855_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9627	0.4228	0.4833	DIGX01000232.1 TPA_asm: Pseudomonas stutzeri isolate UBA5711 UBA5711_contig_1001, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002451245_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9627	0.5884	0.5276	DKBQ01000087.1 TPA_asm: Pseudomonas stutzeri isolate UBA6896 UBA6896_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002420805_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9623	0.4365	0.4586	DIIV01000036.1 TPA_asm: Pseudomonas stutzeri isolate UBA5661 UBA5661_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002386665_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9622	0.6931	0.5243	DGJF01000079.1 TPA_asm: Pseudomonas stutzeri isolate UBA4603 UBA4603_contig_1021, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002339845_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9581	0.7845	0.5573	DDLE01000037.1 TPA_asm: Pseudomonas stutzeri isolate UBA2580 UBA2580_contig_104, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002387165_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9559	0.5529	0.5208	DGKY01000014.1 TPA_asm: Pseudomonas stutzeri isolate UBA4558 UBA4558_contig_1008, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002311095_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9205	0.6223	0.4732	DBZD01000007.1 TPA_asm: Pseudomonas stutzeri isolate UBA1169 UBA1169_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002325025_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9197	0.7868	0.5199	DCRJ01000021.1 TPA_asm: Pseudomonas stutzeri isolate UBA1495 UBA1495_contig_111, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002322705_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9185	0.7935	0.5249	DCNK01000024.1 TPA_asm: Pseudomonas stutzeri isolate UBA1598 UBA1598_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002477745_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9174	0.7604	0.5347	DLKB01000032.1 TPA_asm: Pseudomonas stutzeri isolate UBA7601 UBA7601_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002433525_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9136	0.7543	0.5196	DJIH01000038.1 TPA_asm: Pseudomonas stutzeri isolate UBA6599 UBA6599_contig_100858, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002341565_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9096	0.6523	0.4837	DDOH01000106.1 TPA_asm: Pseudomonas stutzeri isolate UBA2499 UBA2499_contig_10029, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002435225_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9089	0.5613	0.4995	DJMB01000255.1 TPA_asm: Pseudomonas stutzeri isolate UBA6501 UBA6501_contig_10019, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002363305_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9073	0.8057	0.5347	DEVA01000015.1 TPA_asm: Pseudomonas stutzeri isolate UBA3248 UBA3248_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002384505_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9067	0.7101	0.5136	DGCG01000186.1 TPA_asm: Pseudomonas stutzeri isolate UBA3984 UBA3984_contig_1005, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002365745_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9062	0.8014	0.5287	DFAY01000015.1 TPA_asm: Pseudomonas stutzeri isolate UBA3094 UBA3094_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002419865_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9060	0.7281	0.4963	DIGY01000026.1 TPA_asm: Pseudomonas stutzeri isolate UBA5710 UBA5710_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002482335_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9051	0.8227	0.5276	DLFT01000003.1 TPA_asm: Pseudomonas stutzeri isolate UBA7713 UBA7713_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002325585_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9048	0.6793	0.5070	DCSK01000074.1 TPA_asm: Pseudomonas stutzeri isolate UBA1468 UBA1468_contig_100, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002325525_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9038	0.7114	0.5075	DCSI01000010.1 TPA_asm: Pseudomonas stutzeri isolate UBA1470 UBA1470_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002340215_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9037	0.6578	0.4651	DDLQ01000008.1 TPA_asm: Pseudomonas stutzeri isolate UBA2568 UBA2568_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002403535_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9029	0.7105	0.5086	DHIA01000026.1 TPA_asm: Pseudomonas stutzeri isolate UBA4758 UBA4758_contig_101, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002296385_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9028	0.7968	0.4912	DBIL01000029.1 TPA_asm: Pseudomonas stutzeri isolate UBA803 UBA803_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002434545_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9026	0.7844	0.5275	DJKG01000005.1 TPA_asm: Pseudomonas stutzeri isolate UBA6548 UBA6548_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002376625_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9024	0.7595	0.5232	DFOB01000017.1 TPA_asm: Pseudomonas stutzeri isolate UBA3552 UBA3552_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002432185_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9017	0.7634	0.5127	DJFV01000006.1 TPA_asm: Pseudomonas stutzeri isolate UBA5863 UBA5863_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002501025_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9016	0.7877	0.5293	DLRD01000013.1 TPA_asm: Pseudomonas stutzeri isolate UBA7897 UBA7897_contig_108, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002337765_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9014	0.8083	0.5082	DDGS01000015.1 TPA_asm: Pseudomonas stutzeri isolate UBA1896 UBA1896_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002438105_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9014	0.8009	0.5081	DJTC01000040.1 TPA_asm: Pseudomonas stutzeri isolate UBA6318 UBA6318_contig_100, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002348875_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9010	0.7691	0.5273	DEBT01000018.1 TPA_asm: Pseudomonas stutzeri isolate UBA2949 UBA2949_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002337815_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9010	0.7460	0.5043	DDGV01000003.1 TPA_asm: Pseudomonas stutzeri isolate UBA1893 UBA1893_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002311755_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9009	0.7697	0.5036	DBZE01000011.1 TPA_asm: Pseudomonas stutzeri isolate UBA1168 UBA1168_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002385235_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9009	0.7866	0.5076	DGDB01000034.1 TPA_asm: Pseudomonas stutzeri isolate UBA3963 UBA3963_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002292125_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9008	0.7826	0.5243	DBBG01000008.1 TPA_asm: Pseudomonas stutzeri isolate UBA990 UBA990_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002293905_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9005	0.7644	0.5099	DBED01000040.1 TPA_asm: Pseudomonas stutzeri isolate UBA915 UBA915_contig_101, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002340005_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.9002	0.8022	0.5075	DDKF01000013.1 TPA_asm: Pseudomonas stutzeri isolate UBA2605 UBA2605_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002454635_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8995	0.7742	0.5179	DKJC01000038.1 TPA_asm: Pseudomonas stutzeri isolate UBA6702 UBA6702_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002323015_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8982	0.3712	0.4199	DCLS01000148.1 TPA_asm: Pseudomonas stutzeri isolate UBA1642 UBA1642_contig_100, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002331665_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8982	0.7704	0.5180	DCZP01000041.1 TPA_asm: Pseudomonas stutzeri isolate UBA2081 UBA2081_contig_112, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002387305_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8977	0.7759	0.5083	DGLJ01000019.1 TPA_asm: Pseudomonas stutzeri isolate UBA4547 UBA4547_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002381725_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8970	0.7800	0.5348	DFXN01000084.1 TPA_asm: Pseudomonas stutzeri isolate UBA4107 UBA4107_contig_104, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002337335_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8953	0.7648	0.4696	DDFU01000042.1 TPA_asm: Pseudomonas stutzeri isolate UBA1920 UBA1920_contig_10062, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002325835_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8953	0.7090	0.4660	DCSX01000013.1 TPA_asm: Pseudomonas stutzeri isolate UBA1455 UBA1455_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002332525_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8951	0.7419	0.5022	DDAG01000018.1 TPA_asm: Pseudomonas stutzeri isolate UBA2064 UBA2064_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002449475_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8922	0.7668	0.5306	DKEI01000060.1 TPA_asm: Pseudomonas stutzeri isolate UBA6826 UBA6826_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002295205_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8920	0.5788	0.4626	DBFU01000026.1 TPA_asm: Pseudomonas stutzeri isolate UBA872 UBA872_contig_102, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002430985_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8915	0.5933	0.4637	DJDH01000333.1 TPA_asm: Pseudomonas stutzeri isolate UBA5929 UBA5929_contig_1001, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002484035_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8913	0.7761	0.5098	DLJB01000009.1 TPA_asm: Pseudomonas stutzeri isolate UBA7627 UBA7627_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002342105_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8889	0.6182	0.4852	DDPI01000125.1 TPA_asm: Pseudomonas stutzeri isolate UBA2472 UBA2472_contig_1010, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002321055_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8867	0.4257	0.4150	DCLM01000063.1 TPA_asm: Pseudomonas stutzeri isolate UBA1648 UBA1648_contig_1018, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002331415_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8861	0.6514	0.4680	DCYH01000190.1 TPA_asm: Pseudomonas stutzeri isolate UBA2115 UBA2115_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002323655_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8838	0.5213	0.4152	DCRC01000345.1 TPA_asm: Pseudomonas stutzeri isolate UBA1502 UBA1502_contig_1004, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002500285_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8830	0.6443	0.4992	DLTB01000049.1 TPA_asm: Pseudomonas stutzeri isolate UBA7847 UBA7847_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002472825_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8820	0.4137	0.4067	DKSS01000188.1 TPA_asm: Pseudomonas stutzeri isolate UBA7250 UBA7250_contig_1025, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002434325_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8807	0.7626	0.5144	DJJV01000028.1 TPA_asm: Pseudomonas stutzeri isolate UBA6559 UBA6559_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002354345_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8457	0.6478	0.3882	DELJ01000019.1 TPA_asm: Pseudomonas stutzeri isolate UBA2699 UBA2699_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002362915_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8418	0.6612	0.3847	DEVN01000029.1 TPA_asm: Pseudomonas stutzeri isolate UBA3235 UBA3235_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002391985_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8406	0.6090	0.3783	DGGB01000052.1 TPA_asm: Pseudomonas stutzeri isolate UBA3885 UBA3885_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002423335_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8333	0.5882	0.4213	DIVT01000095.1 TPA_asm: Pseudomonas stutzeri isolate UBA6125 UBA6125_contig_101059, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002452485_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8170	0.7091	0.4629	DKEM01000012.1 TPA_asm: Pseudomonas stutzeri isolate UBA6822 UBA6822_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002453425_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8170	0.6660	0.4416	DKGW01000009.1 TPA_asm: Pseudomonas stutzeri isolate UBA6760 UBA6760_contig_1131, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002455815_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8128	0.3587	0.4406	DKLR01000046.1 TPA_asm: Pseudomonas stutzeri isolate UBA6635 UBA6635_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002476945_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8111	0.6854	0.4177	DLNG01000017.1 TPA_asm: Pseudomonas stutzeri isolate UBA7516 UBA7516_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002375735_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8109	0.4438	0.3554	DFMQ01000010.1 TPA_asm: Pseudomonas stutzeri isolate UBA3589 UBA3589_contig_1677, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002360755_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8098	0.6863	0.4076	DERD01000030.1 TPA_asm: Pseudomonas stutzeri isolate UBA3349 UBA3349_contig_10482, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002307775_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8077	0.5329	0.3938	DBUC01000011.1 TPA_asm: Pseudomonas stutzeri isolate UBA1300 UBA1300_contig_11, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002381675_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8071	0.6976	0.4291	DFXH01000020.1 TPA_asm: Pseudomonas stutzeri isolate UBA4113 UBA4113_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002387205_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8069	0.6713	0.4406	DGLA01000019.1 TPA_asm: Pseudomonas stutzeri isolate UBA4556 UBA4556_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002296205_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8057	0.5427	0.3894	DBHT01000081.1 TPA_asm: Pseudomonas stutzeri isolate UBA821 UBA821_contig_10427, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
