assembly	ncontigs	nbps	ulen	maxlen	n50num	n50len	nonATGC
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/2497/HMP_2012__SRS023595__bin.3.fa	412	1748179	4243	53902	104	4930	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/2497/HMP_2012__SRS023964__bin.31.fa	595	2116137	3556	17705	171	3977	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/2497/HMP_2012__SRS024087__bin.21.fa	174	2441277	14030	57725	33	23602	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/2497/HMP_2012__SRS024144__bin.33.fa	146	2471287	16926	96382	24	29238	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/2497/HMP_2012__SRS024355__bin.37.fa	185	2437605	13176	79254	35	22147	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/2497/HMP_2012__SRS024649__bin.40.fa	257	2080360	8094	56211	56	11499	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/2497/HMP_2012__SRS042984__bin.9.fa	157	2048015	13044	57915	32	19239	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/2497/HMP_2012__SRS043772__bin.17.fa	169	2384447	14109	64633	32	25823	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/2497/HMP_2012__SRS047634__bin.34.fa	237	1996019	8422	35257	53	12475	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/2497/HMP_2012__SRS053917__bin.53.fa	146	1663821	11396	70393	34	14697	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/2497/HMP_2012__SRS063932__bin.5.fa	296	1977905	6682	35244	68	8309	0
assembly	ncontigs	nbps	ulen	maxlen	n50num	n50len	nonATGC
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/BackhedF_2015__SID560_4M__bin.10.fa	696	2211304	3177	17170	211	3448	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/BritoIL_2016__M1.44.ST__bin.56.fa	749	2086664	2785	11262	241	2911	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/CosteaPI_2017__SID713A089-11-0-0__bin.48.fa	218	2910564	13351	100755	30	30054	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/CosteaPI_2017__SID713B032-11-90-0__bin.76.fa	755	4278734	5667	53375	147	7933	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/FengQ_2015__SID31873__bin.66.fa	240	3054618	12727	69549	36	27133	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/HeQ_2017__SZAXPI029557-42__bin.38.fa	161	2762834	17160	91516	29	27337	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/HeQ_2017__SZAXPI029573-88__bin.21.fa	318	3713182	11676	74021	46	24126	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/HeQ_2017__SZAXPI029578-96__bin.47.fa	159	2903512	18261	135751	28	31239	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/HMP_2012__SRS019601__bin.18.fa	219	2899505	13239	95215	35	25919	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/KarlssonFH_2013__S248__bin.9.fa	299	3526411	11794	86247	47	23690	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/LeChatelierE_2013__MH0101__bin.15.fa	345	3622070	10498	90359	52	19368	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/LiuW_2016__SRR3993004__bin.12.fa	524	1515077	2891	9277	169	3088	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/LiuW_2016__SRR3993060__bin.98.fa	878	2467307	2810	20001	281	2941	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/NielsenHB_2014__MH0101__bin.14.fa	434	3904716	8997	79191	69	15887	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/QinJ_2012__CON-094__bin.7.fa	197	2920964	14827	175734	31	29826	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/QinJ_2012__T2D-083__bin.12.fa	333	2517275	7559	41365	74	10439	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/QinN_2014__LD-74__bin.66.fa	249	3363100	13506	86247	36	26398	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/SchirmerM_2016__G89058__bin.16.fa	204	2849190	13966	96610	35	26104	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/VatanenT_2016__G78589__bin.6.fa	710	2376168	3346	15324	212	3791	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/VatanenT_2016__G80495__bin.7.fa	567	1881803	3318	19474	158	3715	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/XieH_2016__YSZC12003_36052__bin.58.fa	213	3179445	14926	128397	26	30728	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/XieH_2016__YSZC12003_36058__bin.40.fa	173	2624334	15169	100747	27	31306	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/XieH_2016__YSZC12003_37296R1__bin.33.fa	210	3023389	14397	118412	33	26683	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/XieH_2016__YSZC12003_37880__bin.50.fa	228	3580062	15702	118566	31	34316	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/ZeeviD_2015__PNP_Main_137__bin.19.fa	354	3745223	10579	99085	45	20784	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/ZeeviD_2015__PNP_Main_154__bin.30.fa	241	3162264	13121	134221	33	26993	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/ZeeviD_2015__PNP_Main_178__bin.19.fa	157	2773962	17668	114867	22	38365	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/ZeeviD_2015__PNP_Main_268__bin.39.fa	223	3103143	13915	133901	31	27772	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/ZeeviD_2015__PNP_Main_381__bin.1.fa	141	2285902	16212	96753	23	28545	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/ZeeviD_2015__PNP_Main_384__bin.41.fa	187	2828778	15127	134035	26	29283	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4587/ZeeviD_2015__PNP_Main_391__bin.26.fa	429	4183818	9752	146397	52	20736	0
assembly	ncontigs	nbps	ulen	maxlen	n50num	n50len	nonATGC
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/BackhedF_2015__SID201_M__bin.16.fa	147	2368486	16112	86712	35	21592	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/Bengtsson-PalmeJ_2015__TRAVELRES2__bin.73.fa	67	2537997	37880	205879	14	62212	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/Bengtsson-PalmeJ_2015__TRAVELRES66__bin.37.fa	23	2416755	105076	364556	5	149229	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/BritoIL_2016__M1.59.ST__bin.102.fa	88	2838418	32254	163912	14	70000	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/BritoIL_2016__W1.11.ST__bin.3.fa	56	2610400	46614	156779	11	84992	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/ChengpingW_2017__AS78raw__bin.62.fa	54	2687682	49771	376808	8	93029	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/CosteaPI_2017__alien-11-600-0__bin.4.fa	198	2311407	11673	109126	40	15713	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/CosteaPI_2017__SID713A057-11-0-0__bin.30.fa	20	2704750	135237	681578	4	217399	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/CosteaPI_2017__SID713A058-11-0-0__bin.1.fa	341	2146647	6295	28019	83	8663	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/CosteaPI_2017__SID713B005-11-90-0__bin.25.fa	83	2804054	33783	163990	17	59147	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/CosteaPI_2017__SID713B014-11-90-0__bin.33.fa	135	2581432	19121	113940	30	26593	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/CosteaPI_2017__SID713B063-11-0-0__bin.75.fa	433	1805635	4170	17138	119	4884	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/CosteaPI_2017__SID713B072-11-0-0__bin.57.fa	33	2636845	79904	252753	8	133327	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/CosteaPI_2017__SID713B072-11-90-0__bin.28.fa	48	2606633	54304	220549	10	99198	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/FengQ_2015__SID530600__bin.2.fa	264	2195028	8314	47151	51	13041	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/LeChatelierE_2013__MH0169__bin.13.fa	171	2597025	15187	116220	32	24313	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/LiJ_2014__V1.CD55-0__bin.62.fa	114	2544069	22316	91002	24	36345	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/LiJ_2014__V1.CD8-0-PN__bin.57.fa	135	2333800	17287	187907	26	27531	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/LiJ_2014__V1.UC63-0__bin.82.fa	131	2515566	19202	99746	28	28276	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/LiJ_2017__H1M413815__bin.24.fa	88	2407107	27353	122225	19	40461	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/LiJ_2017__H2M513938__bin.20.fa	24	2474260	103094	404670	4	224411	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/LiJ_2017__H3M415131__bin.36.fa	341	2118017	6211	37294	84	7680	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/LiuW_2016__SRR3992984__bin.8.fa	217	2255437	10393	53983	50	13747	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/NielsenHB_2014__MH0169__bin.18.fa	213	2745987	12891	111706	38	21605	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/NielsenHB_2014__V1_CD38_0__bin.40.fa	410	2026046	4941	20742	105	6028	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/NielsenHB_2014__V1_UC28_0__bin.36.fa	310	2115277	6823	45015	73	8922	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/QinJ_2012__CON-099__bin.46.fa	390	1968808	5048	27206	95	6321	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/QinJ_2012__T2D-012__bin.11.fa	412	1862559	4520	19795	112	5544	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/QinN_2014__HD-53__bin.28.fa	289	2278684	7884	51640	63	10835	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/QinN_2014__HD-60__bin.57.fa	418	2256459	5398	32730	105	6597	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/RampelliS_2015__H10__bin.65.fa	484	1537398	3176	13725	152	3485	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/RaymondF_2016__P38C0__bin.23.fa	312	2122167	6801	33688	77	8523	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/VogtmannE_2016__MMRS33294861ST-27-0-0__bin.63.fa	459	1831476	3990	15455	133	4549	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/WenC_2017__N018__bin.59.fa	23	1685325	73275	230784	5	148241	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/WenC_2017__N308__bin.46.fa	242	2227654	9205	56526	51	14259	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/WenC_2017__RA035__bin.14.fa	227	2278918	10039	58463	53	13321	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/XieH_2016__YSZC12003_35989__bin.7.fa	353	1180034	3342	14851	110	3667	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/YuJ_2015__SZAXPI015270-90__bin.14.fa	69	2710770	39286	187685	14	59996	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4194/ZeeviD_2015__PNP_Main_429__bin.44.fa	441	1479532	3354	12518	135	3675	0
assembly	ncontigs	nbps	ulen	maxlen	n50num	n50len	nonATGC
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/Bengtsson-PalmeJ_2015__TRAVELRES53__bin.53.fa	383	2174444	5677	30632	89	7508	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/FengQ_2015__SID31137__bin.54.fa	22	1572503	71477	192397	6	95214	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/FengQ_2015__SID31489__bin.59.fa	431	1389143	3223	11652	131	3523	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/FengQ_2015__SID31501__bin.24.fa	533	2238469	4199	30087	127	5381	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/FengQ_2015__SID31685__bin.27.fa	480	1644300	3425	16184	141	3898	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/FengQ_2015__SID31750__bin.10.fa	322	1041014	3232	15162	96	3509	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/FengQ_2015__SID31865__bin.13.fa	102	2382698	23359	114283	23	30928	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/FengQ_2015__SID31866__bin.19.fa	267	2358846	8834	42454	57	12564	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/FengQ_2015__SID530177__bin.7.fa	462	1424303	3082	11610	146	3307	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/HMP_2012__SRS014235__bin.3.fa	658	1947421	2959	13399	201	3092	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/HMP_2012__SRS014923__bin.28.fa	107	2587347	24180	185272	16	48555	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/HMP_2012__SRS014979__bin.67.fa	337	2319742	6883	57256	74	9397	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/HMP_2012__SRS015217__bin.3.fa	119	2585721	21728	169784	22	35240	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/HMP_2012__SRS023914__bin.23.fa	475	1409466	2967	13353	147	3211	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/KarlssonFH_2013__S350__bin.1.fa	58	2546738	43909	289891	10	86226	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/KarlssonFH_2013__S77__bin.15.fa	192	2110538	10992	50606	42	16013	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/LeChatelierE_2013__MH0456__bin.11.fa	323	2141893	6631	26239	72	9416	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/LiJ_2014__MH0382__bin.43.fa	337	1549481	4597	18299	86	5682	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/LoombaR_2017__SID0013_eop__bin.26.fa	402	1208092	3005	13269	118	3272	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/LoombaR_2017__SID1015_aao__bin.3.fa	320	1381903	4318	23119	89	5018	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/LoombaR_2017__SID1035_bai__bin.20.fa	453	1355702	2992	11455	143	3236	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/LoombaR_2017__SID5362_xgk__bin.23.fa	440	1174258	2668	9976	150	2726	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/Obregon-TitoAJ_2015__NO10__bin.2.fa	502	1570452	3128	14000	153	3380	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/RaymondF_2016__P21E90__bin.21.fa	449	2534031	5643	24003	110	7498	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/RaymondF_2016__P5E0__bin.23.fa	129	2255808	17486	59531	28	26306	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/RaymondF_2016__P5E7__bin.24.fa	546	2625045	4807	29727	116	5935	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/VincentC_2016__MM068.1__bin.6.fa	531	1664725	3135	13366	167	3418	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/VogtmannE_2016__MMRS25641480ST-27-0-0__bin.32.fa	412	2011750	4882	32168	97	6287	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/VogtmannE_2016__MMRS42570301ST-27-0-0__bin.62.fa	371	1076307	2901	13007	121	3004	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/VogtmannE_2016__MMRS62192467ST-27-0-0__bin.17.fa	642	3100348	4829	39439	144	6169	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/XieH_2016__YSZC12003_35629__bin.65.fa	496	2783892	5612	31939	121	7444	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/XieH_2016__YSZC12003_36694__bin.76.fa	36	2591638	71989	697436	5	132079	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/XieH_2016__YSZC12003_37134__bin.30.fa	166	1266090	7627	45817	37	10422	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/XieH_2016__YSZC12003_37208R1__bin.67.fa	71	2442188	34397	120124	17	54138	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/XieH_2016__YSZC12003_37222__bin.43.fa	68	2511707	36936	268846	13	61778	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/XieH_2016__YSZC12003_37232__bin.109.fa	153	2176859	14227	75225	29	21378	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/XieH_2016__YSZC12003_37284__bin.35.fa	21	1688253	80393	375359	3	176361	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/XieH_2016__YSZC12003_37405__bin.106.fa	355	1395662	3931	18178	98	4401	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/YuJ_2015__SZAXPI003415-12__bin.35.fa	42	2657282	63268	330840	8	104967	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/YuJ_2015__SZAXPI015235-21__bin.54.fa	526	1749931	3326	24928	145	3717	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/YuJ_2015__SZAXPI015246-34__bin.38.fa	491	1829423	3725	20268	129	4156	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/ZeeviD_2015__PNP_Main_133__bin.18.fa	78	2597410	33300	192157	16	54139	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/ZellerG_2014__CCIS22275061ST-4-0__bin.14.fa	171	2349311	13738	104125	35	21869	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/ZellerG_2014__CCIS23164343ST-4-0__bin.74.fa	163	2144193	13154	74958	34	18590	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4166/ZellerG_2014__CCMD25963797ST-21-0__bin.42.fa	75	2519764	33596	177950	16	41718	0
assembly	ncontigs	nbps	ulen	maxlen	n50num	n50len	nonATGC
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/BritoIL_2016__W1.51.ST__bin.59.fa	45	1847989	41066	245281	8	71339	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/BritoIL_2016__W2.61.ST__bin.113.fa	24	1914801	79783	290504	5	138750	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/BritoIL_2016__W2.6.ST__bin.33.fa	20	1592874	79643	308744	4	100994	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/BritoIL_2016__W3.18.ST__bin.41.fa	12	1113332	92777	286262	3	167770	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/BritoIL_2016__WL.43.ST__bin.16.fa	31	1853514	59790	301807	5	125416	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/CM_madagascar__A32_01_1FE__bin.33.fa	63	1819599	28882	113418	12	51867	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/CM_madagascar__A53_01_1FE__bin.21.fa	97	1878793	19369	90636	19	30510	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/CM_madagascar__A72_01_1FE__bin.2.fa	296	1359286	4592	36809	70	5652	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/CM_madagascar__A81_01_1FE__bin.49.fa	325	1193821	3673	21457	93	4221	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/CM_madagascar__A89_02_1FE__bin.31.fa	177	1607138	9079	39504	41	13486	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/CM_madagascar__A94_02_1FE__bin.50.fa	88	1703410	19356	91110	17	29005	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/CM_madagascar__V07_01_2FE__bin.26.fa	55	1791154	32566	141529	11	61173	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/CosteaPI_2017__SID713A028-11-0-0__bin.27.fa	42	1956907	46593	179604	8	102848	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/CosteaPI_2017__SID713B046-11-0-0__bin.58.fa	15	1857870	123858	661851	2	283089	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/LeChatelierE_2013__MH0012__bin.43.fa	25	1846836	73873	326034	4	163828	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/LeChatelierE_2013__MH0126__bin.25.fa	51	1868908	36645	194583	9	55728	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/LiuW_2016__SRR3992967__bin.11.fa	335	1369692	4088	22976	89	4744	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/NielsenHB_2014__MH0012__bin.23.fa	31	1308794	42219	210485	5	61466	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/NielsenHB_2014__MH0126__bin.53.fa	51	1722840	33781	162016	9	54815	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/Obregon-TitoAJ_2015__SM01__bin.23.fa	18	975962	54220	303554	3	91663	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/Obregon-TitoAJ_2015__SM02__bin.18.fa	24	1619156	67464	195800	5	107685	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/Obregon-TitoAJ_2015__SM18__bin.25.fa	25	1424467	56978	202785	5	104856	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/Obregon-TitoAJ_2015__SM25__bin.5.fa	27	1916580	70984	249763	5	145431	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/Obregon-TitoAJ_2015__SM31__bin.9.fa	55	1710347	31097	142949	9	60396	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/Obregon-TitoAJ_2015__SM32__bin.23.fa	134	1705082	12724	70169	28	19198	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/Obregon-TitoAJ_2015__SM33__bin.2.fa	127	1716509	13515	75594	22	24933	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/Obregon-TitoAJ_2015__SM34__bin.32.fa	368	1359924	3695	21592	104	4175	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/Obregon-TitoAJ_2015__SM39__bin.44.fa	13	1033207	79477	259798	3	170117	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/Obregon-TitoAJ_2015__SM40__bin.28.fa	266	1560315	5865	28972	71	7273	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/Obregon-TitoAJ_2015__SM43__bin.46.fa	33	1730768	52447	188170	6	100822	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/Obregon-TitoAJ_2015__SM44__bin.22.fa	32	1427281	44602	242831	5	80294	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/RampelliS_2015__H16__bin.32.fa	33	1520625	46079	252071	5	94957	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/RampelliS_2015__H17__bin.74.fa	146	1631820	11176	81026	24	21110	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/RampelliS_2015__H2__bin.18.fa	19	1530723	80564	234887	5	134050	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/RampelliS_2015__H8__bin.8.fa	308	1489821	4837	23027	78	5897	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/SmitsSA_2017__TZ_12739__bin.4.fa	240	1578573	6577	31553	61	8938	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part2/4350/SmitsSA_2017__TZ_65642__bin.12.fa	228	1755808	7700	53669	51	10912	0
