assembly	ncontigs	nbps	ulen	maxlen	n50num	n50len	nonATGC
references/D3/Escherichia_coli_GCA_000781275.LargeContigs.fna	123	5146947	41845	280476	14	120160	12400
references/D3/Escherichia_coli_GCA_000781295.LargeContigs.fna	65	5094941	78383	693719	8	215771	5527
references/D3/Escherichia_coli_GCA_000781315.LargeContigs.fna	70	5150493	73578	601889	7	277488	10444
references/D3/Escherichia_coli_GCA_000781335.LargeContigs.fna	88	5035666	57223	340682	11	165501	27839
references/D3/Escherichia_coli_GCA_000781355.LargeContigs.fna	86	5208910	60568	648747	6	287733	8237
references/D3/Escherichia_coli_GCA_000781375.LargeContigs.fna	108	4967296	45993	350946	11	149660	14740
references/D3/Escherichia_coli_GCA_000781385.LargeContigs.fna	99	5069719	51209	582306	8	175866	9799
references/D3/Escherichia_coli_GCA_000781415.LargeContigs.fna	73	5186753	71051	577931	8	205114	4342
references/D3/Escherichia_coli_GCA_000781435.LargeContigs.fna	50	4777929	95558	1039004	6	220728	2509
references/D3/Escherichia_coli_GCA_000781455.LargeContigs.fna	44	4918134	111775	1155522	4	436759	5253
references/D3/Escherichia_coli_GCA_000781475.LargeContigs.fna	2993	3104981	1037	6097	882	1142	107
references/D3/Escherichia_coli_GCA_000781485.LargeContigs.fna	163	5269666	32329	339915	13	135484	3301
references/D3/Escherichia_coli_GCA_000781505.LargeContigs.fna	278	5156032	18546	260119	22	72847	11020
references/D3/Escherichia_coli_GCA_000781515.LargeContigs.fna	108	5344819	49489	372827	10	193739	3535
references/D3/Escherichia_coli_GCA_000781555.LargeContigs.fna	65	5186067	79785	493136	7	237043	3004
references/D3/Escherichia_coli_GCA_000781575.LargeContigs.fna	61	5177915	84883	495881	7	236967	9553
references/D3/Escherichia_coli_GCA_000781595.LargeContigs.fna	175	5296543	30265	243818	21	77255	11103
references/D3/Escherichia_coli_GCA_000781605.LargeContigs.fna	132	5399078	40902	543573	10	136817	9630
references/D3/Escherichia_coli_GCA_000781635.LargeContigs.fna	143	5479392	38317	512564	12	126694	5465
references/D3/Escherichia_coli_GCA_000781655.LargeContigs.fna	218	5327581	24438	278668	26	59924	3554
references/D3/Escherichia_coli_GCA_000781675.LargeContigs.fna	137	5450342	39783	382557	14	109207	3992
references/D3/Escherichia_coli_GCA_000781695.LargeContigs.fna	125	5480701	43845	347995	12	173838	4149
references/D3/Escherichia_coli_GCA_000781715.LargeContigs.fna	194	5384404	27754	254408	19	96295	7738
references/D3/Escherichia_coli_GCA_000781735.LargeContigs.fna	80	4939865	61748	379866	10	183626	3337
references/D3/Escherichia_coli_GCA_000781755.LargeContigs.fna	82	4945460	60310	379666	9	185351	2437
references/D3/Escherichia_coli_GCA_000781775.LargeContigs.fna	98	4914148	50144	379520	11	150302	4947
references/D3/Escherichia_coli_GCA_000781795.LargeContigs.fna	2584	4219015	1632	14606	595	2061	5071
references/D3/Escherichia_coli_GCA_000781805.LargeContigs.fna	99	5197582	52500	450539	10	129635	9975
references/D3/Escherichia_coli_GCA_000781835.LargeContigs.fna	86	5106197	59374	352395	11	170658	3197
references/D3/Escherichia_coli_GCA_000781855.LargeContigs.fna	154	5309218	34475	259695	16	97143	4967
references/D3/Escherichia_coli_GCA_000781875.LargeContigs.fna	122	5350667	43857	352850	13	139961	8840
references/D3/Escherichia_coli_GCA_000781895.LargeContigs.fna	134	5339631	39847	353263	14	132392	4557
references/D3/Escherichia_coli_GCA_000781915.LargeContigs.fna	144	5029347	34926	255588	17	106879	16413
references/D3/Escherichia_coli_GCA_000781935.LargeContigs.fna	95	5224188	54991	450397	10	164678	4452
references/D3/Escherichia_coli_GCA_000781955.LargeContigs.fna	151	5491917	36370	252849	20	80448	9252
references/D3/Escherichia_coli_GCA_000781965.LargeContigs.fna	63	5300028	84127	691932	6	313043	2418
references/D3/Escherichia_coli_GCA_000781995.LargeContigs.fna	68	5298442	77918	627364	6	235816	1875
references/D3/Escherichia_coli_GCA_000782015.LargeContigs.fna	94	4945984	52616	509062	8	219534	7785
references/D3/Escherichia_coli_GCA_000782035.LargeContigs.fna	53	4892486	92311	685368	5	353800	13997
references/D3/Escherichia_coli_GCA_000782055.LargeContigs.fna	182	5517371	30315	347057	15	109469	2586
references/D3/Escherichia_coli_GCA_000782075.LargeContigs.fna	178	4731338	26580	210723	24	58597	15667
references/D3/Escherichia_coli_GCA_000782095.LargeContigs.fna	107	4960831	46362	356543	11	150954	6675
references/D3/Escherichia_coli_GCA_000782115.LargeContigs.fna	175	4848435	27705	218033	23	61871	10556
references/D3/Escherichia_coli_GCA_000782135.LargeContigs.fna	97	5488452	56581	489688	9	209442	3261
references/D3/Escherichia_coli_GCA_000782155.LargeContigs.fna	128	5456143	42626	350916	15	97363	9130
references/D3/Escherichia_coli_GCA_000782175.LargeContigs.fna	96	5281055	55010	489788	8	229628	4030
references/D3/Escherichia_coli_GCA_000782195.LargeContigs.fna	113	5484669	48536	371226	12	173838	4451
references/D3/Escherichia_coli_GCA_000782215.LargeContigs.fna	36	4929387	136927	704927	5	330554	3975
references/D3/Escherichia_coli_GCA_000782235.LargeContigs.fna	33	4935039	149546	707963	5	499062	2409
references/D3/Escherichia_coli_GCA_000782255.LargeContigs.fna	100	5292525	52925	489788	8	229754	3707
references/D3/Escherichia_coli_GCA_000782275.LargeContigs.fna	97	5036861	51926	457497	9	187453	10240
references/D3/Escherichia_coli_GCA_000782295.LargeContigs.fna	106	5276615	49779	487855	9	192953	3866
references/D3/Escherichia_coli_GCA_000782315.LargeContigs.fna	199	5313409	26700	301888	20	95907	6436
references/D3/Escherichia_coli_GCA_000782335.LargeContigs.fna	165	5414877	32817	315515	18	111016	8279
references/D3/Escherichia_coli_GCA_000782355.LargeContigs.fna	163	5339319	32756	381923	17	115053	8610
references/D3/Escherichia_coli_GCA_000782375.LargeContigs.fna	105	5233513	49842	369896	9	195692	4316
references/D3/Escherichia_coli_GCA_000782395.LargeContigs.fna	160	5453909	34086	429960	10	182006	5825
references/D3/Escherichia_coli_GCA_000782415.LargeContigs.fna	140	5430793	38791	370055	9	222777	9187
references/D3/Escherichia_coli_GCA_000782435.LargeContigs.fna	155	5317188	34304	434116	9	195457	18710
references/D3/Escherichia_coli_GCA_000782455.LargeContigs.fna	170	5056427	29743	261578	23	79505	5132
references/D3/Escherichia_coli_GCA_000782475.LargeContigs.fna	101	5135443	50845	523686	9	142089	3773
references/D3/Escherichia_coli_GCA_000782495.LargeContigs.fna	67	5076071	75762	711447	8	223376	6698
references/D3/Escherichia_coli_GCA_000782515.LargeContigs.fna	95	5062274	53287	339750	10	162620	3268
references/D3/Escherichia_coli_GCA_000782535.LargeContigs.fna	86	5050132	58722	418644	10	167694	2532
references/D3/Escherichia_coli_GCA_000782555.LargeContigs.fna	83	5136872	61890	718186	7	279124	2997
references/D3/Escherichia_coli_GCA_000782575.LargeContigs.fna	96	5340634	55631	369896	9	195207	4914
references/D3/Escherichia_coli_GCA_000782595.LargeContigs.fna	86	5065432	58900	646772	7	296836	3625
references/D3/Escherichia_coli_GCA_000782615.LargeContigs.fna	76	5077039	66803	349497	10	193222	6882
references/D3/Escherichia_coli_GCA_000782635.LargeContigs.fna	107	5227963	48859	371410	12	165696	9337
references/D3/Escherichia_coli_GCA_000782655.LargeContigs.fna	100	5238529	52385	371343	12	166367	9631
references/D3/Escherichia_coli_GCA_000782675.LargeContigs.fna	139	5471827	39365	382252	11	186067	10370
references/D3/Escherichia_coli_GCA_000782695.LargeContigs.fna	80	5198537	64981	484929	8	206408	11226
references/D3/Escherichia_coli_GCA_000782715.LargeContigs.fna	127	5467628	43052	370738	12	173834	6934
references/D3/Escherichia_coli_GCA_000782735.LargeContigs.fna	99	5316286	53699	486061	8	206060	4206
references/D3/Escherichia_coli_GCA_000782755.LargeContigs.fna	118	5284295	44782	422852	9	203694	28129
references/D3/Escherichia_coli_GCA_000782775.LargeContigs.fna	106	5128276	48379	477288	8	222455	23184
references/D3/Escherichia_coli_GCA_000782795.LargeContigs.fna	188	4832439	25704	199389	21	81162	5471
references/D3/Escherichia_coli_GCA_000782815.LargeContigs.fna	128	5271793	41185	429033	12	138623	5202
references/D3/Escherichia_coli_GCA_000783335.LargeContigs.fna	359	5190918	14459	221054	22	79648	8
references/D3/Escherichia_coli_GCA_000785235.LargeContigs.fna	201	4594117	22856	205548	25	55748	3635
references/D3/Escherichia_coli_GCA_000785245.LargeContigs.fna	1979	4661891	2355	33568	353	3557	7156
references/D3/Escherichia_coli_GCA_000785255.LargeContigs.fna	168	5234671	31158	351997	19	86858	16084
references/D3/Escherichia_coli_GCA_000785265.LargeContigs.fna	2740	4130447	1507	8728	737	1831	613
references/D3/Escherichia_coli_GCA_000785315.LargeContigs.fna	2799	3354059	1198	9057	795	1348	810
references/D3/Escherichia_coli_GCA_000785325.LargeContigs.fna	96	4993261	52013	341733	11	146179	4859
references/D3/Escherichia_coli_GCA_000785355.LargeContigs.fna	197	4962489	25190	237319	22	67378	18242
references/D3/Escherichia_coli_GCA_000785765.LargeContigs.fna	145	5148593	35507	423762	12	137492	0
references/D3/Escherichia_coli_GCA_000785775.LargeContigs.fna	100	4976759	49767	353781	13	123347	0
references/D3/Escherichia_coli_GCA_000785795.LargeContigs.fna	80	4926490	61581	354939	11	132138	0
references/D3/Escherichia_coli_GCA_000785865.LargeContigs.fna	98	5142262	52472	423500	11	147584	0
references/D3/Escherichia_coli_GCA_000797575.LargeContigs.fna	104	4776649	45929	293437	14	109113	0
references/D3/Escherichia_coli_GCA_000797585.LargeContigs.fna	80	4920814	61510	383369	10	156112	0
references/D3/Escherichia_coli_GCA_000797595.LargeContigs.fna	154	5080401	32989	244710	20	84492	0
references/D3/Escherichia_coli_GCA_000797605.LargeContigs.fna	85	4836410	56898	594660	7	185187	0
references/D3/Escherichia_coli_GCA_000797655.LargeContigs.fna	157	5050275	32167	346538	18	95769	0
references/D3/Escherichia_coli_GCA_000797675.LargeContigs.fna	185	5203794	28128	264320	16	113637	0
references/D3/Escherichia_coli_GCA_000797695.LargeContigs.fna	255	4975296	19510	251552	21	71346	0
references/D3/Escherichia_coli_GCA_000797715.LargeContigs.fna	202	5446884	26964	348605	15	115333	0
references/D3/Escherichia_coli_GCA_000797735.LargeContigs.fna	311	5193766	16700	228517	22	71052	0
references/D3/Escherichia_coli_GCA_000797755.LargeContigs.fna	186	5089115	27360	298552	16	108140	0
references/D3/Escherichia_coli_GCA_000797775.LargeContigs.fna	116	5052084	43552	362827	10	166241	0
references/D3/Escherichia_coli_GCA_000797795.LargeContigs.fna	156	4829264	30956	386791	11	132506	0
references/D3/Escherichia_coli_GCA_000797815.LargeContigs.fna	217	5144079	23705	524276	11	131461	0
references/D3/Escherichia_coli_GCA_000797835.LargeContigs.fna	122	5055014	41434	404143	10	195794	0
references/D3/Escherichia_coli_GCA_000797855.LargeContigs.fna	107	5052200	47216	460151	10	148517	0
references/D3/Escherichia_coli_GCA_000797875.LargeContigs.fna	197	5008568	25424	360878	14	111918	0
references/D3/Escherichia_coli_GCA_000797895.LargeContigs.fna	135	5281989	39125	304043	14	116145	0
references/D3/Escherichia_coli_GCA_000797915.LargeContigs.fna	255	5247689	20579	270291	23	72208	0
references/D3/Escherichia_coli_GCA_000797935.LargeContigs.fna	91	5025383	55223	685795	8	192624	0
references/D3/Escherichia_coli_GCA_000797955.LargeContigs.fna	103	5013273	48672	384240	12	135701	0
references/D3/Escherichia_coli_GCA_000797975.LargeContigs.fna	93	4706897	50611	354426	12	138107	0
references/D3/Escherichia_coli_GCA_000797995.LargeContigs.fna	149	4878360	32740	540123	10	142290	0
references/D3/Escherichia_coli_GCA_000798015.LargeContigs.fna	182	4947127	27182	440447	11	119762	0
references/D3/Escherichia_coli_GCA_000798035.LargeContigs.fna	227	5164386	22750	358190	19	74642	0
references/D3/Escherichia_coli_GCA_000798055.LargeContigs.fna	138	5048863	36585	416611	13	129965	0
references/D3/Escherichia_coli_GCA_000798075.LargeContigs.fna	143	5104369	35694	395682	14	117309	0
references/D3/Escherichia_coli_GCA_000798095.LargeContigs.fna	141	4748987	33680	225582	19	84670	0
references/D3/Escherichia_coli_GCA_000798115.LargeContigs.fna	290	5294941	18258	319156	18	85473	0
references/D3/Escherichia_coli_GCA_000798135.LargeContigs.fna	253	4941295	19530	351171	14	106276	0
references/D3/Escherichia_coli_GCA_000798155.LargeContigs.fna	98	4847826	49467	374434	12	135874	0
references/D3/Escherichia_coli_GCA_000798175.LargeContigs.fna	156	5067494	32483	459132	11	170917	0
references/D3/Escherichia_coli_GCA_000798195.LargeContigs.fna	279	5216182	18695	232182	23	73753	0
references/D3/Escherichia_coli_GCA_000798215.LargeContigs.fna	105	4880366	46479	695628	7	208845	0
references/D3/Escherichia_coli_GCA_000798235.LargeContigs.fna	200	5202691	26013	283565	17	94661	0
references/D3/Escherichia_coli_GCA_000798255.LargeContigs.fna	194	4840479	24950	329641	15	98689	0
references/D3/Escherichia_coli_GCA_000798275.LargeContigs.fna	83	4976592	59958	592732	8	207518	0
references/D3/Escherichia_coli_GCA_000798295.LargeContigs.fna	147	4940996	33612	394886	14	111742	0
references/D3/Escherichia_coli_GCA_000798315.LargeContigs.fna	245	5220860	21309	303513	20	79822	0
references/D3/Escherichia_coli_GCA_000798335.LargeContigs.fna	106	5025006	47405	448495	11	137211	0
references/D3/Escherichia_coli_GCA_000798355.LargeContigs.fna	299	5514640	18443	251083	21	83360	0
references/D3/Escherichia_coli_GCA_000798375.LargeContigs.fna	211	5115416	24243	268414	19	88172	0
references/D3/Escherichia_coli_GCA_000798395.LargeContigs.fna	214	5169805	24157	398509	11	153437	0
references/D3/Escherichia_coli_GCA_000798415.LargeContigs.fna	151	5129799	33972	562945	13	117436	0
references/D3/Escherichia_coli_GCA_000798435.LargeContigs.fna	107	4989016	46626	823955	10	154487	0
references/D3/Escherichia_coli_GCA_000798455.LargeContigs.fna	142	4948525	34848	327950	14	103389	0
references/D3/Escherichia_coli_GCA_000798475.LargeContigs.fna	105	4918242	46840	639957	12	136021	0
references/D3/Escherichia_coli_GCA_000798495.LargeContigs.fna	118	5006887	42431	575164	13	119367	0
references/D3/Escherichia_coli_GCA_000798515.LargeContigs.fna	344	5604162	16291	262155	27	62024	0
references/D3/Escherichia_coli_GCA_000798535.LargeContigs.fna	145	4464333	30788	230758	17	84055	0
references/D3/Escherichia_coli_GCA_000798555.LargeContigs.fna	111	5020159	45226	456602	14	112306	0
references/D3/Escherichia_coli_GCA_000798575.LargeContigs.fna	89	5006454	56252	531602	9	163587	0
references/D3/Escherichia_coli_GCA_000798595.LargeContigs.fna	82	4902042	59781	614090	8	199292	0
references/D3/Escherichia_coli_GCA_000800495.LargeContigs.fna	246	5135645	20876	199094	22	71671	0
references/D3/Escherichia_coli_GCA_000800675.LargeContigs.fna	208	4938338	23742	419050	9	190816	0
references/D3/Escherichia_coli_GCA_000804325.LargeContigs.fna	220	4731309	21505	185817	24	68058	0
references/D3/Escherichia_coli_GCA_000804345.LargeContigs.fna	178	4908048	27573	296660	16	91784	0
references/D3/Escherichia_coli_GCA_000804365.LargeContigs.fna	90	4865942	54066	449263	13	134895	0
references/D3/Escherichia_coli_GCA_000805815.LargeContigs.fna	294	5093926	17326	167115	29	60982	0
references/D3/Escherichia_coli_GCA_000805835.LargeContigs.fna	266	5043882	18961	167895	27	64082	0
references/D3/Escherichia_coli_GCA_000806175.LargeContigs.fna	188	4954160	26351	293318	16	92999	32920
references/D3/Escherichia_coli_GCA_000806195.LargeContigs.fna	177	5174097	29232	414460	12	126828	667
references/D3/Escherichia_coli_GCA_000806245.LargeContigs.fna	137	4859890	35473	210941	16	104868	149
references/D3/Escherichia_coli_GCA_000806255.LargeContigs.fna	142	4947932	34844	378570	11	154770	1006
references/D3/Escherichia_coli_GCA_000806265.LargeContigs.fna	150	5117746	34118	378678	12	152984	76
references/D3/Escherichia_coli_GCA_000806275.LargeContigs.fna	99	5068634	51198	369412	15	112313	51
references/D3/Escherichia_coli_GCA_000807555.LargeContigs.fna	209	4945793	23664	419571	8	216681	0
references/D3/Escherichia_coli_GCA_000807565.LargeContigs.fna	199	4949252	24870	419050	9	190816	0
references/D3/Escherichia_coli_GCA_000807575.LargeContigs.fna	203	4933598	24303	419050	9	190816	0
references/D3/Escherichia_coli_GCA_000807635.LargeContigs.fna	194	4935073	25438	419571	9	190815	0
references/D3/Escherichia_coli_GCA_000807655.LargeContigs.fna	201	4936579	24560	419050	9	190816	0
references/D3/Escherichia_coli_GCA_000812235.LargeContigs.fna	188	4715428	25082	231021	18	83621	0
references/D3/Escherichia_coli_GCA_000812255.LargeContigs.fna	218	4896530	22461	149919	27	66742	0
references/D3/Escherichia_coli_GCA_000812305.LargeContigs.fna	248	5186092	20911	269101	17	100024	0
references/D3/Escherichia_coli_GCA_000812325.LargeContigs.fna	237	5205271	21963	369349	16	106398	0
references/D3/Escherichia_coli_GCA_000812345.LargeContigs.fna	248	5268404	21243	496629	16	97353	0
references/D3/Escherichia_coli_GCA_000812365.LargeContigs.fna	246	5275092	21443	496572	15	97553	0
references/D3/Escherichia_coli_GCA_000812385.LargeContigs.fna	213	4880879	22914	235774	16	111597	0
references/D3/Escherichia_coli_GCA_000812645.LargeContigs.fna	125	4979922	39839	490231	10	137217	154
references/D3/Escherichia_coli_GCA_000812705.LargeContigs.fna	251	5219781	20795	312191	17	99123	0
references/D3/Escherichia_coli_GCA_000812715.LargeContigs.fna	221	4831273	21860	223595	20	69727	0
references/D3/Escherichia_coli_GCA_000812725.LargeContigs.fna	198	4941386	24956	202484	22	77129	0
references/D3/Escherichia_coli_GCA_000812765.LargeContigs.fna	145	5052014	34841	338098	14	98394	0
references/D3/Escherichia_coli_GCA_000812785.LargeContigs.fna	160	4898283	30614	329979	14	132088	0
references/D3/Escherichia_coli_GCA_000814525.LargeContigs.fna	139	5523407	39736	348020	12	150683	2723
references/D3/Escherichia_coli_GCA_000817355.LargeContigs.fna	96	5478295	57065	519165	10	144019	0
references/D3/Escherichia_coli_GCA_000817375.LargeContigs.fna	74	5105498	68993	619750	6	274108	0
references/D3/Escherichia_coli_GCA_000817425.LargeContigs.fna	141	4921521	34904	637106	9	174737	0
references/D3/Escherichia_coli_GCA_000818985.LargeContigs.fna	97	5002900	51576	529792	8	193789	0
references/D3/Escherichia_coli_GCA_000818995.LargeContigs.fna	190	5113941	26915	269719	16	111740	0
references/D3/Escherichia_coli_GCA_000819005.LargeContigs.fna	113	5276762	46697	503987	9	234152	0
references/D3/Escherichia_coli_GCA_000819015.LargeContigs.fna	257	5302173	20631	493218	16	96252	0
references/D3/Escherichia_coli_GCA_000819065.LargeContigs.fna	226	5134456	22718	379327	15	134000	0
references/D3/Escherichia_coli_GCA_000819085.LargeContigs.fna	96	5142274	53565	512637	10	207258	0
references/D3/Escherichia_coli_GCA_000819105.LargeContigs.fna	206	4956211	24059	303695	18	90563	0
references/D3/Escherichia_coli_GCA_000819125.LargeContigs.fna	134	4830892	36051	347774	11	119251	0
references/D3/Escherichia_coli_GCA_000819145.LargeContigs.fna	321	5640627	17572	277782	23	81332	0
references/D3/Escherichia_coli_GCA_000819165.LargeContigs.fna	120	5045187	42043	562918	10	197114	0
references/D3/Escherichia_coli_GCA_000819185.LargeContigs.fna	155	5069172	32704	377270	15	112052	0
references/D3/Escherichia_coli_GCA_000819205.LargeContigs.fna	153	4889632	31958	245318	15	119341	0
references/D3/Escherichia_coli_GCA_000819225.LargeContigs.fna	134	4900616	36571	304682	12	131606	0
references/D3/Escherichia_coli_GCA_000819245.LargeContigs.fna	187	4778879	25555	235028	19	94688	0
references/D3/Escherichia_coli_GCA_000819265.LargeContigs.fna	146	4954991	33938	382194	16	91839	0
references/D3/Escherichia_coli_GCA_000819285.LargeContigs.fna	335	5062562	15112	142501	29	60216	0
references/D3/Escherichia_coli_GCA_000819305.LargeContigs.fna	267	5230726	19590	210193	28	60206	0
references/D3/Escherichia_coli_GCA_000819325.LargeContigs.fna	345	5019035	14547	175008	24	70045	0
references/D3/Escherichia_coli_GCA_000819345.LargeContigs.fna	185	4927955	26637	244873	18	101452	0
references/D3/Escherichia_coli_GCA_000819355.LargeContigs.fna	144	4951030	34382	416611	13	106428	0
references/D3/Escherichia_coli_GCA_000819365.LargeContigs.fna	394	5123663	13004	237518	29	47955	0
references/D3/Escherichia_coli_GCA_000819375.LargeContigs.fna	302	5369966	17781	235806	21	76563	0
references/D3/Escherichia_coli_GCA_000826805.LargeContigs.fna	83	5121785	61708	496009	9	196446	0
references/D3/Escherichia_coli_GCA_000831335.LargeContigs.fna	79	5025006	63607	688432	8	185960	0
references/D3/Escherichia_coli_GCA_000833635.LargeContigs.fna	11	4500793	409163	1085536	3	558426	0
references/D3/Escherichia_coli_GCA_000835045.LargeContigs.fna	236	5547789	23507	319579	18	96352	0
references/D3/Escherichia_coli_GCA_000835055.LargeContigs.fna	226	5449636	24113	286151	18	91578	5
references/D3/Escherichia_coli_GCA_000932215.LargeContigs.fna	1173	4754510	4053	29734	265	5437	0
references/D3/Escherichia_coli_GCA_000934865.LargeContigs.fna	242	5303239	21914	202085	29	58735	0
references/D3/Escherichia_coli_GCA_000935075.LargeContigs.fna	143	5324560	37234	375090	12	149673	0
references/D3/Escherichia_coli_GCA_000935345.LargeContigs.fna	296	4939743	16688	211783	21	73526	0
references/D3/Escherichia_coli_GCA_000935365.LargeContigs.fna	371	4954946	13355	228056	27	52132	0
references/D3/Escherichia_coli_GCA_000935375.LargeContigs.fna	309	4947468	16011	228921	21	79323	0
references/D3/Escherichia_coli_GCA_000935425.LargeContigs.fna	296	4954470	16738	228058	24	68924	0
references/D3/Escherichia_coli_GCA_000935435.LargeContigs.fna	335	4902430	14634	211938	23	63378	0
references/D3/Escherichia_coli_GCA_000935445.LargeContigs.fna	287	4993339	17398	212619	22	71243	0
references/D3/Escherichia_coli_GCA_000935475.LargeContigs.fna	513	4344436	8468	107667	64	20783	0
references/D3/Escherichia_coli_GCA_000935505.LargeContigs.fna	258	5027466	19486	261201	21	73123	0
references/D3/Escherichia_coli_GCA_000935515.LargeContigs.fna	276	4774574	17299	247310	18	82505	0
references/D3/Escherichia_coli_GCA_000935525.LargeContigs.fna	356	4908703	13788	171903	27	54715	0
references/D3/Escherichia_coli_GCA_000935555.LargeContigs.fna	287	4875984	16989	199794	24	69881	0
references/D3/Escherichia_coli_GCA_000935905.LargeContigs.fna	49	5402317	110251	565811	7	325343	33
references/D3/Escherichia_coli_GCA_000936005.LargeContigs.fna	1455	5834102	4009	57320	231	6539	8186
references/D3/Escherichia_coli_GCA_000936105.LargeContigs.fna	715	5369081	7509	127980	52	28237	181
references/D3/Escherichia_coli_GCA_000936125.LargeContigs.fna	37	5259892	142159	1315582	4	444658	27
references/D3/Escherichia_coli_GCA_000936165.LargeContigs.fna	2117	8057107	3805	172858	119	10346	225
references/D3/Escherichia_coli_GCA_000936225.LargeContigs.fna	55	5612104	102038	554512	7	333434	28
references/D3/Escherichia_coli_GCA_000936245.LargeContigs.fna	40	5417467	135436	789581	6	290424	35
references/D3/Escherichia_coli_GCA_000936365.LargeContigs.fna	2457	7186768	2925	32784	418	4333	10518
references/D3/Escherichia_coli_GCA_000936455.LargeContigs.fna	721	5516512	7651	115191	72	21102	607
references/D3/Escherichia_coli_GCA_000936475.LargeContigs.fna	44	5364390	121917	434533	9	197377	15
references/D3/Escherichia_coli_GCA_000936495.LargeContigs.fna	36	5357370	148815	1315130	4	428391	12
references/D3/Escherichia_coli_GCA_000936635.LargeContigs.fna	34	5334847	156907	704808	6	352987	37
references/D3/Escherichia_coli_GCA_000936715.LargeContigs.fna	2816	9260424	3288	82719	275	5392	355
references/D3/Escherichia_coli_GCA_000936775.LargeContigs.fna	1730	6949752	4017	160287	96	17238	166
references/D3/Escherichia_coli_GCA_000937275.LargeContigs.fna	42	5355769	127518	720970	6	366022	26
references/D3/Escherichia_coli_GCA_000937355.LargeContigs.fna	689	5439347	7894	107970	90	17985	1099
references/D3/Escherichia_coli_GCA_000937415.LargeContigs.fna	37	4973820	134427	534167	6	360948	5
references/D3/Escherichia_coli_GCA_000937575.LargeContigs.fna	2003	6573403	3281	67112	325	5004	9577
references/D3/Escherichia_coli_GCA_000937855.LargeContigs.fna	46	5660065	123044	1236124	5	431994	25
references/D3/Escherichia_coli_GCA_000937975.LargeContigs.fna	2094	8041956	3840	137566	121	10357	228
references/D3/Escherichia_coli_GCA_000938175.LargeContigs.fna	656	5410307	8247	131758	68	20369	781
references/D3/Escherichia_coli_GCA_000938575.LargeContigs.fna	2606	9030472	3465	68580	317	5549	236
references/D3/Escherichia_coli_GCA_000938695.LargeContigs.fna	44	5339202	121345	839850	7	306886	18
references/D3/Escherichia_coli_GCA_000938995.LargeContigs.fna	41	5355176	130614	652083	6	343315	28
references/D3/Escherichia_coli_GCA_000939035.LargeContigs.fna	650	5275829	8116	129206	65	21563	383
references/D3/Escherichia_coli_GCA_000939135.LargeContigs.fna	674	5419259	8040	85003	80	18700	951
references/D3/Escherichia_coli_GCA_000939195.LargeContigs.fna	46	5448269	118440	693092	7	277954	16
references/D3/Escherichia_coli_GCA_000939215.LargeContigs.fna	2585	9093412	3517	129483	182	6638	517
references/D3/Escherichia_coli_GCA_000939255.LargeContigs.fna	42	5297124	126122	1086344	3	788464	20
references/D3/Escherichia_coli_GCA_000939335.LargeContigs.fna	724	5517136	7620	118728	73	19893	563
references/D3/Escherichia_coli_GCA_000939695.LargeContigs.fna	1271	5158422	4058	63451	162	8353	589
references/D3/Escherichia_coli_GCA_000939755.LargeContigs.fna	36	5507139	152976	800763	5	458459	16
references/D3/Escherichia_coli_GCA_000939955.LargeContigs.fna	51	5659285	110966	541845	6	415423	35
references/D3/Escherichia_coli_GCA_000940115.LargeContigs.fna	50	5498438	109968	1200133	6	326437	45
references/D3/Escherichia_coli_GCA_000940255.LargeContigs.fna	55	5538747	100704	1000052	5	364350	28
references/D3/Escherichia_coli_GCA_000940355.LargeContigs.fna	47	5368059	114214	594061	5	519670	25
references/D3/Escherichia_coli_GCA_000940455.LargeContigs.fna	871	5148962	5911	66079	116	11847	1490
references/D3/Escherichia_coli_GCA_000940555.LargeContigs.fna	660	5415676	8205	118274	74	18237	931
references/D3/Escherichia_coli_GCA_000940615.LargeContigs.fna	1387	5754053	4148	58591	213	6971	7582
references/D3/Escherichia_coli_GCA_000940655.LargeContigs.fna	60	5546827	92447	717744	9	240333	49
references/D3/Escherichia_coli_GCA_000941195.LargeContigs.fna	729	5380779	7381	127980	52	28148	173
references/D3/Escherichia_coli_GCA_000941395.LargeContigs.fna	51	5502792	107897	783257	6	330178	40
references/D3/Escherichia_coli_GCA_000941435.LargeContigs.fna	1750	6993215	3996	129464	99	17137	198
references/D3/Escherichia_coli_GCA_000941535.LargeContigs.fna	958	5232470	5461	74429	110	13560	340
references/D3/Escherichia_coli_GCA_000941575.LargeContigs.fna	27	5740513	212611	976944	4	503039	8
references/D3/Escherichia_coli_GCA_000941835.LargeContigs.fna	159	5322847	33477	166836	26	70732	670
references/D3/Escherichia_coli_GCA_000941895.LargeContigs.fna	45	5242930	116509	461620	7	281441	35
references/D3/Escherichia_coli_GCA_000941935.LargeContigs.fna	47	5529476	117648	748312	6	302106	49
references/D3/Escherichia_coli_GCA_000941995.LargeContigs.fna	25	5003084	200123	1893946	2	951554	4
references/D3/Escherichia_coli_GCA_000942815.LargeContigs.fna	897	5150344	5741	77059	119	11302	1683
references/D3/Escherichia_coli_GCA_000942915.LargeContigs.fna	32	5264101	164503	876679	5	342480	19
references/D3/Escherichia_coli_GCA_000944015.LargeContigs.fna	38	5511800	145047	1335714	4	438196	15
references/D3/Escherichia_coli_GCA_000944435.LargeContigs.fna	2841	9283071	3267	115837	278	5504	368
