query	target	avg_jacc_sim	jacc_SD	num_shared_SCPs	poss_shared_SCPs	AAI_estimate
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336285_1.LargeContigs.fna	0.0612	N/A	62	63	41.89
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336305_1.LargeContigs.fna	0.0229	N/A	23	37	36.05
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336325_1.LargeContigs.fna	0.0397	N/A	51	63	39.1
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336345_1.LargeContigs.fna	0.1147	N/A	34	51	46.79
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336355_1.LargeContigs.fna	0.2872	N/A	33	48	57.17
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336365_1.LargeContigs.fna	0.0418	N/A	60	63	39.4
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336405_1.LargeContigs.fna	0.0565	N/A	61	63	41.34
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336415_1.LargeContigs.fna	0.1939	N/A	63	63	52.06
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336445_1.LargeContigs.fna	0.0396	N/A	54	63	39.08
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336465_1.LargeContigs.fna	0.0394	N/A	56	63	39.06
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336475_1.LargeContigs.fna	0.034	N/A	39	54	38.18
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336485_1.LargeContigs.fna	0.0382	N/A	61	63	38.87
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336525_1.LargeContigs.fna	0.0448	N/A	50	61	39.83
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336535_1.LargeContigs.fna	0.0348	N/A	55	63	38.31
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336545_1.LargeContigs.fna	0.0262	N/A	28	38	36.75
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336585_1.LargeContigs.fna	0.0425	N/A	60	63	39.51
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336595_1.LargeContigs.fna	0.1403	N/A	57	63	48.64
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336625_1.LargeContigs.fna	0.1048	N/A	59	63	46.0
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336645_1.LargeContigs.fna	0.1391	N/A	57	63	48.56
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336655_1.LargeContigs.fna	0.0368	N/A	59	63	38.65
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336675_1.LargeContigs.fna	0.0416	N/A	59	63	39.39
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336705_1.LargeContigs.fna	0.0327	N/A	54	63	37.96
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336725_1.LargeContigs.fna	0.0334	N/A	44	59	38.09
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336735_1.LargeContigs.fna	0.0281	N/A	34	45	37.13
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336765_1.LargeContigs.fna	0.035	N/A	30	41	38.35
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336785_1.LargeContigs.fna	0.0422	N/A	61	63	39.47
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336805_1.LargeContigs.fna	0.0388	N/A	60	63	38.96
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336815_1.LargeContigs.fna	0.0287	N/A	29	35	37.25
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336845_1.LargeContigs.fna	0.0504	N/A	46	61	40.58
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336855_1.LargeContigs.fna	0.0326	N/A	48	62	37.94
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336885_1.LargeContigs.fna	0.0564	N/A	61	63	41.33
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336895_1.LargeContigs.fna	0.0359	N/A	61	63	38.5
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336915_1.LargeContigs.fna	0.0378	N/A	57	63	38.8
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336935_1.LargeContigs.fna	0.0348	N/A	55	63	38.33
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336965_1.LargeContigs.fna	0.0475	N/A	40	54	40.2
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336975_1.LargeContigs.fna	0.0586	N/A	51	63	41.58
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002336985_1.LargeContigs.fna	0.0523	N/A	62	63	40.83
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337005_1.LargeContigs.fna	0.0329	N/A	32	48	38.0
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337045_1.LargeContigs.fna	0.0365	N/A	61	63	38.6
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337055_1.LargeContigs.fna	0.1073	N/A	58	63	46.2
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337085_1.LargeContigs.fna	0.0525	N/A	57	63	40.86
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337095_1.LargeContigs.fna	0.0331	N/A	51	60	38.04
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337125_1.LargeContigs.fna	0.0377	N/A	61	63	38.78
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337145_1.LargeContigs.fna	0.0366	N/A	61	63	38.62
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337155_1.LargeContigs.fna	0.0342	N/A	55	63	38.23
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337185_1.LargeContigs.fna	0.1126	N/A	32	47	46.62
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337205_1.LargeContigs.fna	0.0424	N/A	58	63	39.5
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337215_1.LargeContigs.fna	0.0293	N/A	40	54	37.35
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337235_1.LargeContigs.fna	0.0618	N/A	58	63	41.95
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337265_1.LargeContigs.fna	0.0192	N/A	23	33	35.15
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337285_1.LargeContigs.fna	0.0534	N/A	63	63	40.96
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337295_1.LargeContigs.fna	0.2103	N/A	58	63	53.01
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337315_1.LargeContigs.fna	0.0565	N/A	52	63	41.34
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337335_1.LargeContigs.fna	0.7386	N/A	43	58	81.45
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337365_1.LargeContigs.fna	0.0456	N/A	41	56	39.94
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337375_1.LargeContigs.fna	0.0993	N/A	36	52	45.55
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337385_1.LargeContigs.fna	0.0526	N/A	59	63	40.87
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337405_1.LargeContigs.fna	0.0943	N/A	59	63	45.12
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337445_1.LargeContigs.fna	0.0479	N/A	60	63	40.25
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337455_1.LargeContigs.fna	0.0447	N/A	40	55	39.83
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337465_1.LargeContigs.fna	0.1697	N/A	59	63	50.58
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337505_1.LargeContigs.fna	0.1248	N/A	36	52	47.54
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337525_1.LargeContigs.fna	0.0449	N/A	60	63	39.85
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337535_1.LargeContigs.fna	0.0595	N/A	58	63	41.69
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337545_1.LargeContigs.fna	0.0281	N/A	62	63	37.12
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337565_1.LargeContigs.fna	0.0317	N/A	60	63	37.79
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337605_1.LargeContigs.fna	0.0413	N/A	61	63	39.34
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337615_1.LargeContigs.fna	0.0603	N/A	59	63	41.78
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337625_1.LargeContigs.fna	0.0941	N/A	59	63	45.1
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337635_1.LargeContigs.fna	0.0569	N/A	55	63	41.39
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337685_1.LargeContigs.fna	0.1594	N/A	61	63	49.92
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337695_1.LargeContigs.fna	0.0539	N/A	62	63	41.03
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337725_1.LargeContigs.fna	0.1342	N/A	36	52	48.22
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337735_1.LargeContigs.fna	0.1332	N/A	39	57	48.15
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337765_1.LargeContigs.fna	0.7911	N/A	59	63	85.38
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337775_1.LargeContigs.fna	0.04	N/A	61	63	39.14
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337805_1.LargeContigs.fna	0.1554	N/A	55	63	49.66
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337815_1.LargeContigs.fna	0.8266	N/A	55	63	88.44
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337845_1.LargeContigs.fna	0.9297	N/A	48	63	>90%
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337855_1.LargeContigs.fna	0.6594	N/A	55	63	76.36
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337885_1.LargeContigs.fna	0.6669	N/A	52	63	76.81
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337895_1.LargeContigs.fna	0.1611	N/A	60	63	50.03
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337925_1.LargeContigs.fna	0.0427	N/A	58	63	39.54
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337935_1.LargeContigs.fna	0.0432	N/A	61	63	39.6
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337965_1.LargeContigs.fna	0.1092	N/A	28	41	46.35
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002337985_1.LargeContigs.fna	0.09	N/A	62	63	44.74
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338005_1.LargeContigs.fna	0.1338	N/A	59	63	48.19
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338015_1.LargeContigs.fna	0.0609	N/A	60	63	41.85
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338045_1.LargeContigs.fna	0.0974	N/A	43	58	45.39
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338065_1.LargeContigs.fna	0.4931	N/A	63	63	67.4
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338085_1.LargeContigs.fna	0.0444	N/A	62	63	39.78
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338095_1.LargeContigs.fna	0.0434	N/A	52	63	39.63
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338125_1.LargeContigs.fna	0.0337	N/A	53	63	38.14
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338145_1.LargeContigs.fna	0.0425	N/A	56	63	39.52
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338165_1.LargeContigs.fna	0.0422	N/A	59	63	39.46
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338175_1.LargeContigs.fna	0.159	N/A	63	63	49.9
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338195_1.LargeContigs.fna	0.073	N/A	28	40	43.14
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338225_1.LargeContigs.fna	0.1339	N/A	34	50	48.2
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338245_1.LargeContigs.fna	0.1176	N/A	54	63	47.0
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338255_1.LargeContigs.fna	0.0381	N/A	56	63	38.85
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338285_1.LargeContigs.fna	0.9269	N/A	36	51	>90%
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338305_1.LargeContigs.fna	0.6702	N/A	59	63	77.01
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338325_1.LargeContigs.fna	0.0401	N/A	61	63	39.16
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338335_1.LargeContigs.fna	0.0381	N/A	59	63	38.86
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338345_1.LargeContigs.fna	0.0482	N/A	34	42	40.3
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338385_1.LargeContigs.fna	0.1305	N/A	57	63	47.95
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338405_1.LargeContigs.fna	0.0314	N/A	58	63	37.73
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338425_1.LargeContigs.fna	0.0556	N/A	61	63	41.23
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338435_1.LargeContigs.fna	0.1927	N/A	58	63	51.99
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338445_1.LargeContigs.fna	0.1296	N/A	63	63	47.89
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338485_1.LargeContigs.fna	0.1404	N/A	56	63	48.65
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338505_1.LargeContigs.fna	0.0455	N/A	61	63	39.93
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338515_1.LargeContigs.fna	0.1122	N/A	38	54	46.59
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338525_1.LargeContigs.fna	0.053	N/A	60	63	40.91
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338565_1.LargeContigs.fna	0.0563	N/A	63	63	41.31
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338585_1.LargeContigs.fna	0.134	N/A	49	63	48.2
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338605_1.LargeContigs.fna	0.119	N/A	59	63	47.11
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338615_1.LargeContigs.fna	0.1172	N/A	62	63	46.97
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338645_1.LargeContigs.fna	0.0883	N/A	36	50	44.6
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338655_1.LargeContigs.fna	0.0405	N/A	62	63	39.22
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338685_1.LargeContigs.fna	0.0442	N/A	61	63	39.76
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338705_1.LargeContigs.fna	0.0317	N/A	38	54	37.79
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338715_1.LargeContigs.fna	0.0319	N/A	60	63	37.82
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338725_1.LargeContigs.fna	0.043	N/A	62	63	39.58
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338765_1.LargeContigs.fna	0.0486	N/A	61	63	40.35
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338785_1.LargeContigs.fna	0.0418	N/A	61	63	39.4
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338805_1.LargeContigs.fna	0.1248	N/A	35	51	47.54
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338815_1.LargeContigs.fna	0.0596	N/A	62	63	41.7
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338845_1.LargeContigs.fna	0.5095	N/A	59	63	68.22
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338865_1.LargeContigs.fna	0.9375	N/A	59	63	>90%
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338885_1.LargeContigs.fna	0.036	N/A	52	63	38.51
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338895_1.LargeContigs.fna	0.0317	N/A	53	63	37.79
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338925_1.LargeContigs.fna	0.0295	N/A	48	60	37.39
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338945_1.LargeContigs.fna	0.028	N/A	37	53	37.11
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338965_1.LargeContigs.fna	0.0391	N/A	61	63	39.01
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002338985_1.LargeContigs.fna	0.1274	N/A	37	55	47.74
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339005_1.LargeContigs.fna	0.1617	N/A	58	63	50.07
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339015_1.LargeContigs.fna	0.0967	N/A	62	63	45.33
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339045_1.LargeContigs.fna	0.145	N/A	39	51	48.97
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339065_1.LargeContigs.fna	0.0381	N/A	50	63	38.85
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339085_1.LargeContigs.fna	0.1626	N/A	58	63	50.13
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339095_1.LargeContigs.fna	0.1501	N/A	62	63	49.31
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339125_1.LargeContigs.fna	0.1409	N/A	53	63	48.69
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339135_1.LargeContigs.fna	0.0293	N/A	37	51	37.36
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339165_1.LargeContigs.fna	0.1627	N/A	61	63	50.14
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339175_1.LargeContigs.fna	0.0412	N/A	61	63	39.32
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339205_1.LargeContigs.fna	0.1894	N/A	62	63	51.79
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339225_1.LargeContigs.fna	0.0397	N/A	62	63	39.09
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339245_1.LargeContigs.fna	0.1234	N/A	33	49	47.44
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339265_1.LargeContigs.fna	0.0844	N/A	38	51	44.24
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339275_1.LargeContigs.fna	0.1595	N/A	46	63	49.93
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339305_1.LargeContigs.fna	0.1498	N/A	50	63	49.29
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339325_1.LargeContigs.fna	0.036	N/A	55	63	38.51
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339345_1.LargeContigs.fna	0.0521	N/A	56	63	40.8
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339355_1.LargeContigs.fna	0.0465	N/A	54	63	40.08
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339385_1.LargeContigs.fna	0.0474	N/A	59	63	40.19
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339405_1.LargeContigs.fna	0.0386	N/A	54	63	38.93
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339425_1.LargeContigs.fna	0.0266	N/A	30	52	36.83
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339435_1.LargeContigs.fna	0.1577	N/A	63	63	49.82
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339465_1.LargeContigs.fna	0.1328	N/A	39	57	48.12
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339485_1.LargeContigs.fna	0.1601	N/A	60	63	49.97
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339505_1.LargeContigs.fna	0.0435	N/A	61	63	39.66
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339515_1.LargeContigs.fna	0.0398	N/A	62	63	39.11
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339545_1.LargeContigs.fna	0.05	N/A	56	63	40.53
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339565_1.LargeContigs.fna	0.041	N/A	60	63	39.29
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339585_1.LargeContigs.fna	0.0467	N/A	40	55	40.09
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339595_1.LargeContigs.fna	0.033	N/A	53	63	38.02
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339625_1.LargeContigs.fna	0.1333	N/A	40	55	48.16
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339645_1.LargeContigs.fna	0.1305	N/A	36	54	47.96
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339665_1.LargeContigs.fna	0.0396	N/A	56	63	39.09
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339675_1.LargeContigs.fna	0.6516	N/A	63	63	75.9
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339695_1.LargeContigs.fna	0.0414	N/A	56	63	39.34
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339725_1.LargeContigs.fna	0.0995	N/A	41	56	45.56
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339745_1.LargeContigs.fna	0.0457	N/A	36	45	39.96
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339755_1.LargeContigs.fna	0.0249	N/A	53	63	36.47
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339775_1.LargeContigs.fna	0.1844	N/A	52	63	51.49
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339805_1.LargeContigs.fna	0.0273	N/A	55	63	36.98
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339825_1.LargeContigs.fna	0.1618	N/A	59	63	50.08
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339845_1.LargeContigs.fna	0.9178	N/A	59	63	>90%
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339865_1.LargeContigs.fna	0.0469	N/A	60	63	40.13
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339875_1.LargeContigs.fna	0.9471	N/A	59	63	>90%
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339905_1.LargeContigs.fna	0.0582	N/A	59	63	41.53
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339925_1.LargeContigs.fna	0.1351	N/A	38	56	48.28
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339945_1.LargeContigs.fna	0.0481	N/A	61	63	40.28
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339955_1.LargeContigs.fna	0.0594	N/A	62	63	41.68
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002339985_1.LargeContigs.fna	0.1605	N/A	60	63	49.99
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002340005_1.LargeContigs.fna	0.7943	N/A	63	63	85.64
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002340015_1.LargeContigs.fna	0.1352	N/A	38	56	48.29
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002340035_1.LargeContigs.fna	0.4913	N/A	59	63	67.31
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002340065_1.LargeContigs.fna	0.0546	N/A	60	63	41.1
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002340085_1.LargeContigs.fna	0.0276	N/A	50	63	37.03
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002340095_1.LargeContigs.fna	0.111	N/A	57	63	46.5
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002340105_1.LargeContigs.fna	0.0418	N/A	58	63	39.4
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002340145_1.LargeContigs.fna	0.1156	N/A	57	63	46.85
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002340165_1.LargeContigs.fna	0.0391	N/A	62	63	39.01
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002340175_1.LargeContigs.fna	0.1215	N/A	56	63	47.3
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002340205_1.LargeContigs.fna	0.0477	N/A	61	63	40.23
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002340215_1.LargeContigs.fna	0.8402	N/A	58	63	89.73
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002340245_1.LargeContigs.fna	0.1253	N/A	29	44	47.58
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002340255_1.LargeContigs.fna	0.0424	N/A	63	63	39.5
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002340265_1.LargeContigs.fna	0.0384	N/A	55	63	38.89
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002340305_1.LargeContigs.fna	0.0592	N/A	59	63	41.65
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002340325_1.LargeContigs.fna	0.1336	N/A	48	63	48.18
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002340345_1.LargeContigs.fna	0.058	N/A	57	63	41.51
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002340355_1.LargeContigs.fna	0.0422	N/A	60	63	39.47
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002340385_1.LargeContigs.fna	0.0465	N/A	54	63	40.07
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002340405_1.LargeContigs.fna	0.0345	N/A	54	63	38.27
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002340425_1.LargeContigs.fna	0.0246	N/A	55	63	36.43
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002340435_1.LargeContigs.fna	0.0467	N/A	56	63	40.1
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002340465_1.LargeContigs.fna	0.1589	N/A	63	63	49.9
Parks8k_GCA_002292085_1_LargeContigs	Parks8k_GCA_002340485_1.LargeContigs.fna	0.1349	N/A	29	45	48.27
