	LeChatelierE_2013__MH0148__bin.70	HeQ_2017__SZAXPI029599-169__bin.17	LeChatelierE_2013__MH0122__bin.19	Bengtsson-PalmeJ_2015__TRAVELRES41__bin.6	ZeeviD_2015__PNP_Main_303__bin.19	ZeeviD_2015__PNP_Main_667__bin.36	Bengtsson-PalmeJ_2015__TRAVELRES25__bin.33	YuJ_2015__SZAXPI015266-89__bin.52	LeChatelierE_2013__MH0251__bin.19	NielsenHB_2014__O2_UC9_2__bin.49	ZellerG_2014__CCIS21126322ST-4-0__bin.74	ZeeviD_2015__PNP_Validation_61__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES69__bin.79	HeQ_2017__SZAXPI029563-66__bin.22	Bengtsson-PalmeJ_2015__TRAVELRES68__bin.11	LeChatelierE_2013__MH0236__bin.49	Bengtsson-PalmeJ_2015__TRAVELRES3__bin.65	QinJ_2012__CON-076__bin.33	Bengtsson-PalmeJ_2015__TRAVELRES7__bin.18	NielsenHB_2014__MH0148__bin.25	QinN_2014__LD-26__bin.51	NielsenHB_2014__O2_UC59_0__bin.13	ZeeviD_2015__PNP_Main_717__bin.24	ZeeviD_2015__PNP_Main_418__bin.50	ZeeviD_2015__PNP_Main_528__bin.27	Bengtsson-PalmeJ_2015__TRAVELRES4__bin.102	LiSS_2016__FAT_024-22-0-0__bin.41	ZeeviD_2015__PNP_Main_673__bin.1	ChengpingW_2017__AS106raw__bin.10	ZeeviD_2015__PNP_Main_409__bin.34	NielsenHB_2014__MH0134__bin.38	NielsenHB_2014__MH0122__bin.5	ZeeviD_2015__PNP_Main_109__bin.15	VogtmannE_2016__MMRS11288076ST-27-0-0__bin.34	ZellerG_2014__CCIS81887263ST-4-0__bin.85	ZellerG_2014__CCIS70398272ST-4-0__bin.48	Bengtsson-PalmeJ_2015__TRAVELRES8__bin.53	ZeeviD_2015__PNP_Main_84__bin.84	Bengtsson-PalmeJ_2015__TRAVELRES11__bin.82	HeQ_2017__SZAXPI029552-169__bin.46	QinN_2014__HD-66__bin.1	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.104	ZeeviD_2015__PNP_Main_163__bin.52	CosteaPI_2017__SID713B074-11-0-0__bin.68	LeChatelierE_2013__MH0134__bin.37	ZeeviD_2015__PNP_Main_652__bin.32	Bengtsson-PalmeJ_2015__TRAVELRES36__bin.19	LiJ_2014__O2.UC8-2__bin.45	ZeeviD_2015__PNP_Main_32__bin.13
Bengtsson-PalmeJ_2015__TRAVELRES8__bin.53	1894711.0	1938801.0	1987682.0	1187169.0	1943581.0	1982348.0	1928854.0	1684170.0	1953339.0	1780479.0	1975407.0	1999699.0	1984993.0	1625171.0	1175323.0	2029933.0	582534.0	1817075.0	1079457.0	1880243.0	1703617.0	1851043.0	1128614.0	1940983.0	1987365.0	1959599.0	1170079.0	1971906.0	1873730.0	1687728.0	1866518.0	1507907.0	1468356.0	1932897.0	1982717.0	1903875.0	2298891.0	1709908.0	1004490.0	1911026.0	1938821.0	1512230.0	1721115.0	1983472.0	1875874.0	908624.0	1967240.0	1965561.0	1292122.0
ZeeviD_2015__PNP_Main_84__bin.84	1825881.0	2000270.0	2076608.0	1326102.0	1970605.0	2032544.0	1975532.0	1722011.0	2017161.0	1831249.0	2031488.0	2067324.0	1986597.0	1492886.0	1322208.0	2052430.0	722154.0	1750813.0	1068341.0	1805927.0	1602892.0	1884580.0	1278363.0	2024660.0	2004135.0	2046309.0	1186755.0	2007163.0	1913492.0	1607361.0	1947478.0	1471073.0	1474489.0	1960708.0	1986486.0	1993197.0	1709908.0	2494925.0	1191663.0	1976007.0	1991252.0	1433916.0	1758432.0	2053040.0	1957258.0	980049.0	2021472.0	2046250.0	1293091.0
Bengtsson-PalmeJ_2015__TRAVELRES11__bin.82	1109975.0	1446574.0	1536403.0	1470037.0	1424200.0	1490876.0	1412253.0	926487.0	1490339.0	1242720.0	1459511.0	1516364.0	1424805.0	715943.0	1529566.0	1524521.0	1019441.0	1059255.0	1427551.0	1087439.0	794421.0	1295719.0	1320027.0	1459663.0	1407450.0	1501697.0	689372.0	1452599.0	1376902.0	793229.0	1370169.0	744363.0	944908.0	1408612.0	1456134.0	1417748.0	1004490.0	1191663.0	1702670.0	1387484.0	1421086.0	658365.0	1285363.0	1480637.0	1391192.0	1302201.0	1427537.0	1486105.0	736367.0
HeQ_2017__SZAXPI029552-169__bin.46	2022527.0	2407268.0	2379431.0	1583022.0	2303531.0	2378957.0	2297055.0	1837737.0	2325615.0	2082684.0	2357449.0	2387318.0	2279619.0	1684001.0	1570922.0	2384963.0	868917.0	1961258.0	1256469.0	2012606.0	1792825.0	2173637.0	1516576.0	2353382.0	2374254.0	2351808.0	1331429.0	2329547.0	2286249.0	1746417.0	2210191.0	1660866.0	1684183.0	2286104.0	2306771.0	2277590.0	1911026.0	1976007.0	1387484.0	2610577.0	2353880.0	1640538.0	2031090.0	2362792.0	2239710.0	1171856.0	2328922.0	2359329.0	1465133.0
QinN_2014__HD-66__bin.1	2074493.0	2444517.0	2434468.0	1634019.0	2334286.0	2444034.0	2331522.0	1851259.0	2374018.0	2115845.0	2384811.0	2445290.0	2318941.0	1673710.0	1629722.0	2470998.0	948854.0	2024952.0	1310438.0	2042424.0	1823115.0	2211646.0	1533897.0	2369562.0	2416755.0	2409455.0	1343901.0	2374779.0	2340469.0	1759353.0	2250508.0	1632549.0	1705644.0	2336922.0	2329474.0	2314326.0	1938821.0	1991252.0	1421086.0	2353880.0	2931667.0	1630148.0	2058787.0	2396583.0	2290906.0	1222797.0	2383646.0	2413210.0	1475059.0
Bengtsson-PalmeJ_2015__TRAVELRES46__bin.104	1630634.0	1661918.0	1665273.0	875857.0	1632689.0	1686074.0	1602452.0	1544712.0	1615614.0	1493725.0	1657133.0	1667310.0	1629088.0	1615818.0	881968.0	1677964.0	147444.0	1663496.0	534047.0	1626099.0	1689080.0	1576345.0	871499.0	1632186.0	1748930.0	1639803.0	1048964.0	1652285.0	1600888.0	1659747.0	1551386.0	1540883.0	1306589.0	1605727.0	1609443.0	1619842.0	1512230.0	1433916.0	658365.0	1640538.0	1630148.0	2157063.0	1441726.0	1661150.0	1560436.0	476446.0	1718578.0	1652753.0	1173324.0
ZeeviD_2015__PNP_Main_163__bin.52	1927868.0	2081039.0	2200782.0	1470563.0	2075274.0	2166870.0	2111238.0	1650770.0	2191267.0	1893051.0	2173415.0	2154183.0	2103191.0	1480655.0	1452133.0	2173284.0	789109.0	1831612.0	1148807.0	1929108.0	1591306.0	2040682.0	1431577.0	2154818.0	2069312.0	2159718.0	1220733.0	2157041.0	1988092.0	1663596.0	2051498.0	1532292.0	1641629.0	2072909.0	2097517.0	2117781.0	1721115.0	1758432.0	1285363.0	2031090.0	2058787.0	1441726.0	2401832.0	2147873.0	2087059.0	1087164.0	2086835.0	2142709.0	1389576.0
CosteaPI_2017__SID713B074-11-0-0__bin.68	2209388.0	2428761.0	2791556.0	1726730.0	2426926.0	2563494.0	2472698.0	1936862.0	2554249.0	2243836.0	2556492.0	2625264.0	2467303.0	1733916.0	1699696.0	2624186.0	1010104.0	2080251.0	1387296.0	2151030.0	1835727.0	2366176.0	1650366.0	2512485.0	2448279.0	2497799.0	1374191.0	2507902.0	2360600.0	1887439.0	2419230.0	1808228.0	1763564.0	2442781.0	2446603.0	2618322.0	1983472.0	2053040.0	1480637.0	2362792.0	2396583.0	1661150.0	2147873.0	3547109.0	2435204.0	1282566.0	2493906.0	2603444.0	1514994.0
LeChatelierE_2013__MH0134__bin.37	2144819.0	2301394.0	2472869.0	1656801.0	2283172.0	2373079.0	2352619.0	1828860.0	2414485.0	2147626.0	2440860.0	2413083.0	2348477.0	1655013.0	1575677.0	2444695.0	904162.0	1998177.0	1280615.0	2110683.0	1737522.0	2229205.0	1589115.0	2409279.0	2288968.0	2364448.0	1323259.0	2400020.0	2189314.0	1833332.0	2497967.0	1665162.0	1706932.0	2330935.0	2354427.0	2343464.0	1875874.0	1957258.0	1391192.0	2239710.0	2290906.0	1560436.0	2087059.0	2435204.0	2692237.0	1193026.0	2299447.0	2426762.0	1471404.0
ZeeviD_2015__PNP_Main_652__bin.32	922986.0	1233667.0	1308018.0	1260982.0	1213509.0	1297170.0	1224171.0	713537.0	1281621.0	1055893.0	1250775.0	1312019.0	1224243.0	527714.0	1352830.0	1317288.0	989625.0	854476.0	1265850.0	926411.0	595739.0	1092912.0	1173152.0	1270830.0	1211369.0	1286060.0	575377.0	1233740.0	1194861.0	601723.0	1174148.0	574017.0	798414.0	1226003.0	1250208.0	1223243.0	908624.0	980049.0	1302201.0	1171856.0	1222797.0	476446.0	1087164.0	1282566.0	1193026.0	1402324.0	1252109.0	1282923.0	590465.0
Bengtsson-PalmeJ_2015__TRAVELRES36__bin.19	2121110.0	2402795.0	2575805.0	1628182.0	2374132.0	2481907.0	2348148.0	1920419.0	2405187.0	2163696.0	2438239.0	2526716.0	2383046.0	1718839.0	1808027.0	2483822.0	932287.0	2070853.0	1315394.0	2091797.0	1832816.0	2304741.0	1543094.0	2393246.0	2529805.0	2409342.0	1363629.0	2397882.0	2346968.0	1805710.0	2272747.0	1690338.0	1738767.0	2337248.0	2366871.0	2415167.0	1967240.0	2021472.0	1427537.0	2328922.0	2383646.0	1718578.0	2086835.0	2493906.0	2299447.0	1252109.0	5200320.0	2456354.0	1486470.0
LiJ_2014__O2.UC8-2__bin.45	2191162.0	2418359.0	2622108.0	1734254.0	2425226.0	2546205.0	2567181.0	1903368.0	2529123.0	2388589.0	2546581.0	2667125.0	2478449.0	1745944.0	1706004.0	2632324.0	1009572.0	2127745.0	1406345.0	2146035.0	1814401.0	2344607.0	1644602.0	2527085.0	2427024.0	2491615.0	1375207.0	2501608.0	2338269.0	1840507.0	2395360.0	1724968.0	1772524.0	2469075.0	2466789.0	2462748.0	1965561.0	2046250.0	1486105.0	2359329.0	2413210.0	1652753.0	2142709.0	2603444.0	2426762.0	1282923.0	2456354.0	3319502.0	1500491.0
ZeeviD_2015__PNP_Main_32__bin.13	1424707.0	1474659.0	1528407.0	882933.0	1472021.0	1517690.0	1468768.0	1255956.0	1502601.0	1378592.0	1528551.0	1505165.0	1473493.0	1209468.0	869925.0	1528094.0	371779.0	1367924.0	629295.0	1419042.0	1266056.0	1476797.0	839980.0	1500497.0	1492382.0	1499786.0	951758.0	1519938.0	1432697.0	1290430.0	1454862.0	1193519.0	1169065.0	1477507.0	1472949.0	1467500.0	1292122.0	1293091.0	736367.0	1465133.0	1475059.0	1173324.0	1389576.0	1514994.0	1471404.0	590465.0	1486470.0	1500491.0	1844078.0
