	VogtmannE_2016__MMRS54316675ST-27-0-0__bin.55	LeChatelierE_2013__MH0257__bin.78	HMP_2012__SRS012273__bin.49	FengQ_2015__SID31749__bin.37	LiJ_2014__MH0391__bin.43	ZellerG_2014__CCMD79987997ST-21-0__bin.13	BackhedF_2015__SID338_M__bin.70	Bengtsson-PalmeJ_2015__TRAVELRES25__bin.50	CosteaPI_2017__alien2-11-0-0__bin.7	ZeeviD_2015__PNP_Main_327__bin.53	ZeeviD_2015__PNP_Main_430__bin.10	VogtmannE_2016__MMRS51307502ST-27-0-0__bin.36	ZeeviD_2015__PNP_Main_154__bin.54	ZeeviD_2015__PNP_Main_644__bin.16	LiJ_2014__V1.FI07__bin.4	KarlssonFH_2013__S577__bin.48	NielsenHB_2014__V1_CD20_4__bin.55	HMP_2012__SRS022071__bin.33	QinJ_2012__NLM026__bin.21	VogtmannE_2016__MMRS11664448ST-27-0-0__bin.83	ZeeviD_2015__PNP_Validation_83__bin.8	LeChatelierE_2013__MH0140__bin.3	YuJ_2015__SZAXPI015222-123__bin.55	YuJ_2015__SZAXPI017593-158__bin.26	QinN_2014__HD-35__bin.49	ZeeviD_2015__PNP_Main_543__bin.19	LoombaR_2017__SID1022_aav__bin.28	ZeeviD_2015__PNP_Main_645__bin.38	LiJ_2017__H2M514903__bin.45	ZeeviD_2015__PNP_Main_773__bin.23	LiJ_2014__V1.CD20-0__bin.36	QinJ_2012__NLM006__bin.4	ZeeviD_2015__PNP_Main_286__bin.38	VogtmannE_2016__MMRS67690541ST-27-0-0__bin.65	Bengtsson-PalmeJ_2015__TRAVELRES26__bin.74	QinN_2014__HD-36__bin.19	LiJ_2017__nHM410714__bin.27	BackhedF_2015__SID172_M__bin.40	BackhedF_2015__SID241_M__bin.31	ZeeviD_2015__PNP_Main_121__bin.3	QinJ_2012__T2D-098__bin.37	ZeeviD_2015__PNP_Main_473__bin.20	QinJ_2012__CON-052__bin.33	LiJ_2017__nHM412716__bin.59	YuJ_2015__SZAXPI017466-84__bin.26	YuJ_2015__SZAXPI003412-1__bin.63	LiJ_2017__nHM611708__bin.16	HMP_2012__SRS052027__bin.35
BackhedF_2015__SID241_M__bin.31	1484584.0	1552149.0	1433035.0	1523861.0	1483965.0	1313798.0	1417460.0	1513071.0	1371005.0	1481001.0	1535639.0	1535498.0	1506812.0	1400511.0	1573054.0	1502982.0	1209101.0	1481247.0	1479402.0	1492960.0	1376361.0	1053501.0	1237521.0	1404913.0	1327829.0	1121715.0	1517111.0	1554393.0	1341157.0	1495517.0	1522546.0	1519499.0	1479943.0	1496374.0	1292825.0	1409329.0	1371194.0	1467025.0	1632931.0	1037417.0	1425141.0	1427232.0	1440140.0	1481279.0	1525105.0	1543779.0	1470588.0	1349297.0
ZeeviD_2015__PNP_Main_121__bin.3	1121794.0	1162471.0	1135661.0	1118492.0	1126637.0	970896.0	1126126.0	1211750.0	1108601.0	1180589.0	1257756.0	1185579.0	1221504.0	1138964.0	1177462.0	1220559.0	908565.0	1197840.0	1179194.0	1179832.0	1121901.0	766513.0	948843.0	1120565.0	1074922.0	923526.0	1207861.0	1239364.0	1104577.0	1194899.0	1138447.0	1239006.0	1190480.0	1176708.0	1050551.0	1162916.0	1118919.0	1180335.0	1037417.0	1316859.0	1178131.0	1162646.0	1155553.0	1193074.0	1226007.0	1235757.0	1189743.0	1014128.0
QinJ_2012__T2D-098__bin.37	1583069.0	1648836.0	1601457.0	1614547.0	1688150.0	1371170.0	1650316.0	1726449.0	1659442.0	1661281.0	1833286.0	1664964.0	1763148.0	1722079.0	1695637.0	1767566.0	1362651.0	1767417.0	1779326.0	1718463.0	1705685.0	1008806.0	1312398.0	1636458.0	1521323.0	1272846.0	1741317.0	1804643.0	1643169.0	1694266.0	1649045.0	1776588.0	1703528.0	1684315.0	1564478.0	1672548.0	1592771.0	1711164.0	1425141.0	1178131.0	2055542.0	1657663.0	1685216.0	1704529.0	1846071.0	1843734.0	1703695.0	1393847.0
ZeeviD_2015__PNP_Main_473__bin.20	1565279.0	1624359.0	1586456.0	1567254.0	1567341.0	1340621.0	1597534.0	1711672.0	1566715.0	1662888.0	1765189.0	1638055.0	1732669.0	1616987.0	1651553.0	1724025.0	1307695.0	1688194.0	1690390.0	1690008.0	1591101.0	1033773.0	1320110.0	1570831.0	1487365.0	1287906.0	1710042.0	1743727.0	1566570.0	1680273.0	1617749.0	1713765.0	1693512.0	1679376.0	1498833.0	1603137.0	1566548.0	1663594.0	1427232.0	1162646.0	1657663.0	1900928.0	1621886.0	1674895.0	1734743.0	1746212.0	1676145.0	1384197.0
QinJ_2012__CON-052__bin.33	1579959.0	1630571.0	1581709.0	1588211.0	1561207.0	1388314.0	1602528.0	1730389.0	1565893.0	1671992.0	1797671.0	1659949.0	1732705.0	1603278.0	1652268.0	1731029.0	1297460.0	1691377.0	1730341.0	1667022.0	1604444.0	1057137.0	1347914.0	1602735.0	1508123.0	1265875.0	1725259.0	1782994.0	1525127.0	1683338.0	1626406.0	1738066.0	1675915.0	1654330.0	1480306.0	1644852.0	1573201.0	1703484.0	1440140.0	1155553.0	1685216.0	1621886.0	1909433.0	1690004.0	1771380.0	1828813.0	1679103.0	1408739.0
LiJ_2017__nHM412716__bin.59	1691549.0	1756104.0	1647067.0	1628340.0	1623320.0	1478362.0	1620141.0	1795792.0	1607578.0	1721945.0	1890734.0	1801758.0	1765868.0	1641837.0	1768445.0	1830421.0	1339132.0	1752670.0	1739562.0	1765391.0	1610388.0	1106569.0	1369458.0	1700508.0	1610518.0	1340493.0	1841502.0	1873251.0	1580124.0	1800293.0	1669794.0	1813251.0	1745066.0	1727329.0	1502259.0	1734801.0	1682227.0	1739132.0	1481279.0	1193074.0	1704529.0	1674895.0	1690004.0	2010828.0	1876476.0	1872458.0	1810873.0	1449442.0
YuJ_2015__SZAXPI017466-84__bin.26	1879327.0	1979754.0	1693987.0	1702903.0	1670744.0	1616837.0	1694311.0	1942510.0	1725072.0	1781336.0	2154843.0	1889585.0	1922434.0	1728568.0	1926340.0	2063652.0	1379941.0	1832841.0	1848644.0	1861903.0	1698048.0	1170587.0	1388239.0	1983371.0	1738014.0	1414577.0	2036996.0	2154336.0	1641944.0	2014391.0	1742916.0	1972875.0	1840746.0	1797941.0	1568016.0	1949832.0	1666901.0	1917593.0	1525105.0	1226007.0	1846071.0	1734743.0	1771380.0	1876476.0	2513884.0	2163475.0	1819939.0	1513732.0
YuJ_2015__SZAXPI003412-1__bin.63	1883503.0	1997783.0	1694514.0	1727981.0	1703181.0	1618864.0	1704738.0	1940800.0	1725958.0	1788364.0	2128974.0	1900332.0	1892444.0	1729711.0	1955421.0	2039120.0	1398773.0	1829159.0	1854188.0	1851841.0	1716368.0	1175810.0	1427798.0	1901806.0	1734536.0	1397049.0	2052648.0	2132318.0	1669257.0	2003259.0	1762160.0	1942020.0	1845924.0	1789990.0	1598035.0	1936663.0	1672883.0	1929813.0	1543779.0	1235757.0	1843734.0	1746212.0	1828813.0	1872458.0	2163475.0	2488903.0	1833542.0	1505825.0
LiJ_2017__nHM611708__bin.16	1644783.0	1698176.0	1650908.0	1622832.0	1615919.0	1422076.0	1622826.0	1775728.0	1601192.0	1716943.0	1855092.0	1755343.0	1755846.0	1639808.0	1719661.0	1790062.0	1345356.0	1756369.0	1739092.0	1755279.0	1625033.0	1080679.0	1371006.0	1643398.0	1582922.0	1324287.0	1781947.0	1820652.0	1594463.0	1760851.0	1669611.0	1789280.0	1724725.0	1730167.0	1510671.0	1692774.0	1683190.0	1720118.0	1470588.0	1189743.0	1703695.0	1676145.0	1679103.0	1810873.0	1819939.0	1833542.0	1950284.0	1450211.0
HMP_2012__SRS052027__bin.35	1451845.0	1542380.0	1390804.0	1466785.0	1416105.0	1307149.0	1361194.0	1487628.0	1306664.0	1447229.0	1522424.0	1527815.0	1468886.0	1359155.0	1495112.0	1505400.0	1178329.0	1447597.0	1433774.0	1445294.0	1322468.0	1008430.0	1209960.0	1386291.0	1314376.0	1107647.0	1486923.0	1516222.0	1310049.0	1476793.0	1460931.0	1500331.0	1444173.0	1455061.0	1259205.0	1419702.0	1366924.0	1443299.0	1349297.0	1014128.0	1393847.0	1384197.0	1408739.0	1449442.0	1513732.0	1505825.0	1450211.0	1668677.0
