	CosteaPI_2017__SID713B072-11-0-0__bin.18	LiuW_2016__SRR3993030__bin.73	CosteaPI_2017__SID713B064-11-90-0__bin.6	LiuW_2016__SRR3993012__bin.46	CosteaPI_2017__SID713A023-11-0-0__bin.73	NielsenHB_2014__MH0006__bin.37	SchirmerM_2016__G88960__bin.8	CosteaPI_2017__SID713A081-11-90-0__bin.19	CosteaPI_2017__SID713A040-11-0-0__bin.53	ChengpingW_2017__AS119raw__bin.13	BritoIL_2016__M1.4.ST__bin.14	FengQ_2015__SID530743__bin.84	QinN_2014__LD-17__bin.18	LiuW_2016__SRR3993058__bin.36	CosteaPI_2017__SID713B058-11-0-0__bin.63	CosteaPI_2017__SID713A057-11-90-0__bin.38	LeChatelierE_2013__MH0006__bin.11	RampelliS_2015__H10__bin.1	CosteaPI_2017__SID713A038-11-90-0__bin.47	CosteaPI_2017__SID713B065-11-0-0__bin.30	LeChatelierE_2013__MH0175__bin.3	WenC_2017__RA042__bin.45	RampelliS_2015__H14__bin.88	CosteaPI_2017__SID713A058-11-0-0__bin.5	CosteaPI_2017__SID713A014-11-0-0__bin.4	CosteaPI_2017__SID713B072-11-90-0__bin.33	CosteaPI_2017__SID713B002-11-90-0__bin.87	CM_madagascar__A89_02_1FE__bin.65	CosteaPI_2017__SID713A028-11-90-0__bin.22	CosteaPI_2017__SID713B016-11-90-0__bin.43	BritoIL_2016__M2.39.ST__bin.73	CosteaPI_2017__SID713A073-11-0-0__bin.29	SchirmerM_2016__G88808__bin.1	ZeeviD_2015__PNP_Main_60__bin.58	RampelliS_2015__H17__bin.31	NielsenHB_2014__MH0175__bin.17	LiJ_2014__V1.CD6-0-PT__bin.10	CosteaPI_2017__SID713A058-11-90-0__bin.72	LeChatelierE_2013__MH0189__bin.83	CM_madagascar__A43_02_1FE__bin.25	LiJ_2014__O2.CD2-0__bin.23	LiuW_2016__SRR3993041__bin.71	CosteaPI_2017__SID713B058-11-90-0__bin.39	CosteaPI_2017__SID713B056-11-90-0__bin.21	CosteaPI_2017__SID713A013-11-0-0__bin.83	FerrettiP_2018__CA_C10031MS2526FE_t0M15__bin.50	ZeeviD_2015__PNP_Main_763__bin.39	CosteaPI_2017__SID713B002-11-0-0__bin.27	YuJ_2015__SZAXPI015220-136__bin.55
LiJ_2014__V1.CD6-0-PT__bin.10	2427145.0	2318277.0	2469984.0	2480662.0	2613831.0	2527512.0	1595708.0	2532513.0	2557470.0	2668429.0	2526702.0	2246525.0	2253409.0	2481957.0	2532577.0	2594670.0	2526697.0	2087777.0	2536048.0	1864021.0	1749153.0	2491158.0	2462202.0	2425905.0	2437912.0	2117493.0	2489746.0	1922536.0	2454320.0	2620217.0	2603166.0	1950203.0	2227710.0	1804959.0	2362629.0	2225418.0	2877212.0	2598613.0	2457749.0	2455158.0	2619586.0	2568854.0	1647229.0	2304042.0	2599437.0	2378285.0	2524562.0	2348740.0	2370231.0
CosteaPI_2017__SID713A058-11-90-0__bin.72	2512414.0	2370319.0	2566088.0	2504156.0	2834840.0	2499904.0	1572546.0	2669475.0	2683336.0	2631936.0	2555482.0	2231233.0	2252493.0	2539983.0	2602542.0	2661336.0	2500292.0	2114430.0	2668315.0	1905935.0	1722107.0	2484159.0	2515640.0	2579095.0	2508390.0	2205906.0	2530013.0	1964638.0	2551849.0	2711650.0	2710819.0	1972175.0	2198115.0	1764706.0	2410281.0	2202894.0	2598613.0	2951055.0	2487354.0	2533461.0	2713860.0	2628876.0	1667005.0	2361227.0	2695240.0	2376119.0	2586940.0	2400923.0	2352065.0
LeChatelierE_2013__MH0189__bin.83	2312337.0	2224863.0	2378464.0	2351991.0	2469313.0	2366724.0	1504917.0	2413225.0	2439693.0	2475306.0	2404093.0	2132474.0	2130975.0	2380874.0	2402999.0	2483801.0	2354984.0	2018943.0	2426373.0	1801900.0	1686623.0	2353488.0	2351583.0	2336043.0	2328056.0	2051875.0	2385970.0	1846103.0	2337148.0	2493068.0	2463058.0	1888587.0	2059952.0	1678573.0	2271137.0	2097388.0	2457749.0	2487354.0	2609372.0	2322242.0	2480292.0	2442455.0	1623191.0	2218818.0	2473474.0	2245971.0	2405908.0	2279423.0	2255120.0
CM_madagascar__A43_02_1FE__bin.25	2368788.0	2290486.0	2427694.0	2389105.0	2520119.0	2377565.0	1505047.0	2475933.0	2477940.0	2496128.0	2452858.0	2161104.0	2171330.0	2461371.0	2434675.0	2505884.0	2396448.0	2054992.0	2475547.0	1840612.0	1663542.0	2372172.0	2425413.0	2386150.0	2403947.0	2105479.0	2418381.0	1915232.0	2427445.0	2557149.0	2575210.0	1913271.0	2118604.0	1654764.0	2345136.0	2076777.0	2455158.0	2533461.0	2322242.0	2728015.0	2546130.0	2471924.0	1612135.0	2274021.0	2549995.0	2287448.0	2433871.0	2310389.0	2263225.0
LiJ_2014__O2.CD2-0__bin.23	2533925.0	2365413.0	2568657.0	2492994.0	2708320.0	2510074.0	1597410.0	2631767.0	2611247.0	2661215.0	2607795.0	2242013.0	2246460.0	2557636.0	2597620.0	2661011.0	2501749.0	2131044.0	2633706.0	1904184.0	1733151.0	2507764.0	2509601.0	2482565.0	2503879.0	2194403.0	2547946.0	1974270.0	2519741.0	2705211.0	2735509.0	1970215.0	2193085.0	1791795.0	2431567.0	2215050.0	2619586.0	2713860.0	2480292.0	2546130.0	3013256.0	2639606.0	1668241.0	2354512.0	2681151.0	2386296.0	2604274.0	2410029.0	2371651.0
LiuW_2016__SRR3993041__bin.71	2439383.0	2333659.0	2514910.0	2526319.0	2629030.0	2474655.0	1565599.0	2538411.0	2542250.0	2618167.0	2555456.0	2210013.0	2229078.0	2529067.0	2519621.0	2621984.0	2454895.0	2105783.0	2552395.0	1857116.0	1714450.0	2465734.0	2488881.0	2438583.0	2447534.0	2145741.0	2480444.0	1924819.0	2469801.0	2625629.0	2635679.0	1930241.0	2169350.0	1756625.0	2406602.0	2192194.0	2568854.0	2628876.0	2442455.0	2471924.0	2639606.0	2924408.0	1624947.0	2284698.0	2602708.0	2328205.0	2509813.0	2337482.0	2327236.0
CosteaPI_2017__SID713B058-11-90-0__bin.39	1587777.0	1639141.0	1610101.0	1641316.0	1648545.0	1595799.0	998137.0	1643986.0	1659821.0	1669256.0	1646488.0	1505211.0	1510918.0	1670658.0	1640520.0	1662663.0	1610323.0	1358155.0	1641436.0	1411055.0	1274714.0	1617948.0	1623521.0	1674588.0	1622392.0	1412143.0	1676367.0	1348818.0	1597280.0	1674375.0	1676756.0	1575123.0	1422746.0	1001081.0	1553901.0	1381646.0	1647229.0	1667005.0	1623191.0	1612135.0	1668241.0	1624947.0	1694770.0	1609994.0	1666224.0	1607975.0	1620787.0	1675987.0	1576558.0
CosteaPI_2017__SID713B056-11-90-0__bin.21	2253263.0	2225670.0	2255767.0	2275705.0	2344746.0	2233574.0	1453356.0	2348879.0	2293986.0	2336398.0	2283306.0	2088120.0	2057745.0	2336351.0	2273158.0	2332265.0	2251089.0	1957620.0	2334096.0	1816469.0	1651888.0	2228408.0	2295436.0	2323508.0	2293225.0	2002234.0	2318280.0	1813749.0	2241863.0	2353817.0	2366002.0	1902180.0	2007702.0	1575885.0	2214174.0	1988005.0	2304042.0	2361227.0	2218818.0	2274021.0	2354512.0	2284698.0	1609994.0	2410576.0	2346026.0	2194833.0	2285031.0	2253767.0	2172079.0
CosteaPI_2017__SID713A013-11-0-0__bin.83	2518876.0	2369538.0	2583170.0	2488564.0	2727193.0	2493597.0	1572543.0	2616677.0	2789316.0	2650957.0	2576669.0	2226689.0	2253496.0	2563394.0	2631795.0	2657234.0	2493567.0	2121038.0	2621397.0	1905539.0	1717434.0	2484417.0	2503396.0	2493356.0	2502647.0	2209129.0	2520657.0	1952128.0	2604994.0	2859962.0	2706086.0	1980412.0	2180517.0	1796933.0	2421652.0	2205777.0	2599437.0	2695240.0	2473474.0	2549995.0	2681151.0	2602708.0	1666224.0	2346026.0	2957533.0	2379360.0	2589667.0	2394135.0	2359913.0
FerrettiP_2018__CA_C10031MS2526FE_t0M15__bin.50	2277546.0	2228113.0	2288589.0	2305408.0	2364027.0	2318351.0	1469557.0	2335234.0	2337712.0	2419665.0	2324755.0	2122121.0	2095682.0	2339854.0	2321448.0	2371371.0	2312453.0	1968308.0	2353040.0	1803124.0	1683200.0	2299734.0	2298816.0	2298731.0	2279938.0	1997092.0	2331928.0	1828539.0	2258360.0	2404653.0	2394187.0	1888587.0	2049178.0	1588185.0	2231181.0	2027409.0	2378285.0	2376119.0	2245971.0	2287448.0	2386296.0	2328205.0	1607975.0	2194833.0	2379360.0	2487249.0	2311692.0	2264419.0	2215482.0
ZeeviD_2015__PNP_Main_763__bin.39	2416165.0	2290754.0	2466586.0	2401748.0	2608827.0	2421579.0	1535049.0	2526415.0	2534147.0	2554874.0	2514941.0	2169990.0	2197873.0	2469858.0	2516120.0	2574127.0	2401233.0	2053782.0	2532424.0	1850351.0	1702792.0	2424024.0	2430609.0	2406544.0	2424609.0	2128740.0	2449959.0	1893335.0	2428424.0	2616718.0	2594589.0	1910430.0	2133566.0	1701028.0	2347624.0	2125293.0	2524562.0	2586940.0	2405908.0	2433871.0	2604274.0	2509813.0	1620787.0	2285031.0	2589667.0	2311692.0	2837530.0	2334708.0	2305467.0
CosteaPI_2017__SID713B002-11-0-0__bin.27	2310675.0	2267260.0	2308690.0	2322751.0	2388287.0	2285503.0	1465152.0	2375170.0	2358781.0	2391344.0	2341905.0	2118927.0	2098065.0	2373576.0	2336360.0	2396510.0	2296041.0	1994672.0	2375459.0	1863555.0	1700338.0	2271912.0	2320831.0	2370261.0	2340928.0	2048509.0	2438086.0	1853826.0	2288025.0	2423511.0	2412121.0	1967725.0	2046221.0	1586636.0	2250817.0	2025700.0	2348740.0	2400923.0	2279423.0	2310389.0	2410029.0	2337482.0	1675987.0	2253767.0	2394135.0	2264419.0	2334708.0	2470789.0	2222494.0
YuJ_2015__SZAXPI015220-136__bin.55	2218647.0	2191191.0	2282059.0	2305377.0	2349958.0	2280985.0	1474802.0	2338542.0	2325626.0	2392728.0	2317880.0	2087365.0	2108481.0	2324178.0	2293940.0	2372064.0	2275614.0	1958595.0	2328938.0	1784030.0	1644568.0	2350787.0	2296670.0	2263055.0	2268813.0	1989375.0	2298178.0	1796568.0	2238834.0	2387792.0	2375249.0	1840933.0	2049420.0	1628342.0	2223859.0	2023211.0	2370231.0	2352065.0	2255120.0	2263225.0	2371651.0	2327236.0	1576558.0	2172079.0	2359913.0	2215482.0	2305467.0	2222494.0	2516404.0
