	XieH_2016__YSZC12003_37270__bin.2	XieH_2016__YSZC12003_36033__bin.55	LeChatelierE_2013__MH0305__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES53__bin.75	CosteaPI_2017__SID713A052-11-90-0__bin.22	BackhedF_2015__SID532_M__bin.11	NielsenHB_2014__V1_UC35_4__bin.75	NielsenHB_2014__O2_UC49_2__bin.47	XieH_2016__YSZC12003_37264__bin.57	CosteaPI_2017__SID713B026-11-0-0__bin.2	NielsenHB_2014__O2_UC21_2__bin.29	XieH_2016__YSZC12003_37172__bin.8	CosteaPI_2017__halbarad-11-2-0__bin.19	CosteaPI_2017__halbarad-11-0-0__bin.24	BackhedF_2015__SID377_M__bin.5	RaymondF_2016__P12E0__bin.20	ZellerG_2014__CCMD25511638ST-21-0__bin.46	XieH_2016__YSZC12003_37138__bin.8	RaymondF_2016__P23C0__bin.13	XieH_2016__YSZC12003_37348__bin.40	LeChatelierE_2013__MH0440__bin.36	Obregon-TitoAJ_2015__NO21__bin.26	LiJ_2014__V1.FI15__bin.3	HeQ_2017__RSZAXPI003077-109__bin.50	XieH_2016__YSZC12003_37255__bin.85	CosteaPI_2017__SID713B032-11-0-0__bin.61	LeChatelierE_2013__MH0203__bin.118	RaymondF_2016__P22E0__bin.15	XieH_2016__YSZC12003_37308R1__bin.82	CosteaPI_2017__pluto2-11-30-0__bin.1	HeQ_2017__RSZAXPI003105-143__bin.51	KarlssonFH_2013__S312__bin.7	ZellerG_2014__CCMD13934959ST-21-0__bin.7	XieH_2016__YSZC12003_36052__bin.73	XieH_2016__YSZC12003_36694__bin.98	QinN_2014__LD-35__bin.32	VogtmannE_2016__MMRS73787048ST-27-0-0__bin.66	ChengpingW_2017__AS38raw__bin.1	CosteaPI_2017__mickey2-11-7-0__bin.54	ZellerG_2014__MMPU68403337ST__bin.4	LoombaR_2017__SID5639_uuc__bin.14	NielsenHB_2014__V1_UC5_3__bin.31	FengQ_2015__SID530373__bin.60	RaymondF_2016__P22E90__bin.67	CosteaPI_2017__halbarad-11-7-0__bin.51	LiJ_2014__V1.FI17__bin.17	LeChatelierE_2013__MH0456__bin.69	ZellerG_2014__CCMD19497912ST-21-0__bin.24
CosteaPI_2017__mickey2-11-7-0__bin.54	1026757.0	1105051.0	1225380.0	1287257.0	1199391.0	1030959.0	1259288.0	999010.0	980424.0	1266983.0	966092.0	923677.0	1100074.0	1199568.0	1211303.0	1165929.0	1143377.0	1290272.0	1197479.0	665691.0	980326.0	765498.0	1053246.0	1005854.0	1031683.0	960973.0	1208987.0	1240535.0	1124302.0	1238286.0	832882.0	1257038.0	975952.0	983655.0	1092548.0	1306202.0	858069.0	1283021.0	1451147.0	1249529.0	1324791.0	1279564.0	1053788.0	1216572.0	1157235.0	1244881.0	1187679.0	872949.0
ZellerG_2014__MMPU68403337ST__bin.4	1582219.0	1674799.0	1832588.0	1981041.0	1903270.0	1468794.0	1934491.0	1443008.0	1464483.0	1987881.0	1359042.0	1541492.0	1850333.0	2002391.0	1814932.0	1887706.0	1678056.0	2025713.0	1911446.0	1018283.0	1433711.0	1116748.0	1590589.0	1552647.0	1510926.0	1417743.0	1829160.0	1953392.0	1672205.0	1941235.0	1241185.0	1975160.0	1430986.0	1470997.0	1655962.0	2051244.0	1181127.0	2030570.0	1249529.0	2240162.0	2100665.0	2037908.0	1517810.0	1899770.0	1964165.0	1971725.0	1799212.0	1264016.0
LoombaR_2017__SID5639_uuc__bin.14	1630859.0	1725972.0	1954879.0	2111846.0	1980056.0	1543800.0	2034006.0	1484371.0	1510643.0	2110205.0	1405335.0	1667043.0	1822403.0	1995021.0	1946176.0	1939500.0	1783066.0	2159774.0	1991590.0	1034467.0	1492039.0	1131904.0	1636567.0	1692286.0	1583479.0	1469983.0	1914372.0	2038713.0	1752246.0	2069599.0	1254997.0	2055891.0	1480749.0	1526414.0	1744804.0	2170288.0	1231287.0	2097803.0	1324791.0	2100665.0	2521954.0	2165386.0	1586577.0	1968576.0	1931068.0	2060555.0	1904524.0	1331158.0
NielsenHB_2014__V1_UC5_3__bin.31	1570140.0	1669904.0	1908577.0	2024917.0	1907216.0	1495607.0	1974604.0	1445302.0	1460225.0	2021671.0	1406143.0	1618118.0	1790359.0	1957556.0	1895245.0	1892661.0	1725036.0	2086889.0	1943738.0	1023069.0	1455401.0	1100551.0	1580678.0	1592605.0	1546159.0	1412661.0	1864390.0	1992074.0	1696372.0	1990361.0	1234956.0	1996282.0	1453778.0	1474674.0	1685777.0	2091651.0	1206783.0	2050454.0	1279564.0	2037908.0	2165386.0	2343996.0	1551958.0	1921154.0	1878189.0	2006806.0	1848582.0	1290445.0
FengQ_2015__SID530373__bin.60	1242125.0	1310007.0	1426148.0	1518706.0	1473364.0	1175844.0	1508307.0	1136835.0	1168723.0	1488815.0	1108700.0	1108609.0	1349645.0	1460769.0	1413849.0	1415267.0	1340429.0	1541581.0	1450130.0	825428.0	1137786.0	905691.0	1279443.0	1166296.0	1230727.0	1127362.0	1462252.0	1528849.0	1321753.0	1494156.0	998204.0	1503894.0	1145528.0	1195924.0	1312102.0	1558174.0	996415.0	1557770.0	1053788.0	1517810.0	1586577.0	1551958.0	1793989.0	1477283.0	1426203.0	1524204.0	1402807.0	989313.0
RaymondF_2016__P22E90__bin.67	1476664.0	1581333.0	1745206.0	1887364.0	1815073.0	1400320.0	1831065.0	1365883.0	1431658.0	1870351.0	1302038.0	1452634.0	1682056.0	1822210.0	1724160.0	1777302.0	1615138.0	1941275.0	1810318.0	967235.0	1351352.0	1057615.0	1557113.0	1460263.0	1463881.0	1354134.0	1767104.0	1972597.0	1578382.0	1851241.0	1190040.0	1880926.0	1391551.0	1449745.0	1584946.0	1942651.0	1129466.0	1930328.0	1216572.0	1899770.0	1968576.0	1921154.0	1477283.0	2175882.0	1770956.0	1868052.0	1707249.0	1195564.0
CosteaPI_2017__halbarad-11-7-0__bin.51	1459545.0	1543926.0	1699504.0	1830570.0	1744249.0	1362891.0	1779388.0	1334589.0	1371695.0	1821842.0	1271500.0	1420885.0	1755625.0	1879282.0	1686604.0	1748110.0	1559992.0	1870251.0	1765763.0	969893.0	1311405.0	1049084.0	1513349.0	1409055.0	1405334.0	1318802.0	1705947.0	1819678.0	1562145.0	1796820.0	1168976.0	1827025.0	1336356.0	1391307.0	1539580.0	1885682.0	1094531.0	1878926.0	1157235.0	1964165.0	1931068.0	1878189.0	1426203.0	1770956.0	2034004.0	1844824.0	1664456.0	1184223.0
LiJ_2014__V1.FI17__bin.17	1555604.0	1630653.0	1830408.0	1977089.0	1862471.0	1478291.0	1903672.0	1418962.0	1435031.0	1934856.0	1348056.0	1531622.0	1727616.0	1878696.0	1805131.0	1828144.0	1667573.0	1997943.0	1866320.0	997603.0	1403451.0	1114519.0	1567716.0	1506579.0	1496085.0	1403243.0	1805514.0	1931944.0	1660385.0	1915729.0	1214123.0	1949408.0	1403246.0	1478256.0	1645054.0	2022136.0	1170682.0	1987755.0	1244881.0	1971725.0	2060555.0	2006806.0	1524204.0	1868052.0	1844824.0	2147639.0	1804193.0	1276176.0
LeChatelierE_2013__MH0456__bin.69	1442768.0	1515304.0	1756233.0	1826344.0	1745800.0	1426442.0	1775061.0	1363322.0	1324909.0	1806686.0	1300986.0	1393731.0	1563596.0	1714386.0	1721224.0	1662640.0	1553614.0	1838435.0	1710097.0	927331.0	1379493.0	1019086.0	1436161.0	1418123.0	1366450.0	1305623.0	1721030.0	1762114.0	1539201.0	1780236.0	1103476.0	1787298.0	1320129.0	1351488.0	1527048.0	1874282.0	1127505.0	1821337.0	1187679.0	1799212.0	1904524.0	1848582.0	1402807.0	1707249.0	1664456.0	1804193.0	2037870.0	1222834.0
ZellerG_2014__CCMD19497912ST-21-0__bin.24	1039471.0	1072842.0	1222588.0	1300308.0	1221113.0	1029736.0	1233079.0	993227.0	968785.0	1246925.0	957209.0	962364.0	1083338.0	1195657.0	1234815.0	1157080.0	1128330.0	1304874.0	1190515.0	669939.0	973865.0	742148.0	1026430.0	1001539.0	988623.0	939608.0	1216857.0	1247393.0	1131650.0	1260770.0	811314.0	1263852.0	969729.0	982939.0	1105740.0	1301526.0	829588.0	1292982.0	872949.0	1264016.0	1331158.0	1290445.0	989313.0	1195564.0	1184223.0	1276176.0	1222834.0	1448831.0
